native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.802,1.882,1.684,0.517,0.4,0.409,0.382,3.711,4.352,2.799,12.717,7.311,5.394,3.592,3.573,13.238,4.655,2.72,15.349
0.693,2.128,4.722,1.042,0.29,0.287,0.29,7.947,2.326,3.891,8.928,6.984,5.508,3.809,5.387,16.568,4.919,3.213,13.987
0.648,2.482,3.112,0.32,0.286,0.286,0.298,5.84,3.07,4.16,9.156,9.056,5.861,4.699,6.053,13.474,4.674,2.599,15.298
0.645,1.866,1.689,0.326,0.412,0.43,0.799,6.187,2.763,2.987,8.713,8.086,5.871,4.341,3.781,13.271,4.946,2.75,13.936
0.65,1.705,2.505,0.318,0.401,0.411,0.43,11.328,2.655,2.783,9.323,7.82,5.569,4.365,6.431,12.881,4.756,3.318,29.04
0.808,1.723,4.079,0.316,0.427,0.438,0.377,4.989,2.423,3.028,8.796,6.933,7.032,3.825,3.19,12.568,4.958,3.686,14.679
0.645,3.353,2.682,0.324,0.374,0.402,0.396,4.737,3.618,3.063,15.69,7.361,5.733,3.682,4.61,34.197,7.777,3.017,20.429
0.697,5.183,2.734,1.818,0.475,0.517,4.641,10.954,2.622,3.518,15.632,8.763,9.679,5.392,4.598,14.48,6.261,4.53,29.507
0.713,1.899,2.504,0.393,0.336,0.494,1.044,4.942,2.402,2.979,8.397,7.324,5.235,13.953,5.601,13.419,5.145,2.77,16.511
1.18,2.812,2.807,0.97,0.527,2.167,0.473,4.827,5.774,3.233,11.561,9.871,80.834,4.5,3.76,28.703,7.539,2.978,31.849
1.194,2.108,3.185,0.365,0.362,0.405,0.38,7.521,3.376,3.363,9.008,7.602,5.749,4.693,3.431,13.537,4.618,3.047,17.262
0.669,4.233,1.938,0.315,0.398,0.552,0.378,5.445,3.425,3.047,9.358,6.944,5.597,3.783,5.398,11.781,5.729,2.67,16.439
0.85,2.448,2.825,0.315,3.68,0.296,0.278,6.525,3.524,2.967,11.634,7.389,5.423,4.184,4.58,13.758,4.802,2.781,13.681
0.674,1.87,3.825,0.343,0.376,2.519,0.384,10.902,2.513,4.071,10.03,7.981,10.985,3.494,5.758,12.742,4.6,2.88,14.698
0.869,3.699,3.173,0.299,0.374,0.401,0.903,4.539,4.362,2.996,9.201,7.732,6.081,3.616,5.564,11.869,4.741,2.751,14.36
0.642,1.94,3.022,0.296,0.663,0.423,4.178,3.772,2.732,3.852,10.191,9.909,8.257,3.718,5.249,13.848,5.007,2.624,14.951
0.797,1.721,1.763,0.364,0.44,0.544,0.405,3.656,4.88,3.116,8.738,7.03,5.094,3.886,4.053,17.98,4.748,2.63,14.507
0.88,1.862,2.813,0.303,0.757,0.624,0.276,5.97,2.928,3.382,10.98,7.423,7.511,3.476,3.52,12.134,5.173,2.742,14.388
1.201,1.904,2.92,0.306,0.427,0.408,0.376,3.686,4.538,3.056,8.862,7.098,6.742,7.295,5.415,12.988,4.579,3.128,15.882
0.644,2,3.774,0.348,0.376,0.406,0.382,8.02,3.186,2.832,10.234,8.487,5.787,3.845,3.097,12.751,5.48,2.587,19.707
1.947,1.933,2.866,0.301,0.272,0.289,0.392,3.561,2.597,3.197,10.561,9.704,11.457,3.534,3.159,12.501,5.055,3.118,14.014
0.839,3.001,2.296,0.38,0.363,0.427,0.372,5.421,2.674,7.894,8.685,6.951,6.264,3.706,3.781,12.263,5.585,2.953,15.335
0.679,1.801,4.965,0.37,0.521,0.484,0.436,6.724,2.623,5.21,8.9,7.099,10.219,3.861,3.784,14.128,4.555,2.679,14.143
0.646,2.47,3.329,0.343,0.289,0.307,0.276,4.15,2.743,3.354,9.015,7.598,5.974,4.608,6.396,16.879,4.726,6.027,14.191
0.795,1.87,2.977,0.305,0.586,0.413,0.384,6.01,2.42,4.085,9.02,7.476,5.409,3.396,5.139,12.537,4.649,2.805,14.439
0.924,1.812,2.782,0.323,0.397,0.405,0.378,3.711,2.56,3.015,8.897,6.679,6.555,3.391,3.266,13.207,4.395,3.009,14.823
0.647,2.236,3.318,0.32,0.686,0.381,0.388,3.71,2.39,3.399,8.976,6.857,5.739,3.413,4.885,13.296,5.672,2.622,14.408
0.677,1.87,2.595,4.624,0.307,0.286,0.289,4.132,2.482,3.069,9.28,8.268,6.23,3.513,3.891,12.698,4.567,2.669,14.036
0.921,1.705,2.421,0.315,0.288,0.297,0.284,8.769,2.521,3.187,10.635,9.104,7.165,3.395,3.723,13.665,5.952,2.941,13.685
0.641,1.913,2.629,0.341,0.391,0.433,0.403,6.055,2.299,2.827,9.058,7.107,5.61,4.495,3.749,13.705,4.659,2.744,13.664
0.792,1.831,4.073,0.3,0.398,0.382,0.432,3.958,3.378,3.584,8.877,8.325,6.086,3.458,3.333,11.613,4.364,3.057,17.432
0.684,1.989,1.978,0.326,0.398,0.404,0.374,11.147,2.454,4.428,17.793,17.299,6.615,8.288,5.688,13.645,11.513,2.827,25.469
0.682,6.618,4.578,0.318,0.293,0.322,0.282,4.487,2.633,3.277,9.447,11.132,6.377,3.687,6.623,12.676,4.722,3.029,16.686
0.791,2.205,2.743,0.298,0.395,0.403,0.382,7.583,2.965,3.211,14.495,16.162,6.209,5.406,3.232,15.237,6.026,6.513,30.919
1.307,3.403,2.73,0.32,0.408,0.403,0.409,6.793,2.634,3.442,15.03,18.991,113.532,3.947,6.876,13.908,4.966,3.319,69.191
13.084,21.78,11.512,0.406,2.415,0.52,0.497,9.387,35.258,4.315,10.809,7.355,5.956,5.228,3.385,12.093,5.057,2.947,16.305
0.667,1.998,2.149,0.383,3.422,0.381,0.343,6.363,2.492,3.703,8.731,7.271,7.607,3.96,3.356,13.612,4.734,2.975,14.311
0.833,3.484,2.665,0.487,3.698,0.402,0.434,4.59,2.641,3.708,8.981,6.927,5.901,3.606,3.702,12.061,4.743,3.046,15.937
0.935,3.624,2.664,0.318,0.29,0.285,0.292,5.568,2.394,3.038,9.068,7.285,12.905,3.753,9.247,17.232,4.914,4.023,13.591
0.799,3.881,4.911,0.321,0.402,0.404,0.396,6.43,2.531,3.065,8.72,7.122,7.586,3.761,3.135,12.575,4.689,2.744,13.651
0.989,1.865,3.094,0.317,0.322,1.278,0.93,5.315,3.837,2.838,9.933,7.409,7.299,9.157,5.621,12.945,4.513,3.431,15.137
0.643,1.963,2.538,0.314,0.401,0.405,0.861,5.4,2.368,2.86,13.333,8.044,6.08,3.363,4.595,14.188,6.387,2.633,15.627
0.843,2.439,3.206,0.295,0.403,0.747,0.382,3.705,2.666,2.996,8.834,7.454,7.219,3.771,4.397,15.977,5.279,2.586,14.093
0.794,1.759,3.885,0.309,4.794,0.405,0.38,5.545,3.496,3.917,10.317,7.291,8.713,3.786,4.089,12.261,4.81,3.019,14.532
0.726,3.527,1.7,0.35,0.387,0.417,0.402,5.803,2.368,2.859,9.78,6.837,5.717,3.557,3.506,12.254,4.499,2.757,14.596
0.639,2.01,4.09,0.587,0.333,0.296,0.287,9.848,2.507,3.296,9.846,7.953,9.425,5.053,8.925,13.282,4.99,4.118,17.505
0.806,1.804,3.245,0.319,0.288,0.304,0.294,4.173,2.319,2.8,8.66,8.039,8.862,10.266,3.135,14.664,4.872,2.655,14.28
0.725,4.069,3.458,0.313,0.276,0.281,0.285,5.304,2.453,3.206,8.55,7.53,7.624,3.515,3.058,13.075,5.156,2.95,14.61
0.915,3.533,2.539,0.303,0.278,0.303,0.29,3.588,2.502,2.841,8.979,7.745,5.345,3.82,3.371,12.225,4.725,2.647,14.441
0.641,1.69,3.586,0.313,0.302,0.295,0.29,5.206,2.561,2.785,8.463,6.853,4.845,3.655,3.755,13.222,5.888,3.23,15.002
0.683,1.855,2.579,0.403,0.437,0.407,0.377,6.019,2.666,2.925,9.607,7.416,6.609,8.689,3.363,13.41,4.673,2.771,14.775
0.646,1.711,4.501,0.296,0.385,2.199,0.619,4.809,2.327,2.799,9.964,8.087,5.359,3.609,3.593,12.009,4.612,2.679,132.588
0.667,2.941,2.801,0.362,4.454,0.394,0.366,5.706,4.315,3.709,12.234,7.532,5.678,4.381,3.422,12.949,4.632,2.958,17.829
0.67,1.853,3.63,0.366,0.359,0.403,0.367,3.895,2.74,3.49,9.229,7.499,5.364,4.111,3.22,11.34,4.858,2.829,14.072
0.812,3.302,1.645,0.321,1.11,0.406,0.398,3.863,2.382,3.603,8.537,7.786,5.436,3.37,4.926,13.301,4.495,2.858,14.183
0.812,3.625,2.594,0.3,0.288,0.324,0.291,4.561,4.901,3.255,9.119,15.125,5.921,4.526,3.142,12.285,5.107,2.677,16.557
1.011,2.381,3.201,0.342,0.277,0.297,8.717,5.604,2.832,4.756,12.212,6.992,8.076,3.449,6.01,17.238,4.51,2.702,14.367
0.662,1.887,2.941,0.301,0.404,0.408,0.377,3.724,2.596,2.806,8.78,9.033,7.728,3.396,3.463,13.071,5.379,3.202,15.495
0.643,1.89,2.726,0.304,0.282,0.307,0.28,3.75,2.395,2.803,9.055,10.238,5.878,4.098,4.846,13.65,5.075,3.491,14.537
0.8,1.71,3.655,0.31,0.292,0.305,0.283,4.105,2.715,2.815,8.597,7.858,5.574,3.407,3.156,13.023,5.111,2.629,14.183
0.696,1.754,1.801,0.308,0.283,0.295,0.269,3.845,2.591,3.013,8.527,7.784,5.583,3.704,3.414,14.993,5.649,2.763,14.633
1.094,4.173,3.307,0.318,0.408,0.413,0.404,3.846,2.32,3.152,8.867,10.852,7.396,3.605,3.057,14.936,4.563,3.186,14.228
0.855,2.239,2.503,0.316,0.378,0.387,0.403,5.26,2.665,2.901,8.897,7.766,5.808,3.91,3.148,12.908,5.35,2.956,15.55
0.664,2.476,2.61,0.315,0.297,0.285,0.291,3.808,2.401,5.269,11.053,7.97,6.988,4.362,4.98,21.553,4.489,2.647,15.02
0.737,2.134,2.667,0.337,0.406,0.386,0.56,4.122,2.324,3.603,67.717,9.538,7.029,3.817,3.296,11.784,4.666,2.712,13.917
0.676,1.942,2.949,0.312,0.294,0.304,0.295,4.884,2.418,2.846,9.219,6.86,6.314,3.496,3.204,12.035,4.855,2.611,15.17
0.642,1.875,2.494,0.318,0.308,0.288,0.291,3.952,2.425,3.146,12,7.35,5.561,3.786,3.418,14.163,5.129,2.661,13.844
0.677,1.917,2.903,0.312,0.292,0.308,0.268,4.422,2.33,2.933,9.217,6.778,6.857,3.426,3.158,11.966,4.611,2.999,15.902
0.641,1.885,2.772,0.301,0.288,0.302,0.281,4.029,2.361,3.735,10.236,8.646,8.414,3.998,3.674,16.55,4.908,3.639,16.337
0.816,1.891,2.534,0.305,0.313,0.304,0.269,3.799,15.53,3.777,9.928,8.363,8.342,3.524,3.12,16.442,4.831,3.312,15.502
0.801,2.539,3.638,0.326,0.456,0.415,0.378,10.416,2.695,4.515,9.699,8.689,5.563,3.763,5.838,26.789,4.432,2.977,14.088
0.672,2.178,2.827,0.349,0.524,0.516,0.468,6.037,2.588,2.86,8.354,8.024,6.532,5.822,3.71,13.175,4.437,2.947,15.175
0.813,2.312,3.39,0.344,0.297,0.301,0.274,6.135,2.339,2.988,8.768,7.336,5.402,3.817,3.555,13.637,6.198,2.702,14.659
0.816,1.724,3.31,0.313,0.4,0.437,0.402,3.749,2.328,2.945,8.491,7.038,5.818,3.518,7.866,12.344,5.371,2.587,13.876
1.071,1.775,5.681,0.314,0.292,0.301,0.275,5.745,2.358,2.811,9.153,6.781,5.324,4.378,2.935,12.431,4.681,2.679,14.22
0.643,4.259,2.668,0.314,0.439,0.403,0.373,4.763,5.637,3.069,9.25,7.264,9.062,3.721,3.133,12.68,4.624,2.848,15.538
1.047,2.009,2.823,0.353,0.29,0.283,0.278,4.069,2.47,4.193,10.297,9.517,6.189,3.763,4.936,15.816,4.728,2.836,14.567
1.165,1.998,2.675,0.323,0.412,1.172,1.127,6.458,3.506,3.192,9.923,7.33,5.84,3.384,4.235,12.274,5.313,3.059,22.013
1.046,1.871,2.564,0.295,0.504,0.295,0.435,3.714,2.507,2.939,8.478,6.945,5.205,3.474,4.659,11.17,8.089,2.773,17.404
0.806,2.171,3.517,0.318,0.288,0.304,0.285,3.938,2.304,3.238,8.645,8.859,5.524,3.702,3.833,12.448,4.534,2.723,13.928
0.64,1.728,1.701,0.347,0.397,0.409,0.372,4.257,2.389,2.816,11.013,7.412,6.762,4.288,4.75,14.436,4.83,2.602,15.713
0.675,3.164,2.745,0.313,0.395,0.4,0.371,4.545,2.467,3.038,9.586,8.559,5.616,3.655,3.621,13.172,4.809,2.604,15.66
0.675,1.943,3.736,0.36,0.286,0.324,0.288,4.732,2.841,3.588,18.46,7.203,8.406,6.655,23.499,16.696,5.681,2.858,33.464
1.316,2.481,1.759,0.321,0.292,0.295,0.388,5.787,3.092,3.041,10.291,7.605,5.937,10.86,3.207,27.008,4.924,2.793,14.409
0.834,2.343,2.736,0.315,0.397,0.555,0.4,8.865,2.39,2.856,8.853,7.723,5.847,3.759,3.46,11.766,4.553,2.789,14.428
0.799,2.365,2.49,0.31,0.407,0.429,0.677,6.925,2.923,3.213,9.516,7.05,7.711,3.697,3.58,12.364,4.693,2.918,14.403
0.648,1.942,2.601,0.305,0.28,0.298,0.404,3.88,2.593,2.913,8.523,8.767,6.336,3.383,3.68,15.456,5.08,2.807,13.622
0.822,2.784,6.004,0.32,0.395,0.444,0.399,5.864,2.974,9.53,17.764,7.051,5.703,3.481,3.909,13.67,4.999,2.679,15.326
0.88,1.923,3.645,0.363,0.4,3.798,0.382,4.249,2.455,3.277,11.199,7.074,5.704,3.693,4.149,12.909,5.45,2.92,23.792
0.8,1.719,2.801,0.314,0.409,0.415,0.404,4.193,2.444,2.851,8.612,11.866,5.406,3.483,3.329,12.077,4.908,2.851,15.361
0.814,1.754,3.765,0.312,0.292,0.295,0.281,5.477,2.576,3.19,9.262,7.242,7.49,3.899,5.914,14.558,4.613,2.717,13.742
0.812,1.93,3.66,0.313,0.29,0.373,0.291,6.7,2.546,8.135,8.939,7.089,5.528,3.656,3.623,12.973,4.552,2.659,14.567
0.872,1.725,2.056,0.317,0.375,0.38,0.394,6.044,2.641,2.901,9,7.986,7.793,3.458,6.49,12.212,4.946,4.096,14.073
0.813,2.112,2.462,0.324,0.408,0.406,0.436,5.9,2.486,2.945,8.927,7.032,8.106,3.503,3.122,12.561,4.549,2.669,15.064
0.822,2.053,4.169,0.407,0.397,0.427,0.401,8.084,2.8,3.168,11.389,7.012,9.381,3.652,5.484,12.347,5.154,2.995,23.177
0.761,2.033,1.705,0.299,0.396,0.413,0.405,3.794,2.321,3.302,8.489,7.232,5.961,3.881,5.42,12.594,7.012,3.322,14.423
0.804,4.051,2.575,0.306,0.383,0.406,0.378,4.157,2.372,3.838,9.266,7.015,5.409,3.824,3.826,11.802,4.563,2.681,13.546
0.846,1.892,2.499,0.321,0.331,0.299,0.306,5.367,2.499,3.071,9.104,13.508,7.843,4.327,3.083,12.349,4.632,2.702,17.181
0.829,2.396,2.668,0.301,0.507,0.408,0.379,5.305,6.132,3.018,9.626,8.166,6.373,3.443,4.721,12.896,5.626,2.706,13.938
0.682,4.785,6.608,0.322,0.404,0.407,0.533,4.054,2.608,2.951,10.326,8.453,7.869,4.92,10.45,135.136,8.535,3.259,23.157
0.699,7.69,2.833,0.368,2.513,0.403,0.38,7.84,2.664,3.517,8.867,7.097,9.737,4.063,5.393,15.891,5.041,2.891,16.43
0.667,2.31,2.88,0.405,0.443,0.502,0.496,6.831,2.493,3.477,9.842,6.974,5.979,3.782,4.734,14.213,4.698,3.693,13.896
0.851,3.516,12.026,0.297,0.316,0.808,0.292,6.875,2.506,2.972,8.768,9.948,5.834,3.781,3.206,13.631,4.568,3.068,13.562
1.024,2.244,4.345,1.266,0.321,0.3,0.29,4.25,2.412,2.894,9.595,6.947,5.818,3.514,7.565,12.303,12.364,2.815,20.503
0.848,2.013,1.942,0.314,0.333,0.293,0.298,4.084,2.609,3.577,10.298,9.637,8.075,3.495,3.385,12.337,4.889,3.321,13.811
1.657,3.8,3.912,0.297,0.301,0.296,0.276,3.866,2.641,2.836,9.835,7.665,8.112,4.669,8.937,13.33,5.636,2.678,18.233
0.826,3.499,3.522,0.321,0.403,0.404,0.418,4.877,2.497,3.223,15.429,7.001,7.708,3.497,4.751,14.334,4.609,3.077,14.358
0.705,1.945,3.59,0.754,0.303,0.299,0.293,3.685,3.359,3.29,8.839,7.032,5.499,3.568,8.229,13.621,4.585,2.615,14.824
0.805,1.998,3.443,0.297,0.394,0.387,7.429,5.021,2.549,2.847,9.2,6.726,9.772,3.612,3.411,11.975,4.703,2.712,17.642
0.965,3.585,7.506,0.311,0.316,0.445,0.289,7.285,3.595,3.144,8.548,7.461,5.883,3.759,3.529,12.909,5.703,2.906,14.793
0.662,1.917,3.805,0.312,0.396,0.401,0.419,4.29,2.761,3.071,9.648,8.295,5.841,4.433,3.988,11.793,10.892,2.669,16.522
0.678,5.153,2.339,0.321,0.298,0.289,0.512,6.081,2.463,3.2,8.788,15.587,5.73,3.451,3.194,13.019,7.66,2.694,19.285
0.817,6.74,3.284,0.296,0.399,23.99,0.442,7.754,3.677,3.725,11.152,7.253,5.52,4.249,4.876,12.635,4.61,3.585,16.054
0.827,1.743,3.61,0.32,0.297,0.303,0.277,5.873,2.435,3.256,8.87,6.866,4.852,3.575,3.339,11.509,4.625,2.747,18.831
2.595,2.221,4.132,0.315,0.397,0.409,0.433,4.628,2.482,2.89,9.303,6.899,5.953,3.78,4.817,12.462,4.746,2.813,14.284
0.817,2.105,3.247,0.326,0.374,0.405,2.881,4.169,2.397,2.91,8.641,9.526,5.829,7.142,6.202,13.359,6.125,2.643,15.01
0.863,3.792,3.768,0.524,0.398,0.387,0.401,3.926,2.63,2.852,10.73,7.527,6.877,3.436,3.409,14.686,4.951,2.769,15.101
0.843,2.189,3.61,0.3,0.275,0.299,0.267,5.542,2.393,3.836,9.031,7.336,6.051,3.474,5.66,12.673,5.478,2.603,16.068
0.986,1.956,3.186,0.299,0.526,0.404,0.4,4.003,2.538,3.223,8.54,8.809,5.737,4.007,3.147,17.482,6.344,2.877,13.427
1.186,3.263,5.669,0.421,0.397,0.403,0.631,9.894,5.917,3.507,9.225,7.092,6.087,3.643,3.388,14.732,5.315,2.76,14.012
0.68,1.763,2.246,0.299,0.272,0.297,7.808,4.19,2.43,2.885,9.051,8.599,10.365,3.74,4.111,12.431,5.948,2.892,15.836
0.822,2.318,2.804,0.306,0.287,0.28,0.272,6.551,8.061,3.047,13.044,10.69,9.006,3.891,3.335,11.938,5.879,2.686,13.783
0.735,2.24,2.446,0.363,0.377,0.404,0.383,3.812,2.388,3.418,9.292,7.167,7.702,5.468,5.086,15.551,4.466,3.375,13.376
0.677,1.946,1.789,0.296,0.437,0.506,0.402,4.123,3.268,4.138,8.541,7.163,6.465,3.476,3.098,13.758,4.757,3.01,14.149
0.997,1.92,3.304,0.315,0.377,0.385,0.437,3.657,2.687,2.926,9.275,7.92,7.023,3.714,7.841,13.792,5.518,2.68,15.763
0.767,3.268,3.594,0.301,0.383,0.409,1.011,4.961,3.714,2.992,13.052,10.655,5.613,5.372,6.161,12.052,4.807,6.267,14.399
0.69,2.535,9.487,0.314,0.405,2.078,0.4,5.346,2.518,4.754,8.455,6.935,6.498,3.527,3.338,13.046,4.799,2.961,15.981
0.663,2.142,3.988,0.347,0.656,0.394,0.37,3.649,2.962,3.796,10.83,7.241,8.996,4.406,3.866,13.575,7.077,5.22,17.795
0.663,2.312,1.794,0.376,0.33,0.368,2.034,4.225,2.721,3.461,8.97,7.933,6.508,5.253,5.39,14.928,5.267,2.682,16.754
0.671,2.005,3.992,0.357,0.552,0.499,0.482,4.078,2.783,3.375,13.115,7.456,6.621,3.919,4.807,12.954,4.922,2.795,15.168
0.905,4.027,2.88,0.316,0.377,0.42,7.877,4.218,2.319,2.889,8.868,7.225,9.441,3.465,3.816,19.036,4.552,2.73,14.713
0.645,1.821,2.695,0.32,0.519,0.382,0.398,6.054,2.653,3.719,9.224,8.325,5.701,6.094,3.113,13.19,5.135,3.47,15.474
0.822,1.724,3.154,0.317,0.424,6.668,0.402,6.345,2.869,3.49,8.705,6.849,5.366,3.833,3.851,14.534,4.83,3.936,14.531
1.039,2.088,4.177,0.384,0.29,0.296,0.29,5.131,2.786,3.16,14.955,7.616,6.57,3.462,4.209,12.802,5.491,2.851,16.339
0.68,2.261,3.18,0.348,0.288,0.391,0.29,5.101,2.56,2.864,9.305,10.395,6.179,3.949,6.443,25.603,5.517,3.702,14.293
0.998,1.943,2.647,0.324,0.405,0.287,0.285,4.289,2.396,2.818,8.761,7.844,8.427,5.677,3.642,14.581,5.246,4.164,14.456
2.136,1.99,2.809,0.314,6.006,0.408,0.374,6.27,2.361,3.265,8.403,6.859,6.076,3.672,3.311,11.71,4.496,3.372,13.758
0.646,1.896,4.561,0.306,0.304,0.366,0.276,5.565,3.081,3.079,9.853,7.006,7.69,3.522,6.68,13.061,5.222,3.857,13.612
0.681,1.901,4.488,0.312,0.399,0.494,0.535,6.08,2.644,3.017,8.548,8.575,5.34,3.529,4.773,13.716,5.1,2.889,13.869
0.644,1.935,2.669,0.318,0.297,0.305,0.28,3.818,2.664,2.831,9.579,6.768,5.402,3.857,5.656,13.332,6.617,2.737,15.683
0.682,4.877,2.591,7.659,0.412,0.41,0.399,4.01,2.697,2.845,8.929,11.18,36.055,7.695,3.712,24.901,4.694,2.855,14.92
0.676,3.48,10.91,0.316,0.575,0.404,0.399,9.038,2.571,2.904,8.673,9.835,5.843,4.488,3.199,14.137,5.881,2.717,20.006
0.651,2.945,1.721,0.305,0.398,0.452,0.368,3.947,2.704,2.945,8.766,17.172,8.314,4.985,5.664,12.707,4.928,2.839,18.508
0.826,8.54,4.127,0.309,0.438,0.58,0.397,5.706,3.147,3.108,14.654,13.376,6.717,3.862,5.659,28.282,7.163,3.497,21.631
1.28,1.989,2.667,0.362,0.439,0.522,0.484,3.977,3.458,3.395,8.327,7.812,6.067,4.121,3.284,15.607,4.777,2.799,14.695
1.149,2.016,3.962,0.298,0.441,0.758,0.629,4.435,5.683,9.137,11.382,6.998,5.655,3.433,7.48,13.809,4.517,2.768,14.199
0.869,1.907,3.675,0.318,0.29,0.298,0.314,5.742,2.337,2.832,8.924,7.189,5.528,3.502,5.604,12.825,4.805,2.667,17.069
0.836,4.57,3.115,0.297,0.463,0.309,0.271,4.328,5.975,4.17,9.214,6.983,5.323,3.798,4.955,14.197,5.822,2.649,15.501
0.697,1.884,3.641,0.518,0.288,0.319,0.292,4.594,2.49,2.116,12.875,7.456,5.104,3.519,9.52,13.204,4.498,2.807,13.829
0.831,4.122,2.428,0.322,0.407,0.389,0.39,3.836,2.5,2.935,9.309,8.002,7.198,3.71,4.165,15.035,4.839,2.99,16.275
0.851,1.982,4.962,0.298,0.286,0.296,0.278,6.07,2.356,2.929,9.354,7.611,5.898,3.685,4.868,12.336,4.562,2.915,14.858
0.825,1.955,3.019,0.315,0.289,0.279,0.292,3.949,2.354,3.047,8.892,6.781,5.685,4.216,3.193,13.058,4.984,2.806,14.718
0.83,1.919,3.925,0.314,0.418,0.53,0.45,4.394,2.511,3.058,9.554,7.5,5.672,3.786,3.368,12.228,5.935,2.887,16.019
0.836,2.107,6.216,0.297,0.378,0.63,0.383,5.656,2.426,3.079,9.56,12.873,7.346,4.402,3.388,12.513,4.663,3.152,14.376
0.642,1.948,2.215,0.317,0.378,0.522,0.482,4.256,2.574,2.906,14.269,7.297,8.369,4.056,3.132,12.933,5.104,3.38,45.471
0.947,4.317,5.872,0.317,0.412,0.411,0.405,3.999,4.715,2.99,10.448,8.696,7.091,3.749,5.218,14.813,4.533,3.274,18.16
