native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
1.412,0.946,2.528,0.228,0.242,0.239,0.267,4.973,1.086,1.816,3.244,3.985,6.887,3.342,2.012,4.583,2.609,2.031,6.022
1.633,0.636,1.4,0.153,0.139,0.15,0.311,3.055,0.951,1.684,3.207,3.795,4.514,3.293,1.787,6.11,2.827,2.15,5.585
0.852,0.812,2.118,0.285,0.148,0.156,0.16,3.62,0.958,1.673,3.184,3.743,4.654,3.185,1.893,6.1,2.445,1.925,5.857
1.313,1.45,0.919,0.155,0.151,0.307,0.159,3.19,1.06,1.758,3.061,3.881,7.307,3.111,2.196,4.714,2.648,2.361,5.943
0.784,1.289,1.323,0.153,0.138,0.151,0.166,2.889,0.943,1.931,4.908,4.172,5.977,3.249,1.834,5.095,2.391,2.317,6.435
0.831,0.867,1.718,0.275,0.144,3.306,0.157,4.085,1.005,2.088,3.348,4.202,4.042,2.883,1.834,4.61,2.444,2.171,5.925
1.44,0.905,1.172,0.161,0.141,0.151,0.159,4.045,1.057,1.82,2.861,3.812,6.206,4.34,4.42,5.181,2.393,1.882,5.834
0.824,0.858,2.196,0.147,0.141,0.15,0.164,2.838,0.95,2.204,2.986,3.675,5.057,3.611,1.81,4.373,2.54,2.068,5.839
1.245,0.816,2.358,0.165,0.16,0.288,0.161,2.598,1.212,1.626,4.318,3.7,5.474,3.319,1.944,4.432,2.493,1.964,6.155
1.324,0.855,1.941,0.284,0.153,0.16,0.154,4.678,0.939,1.639,3.086,3.896,5.245,3.154,1.796,5.227,2.372,2.166,5.818
1.671,0.828,3.972,0.167,0.156,0.339,0.283,4.061,1.42,2.009,3.681,4.157,7.77,3.798,1.794,5.008,2.515,2.929,6.193
1.276,0.84,2.077,0.159,0.147,0.188,0.167,4.412,0.965,1.73,3.204,5.402,5.527,3.284,6.204,7.13,3.682,2.549,7.438
1.428,0.827,1.325,0.147,0.142,0.268,0.159,5.371,1.124,2.09,3.657,6.515,8.035,6.833,2.264,7.094,3.054,2.334,7.275
1.147,1.107,3.176,0.191,0.442,0.224,0.257,3.392,2.089,2.084,4.186,4.252,6.974,4.647,2.795,5.178,2.605,1.989,7.199
1.467,0.637,1.705,0.312,0.145,0.174,0.303,6.753,0.988,1.669,2.876,3.953,6.84,3.133,2.486,6.008,3.744,1.906,6.393
1.685,0.881,1.174,0.15,0.218,0.164,0.211,4.681,1.014,1.764,3.087,3.963,6.771,3.173,2.137,6.507,2.875,2.861,12.111
1.235,2.036,1.474,0.317,0.144,0.189,0.251,4.835,1.107,2.073,3.827,4.717,4.258,3.545,1.798,4.316,3.135,2.129,6.335
1.293,1.492,1.609,0.153,0.145,0.173,0.17,4.275,0.961,1.773,3.004,3.995,6.334,3.17,1.864,4.451,2.428,2.353,6.038
0.83,1.004,2.548,0.167,0.279,0.167,0.165,4.118,1.76,2.331,3.334,5.015,5.795,5.045,1.846,4.89,4.302,6.567,14.897
1.405,0.812,2.228,0.349,0.17,0.266,0.167,2.975,1.416,2.101,3.385,3.801,4.229,3.482,3.451,4.769,2.742,2.062,5.685
1.028,0.939,2.115,0.155,0.15,0.166,0.167,5.283,1.073,1.844,3.11,4.057,5.672,3.184,1.864,4.266,2.333,1.933,6.337
1.55,0.848,2.315,0.318,0.155,0.18,0.184,6.431,1.816,2.361,4.997,6.522,8.96,4.094,2.907,5.489,2.577,2.042,7.734
1.781,1.064,3.174,1.7,0.236,0.167,0.172,4.762,1.167,1.929,4.358,4.145,4.687,3.122,1.797,4.741,2.65,2.034,5.501
0.79,1.103,2.001,0.156,0.14,0.155,0.316,3.819,1.192,1.934,3.27,4.71,5.332,3.187,1.978,4.303,2.543,2.048,6.707
1.945,0.841,1.178,0.176,0.297,0.151,0.172,2.444,1.183,3.15,3.12,3.861,6.408,3.025,1.848,4.875,2.401,1.82,6.62
1.338,0.939,0.99,0.153,0.14,0.166,0.3,4.468,1.183,1.805,3.276,3.933,7.494,3.098,1.788,4.477,2.437,1.908,9.379
1.45,0.892,1.763,0.161,0.15,0.158,0.28,2.773,0.948,1.776,3.149,3.621,6.641,3.406,1.915,4.336,2.696,1.874,6.127
1.294,0.834,3.489,0.165,0.149,0.174,0.154,4.009,1.022,1.547,5.453,4.15,4.188,3.391,2.094,5.049,3.265,2.527,6.016
1.327,0.865,2.13,0.147,0.14,0.149,0.192,2.732,0.946,1.709,3.568,3.736,9.582,3.235,2.361,4.363,2.476,2.091,5.756
0.815,1.265,1.841,0.153,0.147,0.169,0.302,2.839,0.943,1.738,3.53,3.579,4.673,2.857,2.517,5.157,3.353,1.813,5.96
1.573,0.827,1.299,0.146,0.152,0.153,0.157,3.252,0.976,1.664,3.358,3.75,8.258,4.42,3.857,4.415,2.514,1.862,5.826
1.348,0.596,3.391,0.248,0.172,0.156,0.16,4.446,0.956,1.67,2.901,3.855,4.678,2.974,1.808,4.134,2.505,1.833,6.18
1.447,0.841,1.543,0.296,0.143,0.15,0.151,4.313,0.961,2.027,3.478,3.914,6.471,3.355,1.846,4.355,2.496,2.748,6.309
1.285,0.818,2.913,0.153,0.153,0.172,0.158,2.605,0.946,1.729,3.06,3.775,7.394,3.088,1.842,5.113,2.732,2.109,5.806
1.282,0.854,1.066,0.287,0.148,0.171,0.321,4.939,0.986,2.028,2.995,3.587,5.63,3.152,2.202,4.278,3.016,1.89,6.081
1.275,0.874,1.08,0.162,0.151,0.151,0.165,3.904,1.037,1.658,3.015,7.829,5.528,3.346,2.649,4.441,2.332,2.008,5.949
1.539,1.569,2.289,0.154,0.146,0.154,0.15,6.003,1.059,1.66,2.989,3.796,5.842,5.753,2.413,4.437,2.354,1.958,6.714
0.802,0.891,1.705,0.16,0.141,0.148,0.246,2.421,0.991,1.617,2.982,4.029,7.49,4.204,4.19,6.018,2.543,1.947,5.782
1.443,0.622,1.743,0.299,0.193,0.154,0.164,2.725,1.016,1.999,3.064,4.903,5.305,3.317,1.903,4.712,2.445,1.95,6.017
1.371,0.851,1.516,0.162,0.35,0.236,0.155,4.261,0.991,1.68,3.114,4.938,8.502,5.245,3.32,6.615,2.407,2.01,5.742
1.247,0.599,2.372,0.146,0.152,0.27,0.303,2.535,1.026,1.652,3.553,3.755,5.529,3.096,1.84,4.357,3.056,1.888,5.877
1.262,0.818,1.62,0.149,0.253,0.158,0.16,2.624,1.018,1.818,3.354,3.955,3.753,3.006,1.9,7.452,2.399,1.935,6.172
