native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
1.334,1.658,1.415,0.447,0.393,0.357,9.727,8.962,4.194,5.515,2.234,13.653,7.193,5.57,4.858
3.249,1.888,1.39,0.246,0.228,0.23,10.045,8.904,3.648,5.021,1.814,16.9,8.52,5.197,4.116
1.647,1.65,2.631,0.249,0.246,0.278,9.664,8.882,3.25,4.994,2.442,13.681,6.772,5.665,4.339
1.441,2.348,1.756,0.248,0.4,0.23,10.316,8.613,3.965,4.918,2.602,13.723,7.785,5.66,4.358
1.043,1.7,1.15,0.258,0.247,0.234,10.061,9.109,3.462,5.057,2.01,14.029,6.76,6.543,4.424
1.623,1.564,1.356,0.467,0.278,0.229,9.93,8.802,3.832,5.955,1.671,14.284,6.955,5.862,4.442
1.705,1.703,1.141,0.25,0.226,0.221,12.487,9.011,5.196,5.784,2.596,17.595,7.753,5.741,5.289
1.433,1.417,1.887,0.26,0.243,0.225,9.727,8.631,4.512,4.938,1.993,14.696,7.495,5.456,4.482
1.046,1.602,1.564,2.071,0.283,0.227,9.806,8.515,4.049,5.015,2.063,13.814,7.347,5.616,4.438
1.075,1.686,2.004,0.235,0.23,0.229,9.456,8.497,6.585,5.354,1.756,13.71,6.849,5.913,4.258
1.281,1.434,3.137,0.878,0.246,0.354,12.517,10.492,5.726,7.279,2.029,14.057,7.128,5.987,4.278
1.334,1.547,1.221,0.263,0.373,0.224,10.308,9.081,5.087,56.908,5.668,35.219,7.325,6.599,4.304
1.302,2.322,2.103,0.362,0.254,0.218,13.863,11.711,6.209,5.752,2.036,23.743,7.488,6.397,5.047
1.509,2.004,3.346,0.682,0.249,3.21,12.43,9.587,4.142,5.963,1.725,15.887,7.17,5.574,5.283
1.236,1.745,1.624,0.441,0.283,0.226,10.055,10.051,4.88,5.445,2.252,15.03,7.682,6.058,4.653
1.921,1.449,1.242,0.268,0.262,0.232,11.005,8.925,3.144,5.664,3.38,15.053,6.897,5.519,9.715
1.847,3.659,1.263,0.574,0.329,0.251,20.303,13.111,4.777,5.362,2.572,14.806,7.054,7.773,4.553
1.173,3.37,1.326,0.364,0.243,0.232,10.115,8.743,5.116,5.255,2.114,13.983,6.323,5.393,5.542
1.754,2.629,3.165,0.459,0.247,0.443,11.735,9.688,5.282,12.501,4.478,19.259,9.344,9.634,5.481
1.078,1.436,1.714,0.304,0.461,0.242,11.269,8.713,3.645,5.621,2.01,13.239,7.297,5.272,4.302
1.487,2.347,1.214,0.449,0.246,0.24,9.568,8.499,4.381,5.12,1.742,13.896,6.601,5.353,4.524
1.824,1.452,1.971,0.464,0.437,0.399,15.578,13.617,5.867,7.157,3.311,50.073,6.289,9.644,55.763
1.134,1.724,1.247,1.284,0.325,0.45,11.836,9.374,4.952,5.758,2.045,13.787,6.792,5.577,4.219
1.571,2.233,1.734,0.256,0.675,0.228,9.887,8.882,4.05,5.491,2.427,13.492,7.897,5.576,4.415
1.15,1.965,1.53,0.477,0.435,0.317,9.991,8.325,4.49,5.311,1.989,14.392,6.792,5.409,4.337
1.955,1.684,1.597,0.509,0.234,0.237,9.628,8.73,5.455,5.137,1.75,13.674,7.208,5.411,4.936
1.248,1.911,1.43,0.389,0.244,0.434,9.918,8.822,5.794,5.243,3.492,17.295,6.915,5.475,4.333
1.993,1.389,2.438,0.235,0.236,3.407,9.538,8.973,4.433,5.665,2.706,13.803,6.606,5.414,4.236
1.404,1.688,1.195,0.252,0.23,0.217,9.439,9.514,6.843,5.184,1.769,13.434,8.615,6.209,4.137
1.407,1.844,2.893,0.248,0.241,0.228,10.327,8.649,5.913,4.947,2.275,14.274,6.666,5.22,4.223
1.253,2.612,2.977,0.242,0.227,0.214,9.298,8.366,3.546,5.393,2.125,13.634,6.427,5.437,4.213
1.179,1.424,1.425,0.252,0.293,0.221,9.249,8.959,3.999,6.153,2.089,14.194,6.876,5.443,4.419
1.443,1.336,1.168,0.252,0.272,0.261,9.819,8.45,3.464,5.423,1.965,12.881,6.71,5.266,4.319
1.356,1.394,2.215,0.253,0.233,0.253,9.554,8.794,5.335,5.878,1.816,17.787,8.369,5.565,5.086
1.115,1.478,1.366,0.44,0.238,0.24,9.524,13.767,5.435,5.503,1.798,13.924,6.91,5.564,4.289
3.7,1.722,1.11,0.479,0.237,0.22,9.78,8.839,5.168,5.128,3.043,13.803,7.125,5.359,4.312
1.824,3.3,1.775,0.275,0.231,0.216,10.126,8.563,4.293,5.304,2.332,14.346,6.912,5.299,4.364
1.385,1.48,2.052,0.248,0.267,0.228,10.415,8.646,5.228,5.193,2.072,13.7,6.764,6.08,4.341
1.037,1.9,2.005,0.458,0.267,0.264,9.193,8.561,3.569,5.255,1.877,14.408,6.652,5.475,4.233
1.116,1.497,1.855,0.259,0.403,0.453,10.562,10.388,6.971,6.153,3.821,14.351,6.405,5.874,4.315
0.983,1.402,1.56,0.235,0.223,0.271,9.645,8.852,5.548,5.108,1.802,14.378,7.799,5.581,4.351
0.95,1.54,2.419,0.259,0.262,0.22,9.294,8.387,5.067,5.416,2.163,14.562,6.94,5.378,4.448
0.985,1.783,2.116,0.309,0.229,0.218,9.606,8.929,3.728,5.229,1.748,13.752,6.58,6.041,4.345
