native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.156,0.376,0.671,0.137,0.141,0.159,0.156,1.522,0.623,0.48,2.339,3.614,1.908,0.688,0.863,2.883,2.204,2.317,3.025
0.142,0.305,0.503,0.093,0.09,0.088,0.084,2.94,0.491,0.408,2.403,3.823,1.452,0.572,0.722,2.551,2.563,2.062,3.538
0.153,0.95,0.598,0.09,0.093,0.099,0.101,3.235,0.492,0.405,2.296,3.844,1.54,0.557,0.739,2.432,2.236,1.993,3.121
0.14,0.31,0.491,0.093,0.093,0.089,0.092,1.727,0.468,0.394,2.667,3.181,1.382,0.512,1.111,3.094,2.247,2.295,3.6
0.142,0.302,0.493,0.09,0.089,0.096,0.089,1.7,0.481,0.391,2.333,3.309,1.394,0.513,0.784,2.601,2.18,2.364,3.447
0.144,0.301,0.579,0.093,0.089,0.087,0.093,1.524,0.513,0.411,2.468,3.221,1.453,0.512,0.743,2.545,2.001,2.022,2.998
0.144,0.31,0.515,0.095,0.089,0.088,0.084,1.55,0.463,0.372,2.405,3.197,1.398,0.527,0.797,2.765,2.141,2.199,3.037
0.14,0.311,0.574,0.091,0.09,0.091,0.124,1.528,0.887,0.501,2.644,3.324,1.484,0.515,0.726,2.633,2.103,2.089,3.15
0.145,0.305,0.503,0.089,0.09,0.091,0.084,2.436,0.488,0.38,2.337,3.462,1.466,0.508,0.771,2.942,2.005,2.09,3.292
0.151,0.358,0.51,0.092,0.089,0.086,0.09,1.662,0.464,0.379,2.41,3.424,1.476,0.519,0.793,2.568,2.591,2.798,3.558
0.181,0.312,0.495,0.09,0.088,0.088,0.085,1.988,0.491,0.39,2.991,3.279,1.856,0.748,0.784,2.974,2.261,2.952,3.201
0.315,0.575,0.502,0.09,0.085,0.101,0.23,1.598,0.5,0.385,3.091,4.332,1.794,1.044,0.738,6.693,4.107,1.997,3.16
0.143,0.326,0.493,0.11,0.088,0.319,0.086,1.857,0.532,0.37,2.2,3.329,1.796,0.511,0.723,2.545,2.582,2.179,3.662
0.15,0.327,0.815,0.091,0.089,0.089,0.088,1.549,1.076,0.37,2.198,3.531,1.381,0.51,0.721,2.678,2.219,2.049,3.761
0.15,0.338,0.913,0.096,0.094,0.088,0.097,5.054,0.584,0.457,2.988,8.089,1.789,0.54,1.975,3.109,2.629,9.666,8.818
0.152,0.319,0.523,0.1,0.094,0.091,0.084,2.246,0.587,0.421,2.525,9.532,1.885,0.68,0.965,4.124,3.882,2.092,3.458
0.148,1.279,0.676,0.1,0.098,0.102,0.088,1.703,0.513,0.41,9.721,3.206,1.526,0.55,0.747,2.558,2.076,2.39,3.082
0.142,0.315,0.695,0.124,0.103,0.092,0.086,2.657,0.487,0.4,2.304,3.556,2.191,0.516,0.879,2.548,2.159,2.093,4.273
0.157,0.319,0.507,0.092,0.09,0.089,0.086,3.262,0.629,0.398,2.271,3.279,1.479,0.51,0.722,2.62,2.732,2.004,3.116
0.143,0.316,0.513,0.093,0.09,0.095,0.101,2.869,0.495,0.374,2.387,3.347,1.402,0.623,0.787,3.106,2.734,2.153,3.623
0.141,0.325,0.535,0.089,0.087,0.088,0.083,1.632,0.484,0.397,2.334,3.153,1.467,0.544,0.725,2.514,2.108,2.1,3.039
0.139,0.401,0.497,0.09,0.089,0.088,0.084,1.492,0.501,0.4,2.302,3.285,1.465,0.513,0.724,2.545,2.088,1.957,3.006
0.143,0.306,0.505,0.088,0.093,0.087,0.089,3.638,0.459,0.401,2.288,3.287,1.487,0.52,0.825,2.571,2.104,1.933,3.018
0.145,0.301,0.503,0.093,0.087,0.093,0.088,1.505,0.477,0.404,2.312,3.36,1.491,0.509,0.757,2.546,2.14,2.063,3.019
0.153,0.326,0.524,0.094,0.093,0.09,0.087,1.525,0.481,0.393,2.989,3.319,1.466,0.544,0.756,3.038,2.254,2.115,2.912
0.155,0.309,0.506,0.088,0.09,0.091,0.089,1.502,0.462,0.409,2.209,3.286,1.467,0.562,0.903,2.459,2.208,1.927,2.967
0.149,0.323,0.5,0.09,0.087,0.095,0.085,1.512,0.532,0.401,2.399,3.252,1.383,0.518,0.718,2.507,2.141,2.156,3.028
0.566,0.331,0.533,0.095,0.09,0.101,0.09,1.574,0.462,0.408,2.244,3.278,1.451,0.515,0.776,2.426,1.955,2.027,3.738
0.14,0.632,0.502,0.093,0.091,0.085,0.09,1.553,0.462,0.406,2.513,3.237,1.457,0.516,0.74,2.542,2.109,2.045,3.056
0.14,0.307,0.499,0.088,0.092,0.09,0.09,1.811,0.519,0.398,2.26,3.167,1.405,0.562,0.742,2.63,2.189,2.325,3.271
0.166,0.35,0.508,0.09,0.084,0.09,0.084,1.535,0.46,0.375,2.176,3.321,1.396,0.517,0.823,2.589,2.005,2.134,3.063
0.144,0.316,0.509,0.092,0.091,0.091,0.088,3.355,0.516,0.402,2.748,3.185,1.491,0.533,0.728,2.646,2.239,1.965,3.013
0.143,0.311,0.496,0.093,0.089,0.094,0.092,1.593,0.486,0.404,2.342,3.242,1.492,0.518,0.824,2.632,2.687,2.062,3.079
0.141,0.308,0.844,0.09,0.092,0.093,0.089,1.554,0.466,0.369,2.588,3.157,1.534,0.544,0.754,2.747,2.227,1.984,3.319
0.14,0.306,0.492,0.096,0.09,0.092,0.089,1.546,0.503,0.395,2.411,3.136,1.458,0.54,0.754,2.562,2.315,2.009,3.151
0.141,0.312,0.529,0.089,0.085,0.147,0.085,1.519,1.336,0.464,2.21,3.349,1.382,0.517,0.776,2.473,2.196,2.103,3.021
0.143,0.3,0.526,0.091,0.095,0.089,0.085,1.601,0.458,0.398,2.355,3.265,1.385,0.605,0.776,2.529,2.1,2.149,2.937
