native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.062,0.183,0.21,0.084,0.071,0.082,2.902,3.667,0.542,0.236,0.289,2.948,0.751,1.99,0.963
0.062,0.186,0.209,0.091,0.139,0.088,3.291,3.8,0.513,0.236,0.289,3.206,0.854,1.927,1.07
0.062,0.183,0.213,0.087,0.075,0.089,2.784,3.57,0.518,0.246,0.298,2.908,0.965,2.291,1.136
0.067,0.194,0.225,0.088,0.093,0.084,2.743,3.684,0.509,0.248,0.29,2.903,1.015,2.234,1.161
0.063,0.179,0.211,0.08,0.074,0.084,2.909,3.601,0.507,0.235,0.288,2.973,1.072,2.517,0.625
0.062,0.183,0.21,0.082,0.078,0.089,2.94,3.851,0.537,0.237,0.289,2.884,1.053,2.023,1.158
0.07,0.236,0.235,0.083,0.074,0.084,3.336,3.875,0.515,0.235,0.289,3.14,1.081,2.216,1.248
0.062,0.183,0.213,0.082,0.088,0.088,2.711,3.769,0.517,0.235,0.297,2.923,0.827,2.065,1.04
0.063,0.194,0.212,0.085,0.074,0.084,2.951,3.64,0.516,0.263,0.29,2.893,0.976,2.065,1.105
0.062,0.198,0.211,0.083,0.078,0.09,2.95,3.604,0.518,0.233,0.293,3.008,1.005,2.17,1.687
0.063,0.184,0.213,0.08,0.088,0.084,2.861,3.729,0.512,0.237,0.29,3.131,1.428,2.227,2.048
0.062,0.181,0.213,0.098,0.094,0.084,2.766,4.123,0.782,0.425,0.306,3.751,0.904,2.543,1.914
0.063,0.186,0.21,0.091,0.074,0.094,2.736,3.6,0.517,0.255,0.295,3.085,0.972,2.13,2.727
0.06,0.183,0.211,0.083,0.073,0.084,2.801,3.767,0.514,0.232,0.29,3.033,1.009,2.408,1.22
0.066,0.188,0.213,0.089,0.073,0.088,2.783,3.921,0.617,0.263,0.294,2.933,1.006,2.119,1.141
0.076,0.189,0.212,0.08,0.074,0.081,2.994,3.572,0.514,0.234,0.29,2.935,0.969,2.22,1.624
0.061,0.189,0.213,0.087,0.079,0.095,3.533,4.163,0.516,0.234,0.367,2.9,0.999,2.209,1.649
0.063,0.186,0.219,0.097,0.132,0.08,3.051,4.33,0.536,0.273,0.286,3.158,1.05,2.206,1.228
0.061,0.182,0.209,0.084,0.086,0.078,2.838,4.026,0.539,0.245,0.382,3.044,0.816,2.175,0.963
0.061,0.187,0.209,0.081,0.07,0.086,3.57,3.814,0.51,0.233,0.287,3.069,0.994,2.467,1.641
0.059,0.184,0.21,0.139,0.072,0.085,3.152,3.89,0.507,0.231,0.291,3.02,0.805,2.169,2.11
0.06,0.187,0.212,0.079,0.07,0.08,3.12,4.081,0.511,0.261,0.287,2.991,1.058,2.313,1.501
0.061,0.183,0.209,0.081,0.07,0.079,2.705,3.789,0.499,0.229,0.29,3.594,2.816,0.842,0.808
0.061,0.187,0.208,0.078,0.07,0.078,2.967,3.581,0.513,0.233,0.291,2.911,0.979,2.068,1.206
0.059,0.183,0.211,0.077,0.069,0.077,2.968,3.554,0.507,0.246,0.291,2.912,2.301,2.23,0.653
0.062,0.194,0.208,0.079,0.075,0.078,2.873,3.748,0.511,0.237,0.286,2.938,0.821,2.098,1.048
0.061,0.231,0.209,0.09,0.092,0.08,4.484,4.054,0.518,0.237,0.286,3.859,0.874,2.251,1.053
0.059,0.178,0.206,0.077,0.074,0.08,2.942,3.555,0.509,0.23,0.285,2.936,0.922,2.018,3.091
0.059,0.181,0.208,0.077,0.067,0.08,2.935,3.668,0.538,0.231,0.286,2.879,1.063,2.285,1.23
0.06,0.183,0.21,0.087,0.077,0.077,2.755,3.596,0.506,0.242,0.288,2.983,0.992,2.135,1.164
0.061,0.178,0.208,0.075,0.068,0.075,3.411,4.084,0.54,0.232,0.286,3.045,1.029,2.135,1.227
0.062,0.195,0.209,0.081,0.071,0.08,3.042,4.315,0.594,0.23,0.286,3.208,1.154,2.716,1.201
0.059,0.177,0.22,0.09,0.08,0.085,3.676,4.518,0.547,0.244,0.341,2.933,1.214,1.161,1.019
0.061,0.186,0.211,0.095,0.07,0.081,2.826,4.094,0.557,0.241,0.288,3.08,0.815,2.377,1.068
0.061,0.184,0.207,0.08,0.068,0.085,2.849,3.616,0.52,0.262,0.392,2.892,1.13,2.2,0.695
0.059,0.182,0.207,0.083,0.074,0.091,2.896,3.629,0.507,0.249,0.32,2.874,0.807,2.058,0.979
0.061,0.182,0.209,0.083,0.101,0.096,2.736,3.588,0.511,0.236,0.287,3.008,1.01,2.096,1.288
0.06,0.178,0.209,0.087,0.072,0.081,2.802,4.087,0.512,0.231,0.304,2.947,1.066,2.082,1.221
0.06,0.206,0.211,0.078,0.078,0.09,2.869,3.849,0.509,0.234,0.292,3.012,0.989,2.274,1.231
0.061,0.178,0.21,0.085,0.075,0.124,2.829,3.604,0.512,0.246,0.291,2.968,0.806,1.935,1.049
0.066,0.19,0.227,0.092,0.084,0.084,3.752,3.977,0.557,0.245,0.305,3.145,1.394,3.37,3.609
0.06,0.191,0.21,0.085,0.07,0.078,2.708,4.331,0.514,0.231,0.286,3.007,0.81,2.088,2.121
0.065,0.191,0.207,0.085,0.072,0.082,2.704,3.664,0.511,0.237,0.288,3.094,0.753,2.263,1.393
0.061,0.175,0.211,0.094,0.092,0.087,2.877,3.887,0.514,0.233,0.287,2.905,1.036,2.261,1.685
0.062,0.18,0.213,0.084,0.07,0.079,2.91,4.007,0.513,0.235,0.288,2.933,0.808,2.194,1.095
0.06,0.182,0.21,0.083,0.071,0.082,2.939,4.384,0.508,0.231,0.287,2.909,1.214,2.159,1.538
0.059,0.182,0.209,0.08,0.078,0.088,2.725,5.25,0.537,0.247,0.298,2.934,1.006,2.209,3.239
0.06,0.195,0.21,0.082,0.072,0.082,2.947,5.312,0.55,0.233,0.293,3.109,1.223,1.414,1.933
0.061,0.183,0.213,0.079,0.071,0.082,3.066,3.548,0.512,0.267,0.288,3.015,1.182,2.334,1.634
0.072,0.183,0.209,0.078,0.072,0.08,2.853,3.59,0.507,0.247,0.319,2.889,1.001,2.209,1.233
0.061,0.205,0.21,0.084,0.071,0.112,2.858,3.528,0.509,0.245,0.288,2.899,0.964,2.051,1.105
0.061,0.183,0.211,0.08,0.071,0.084,3.237,3.571,0.549,0.24,0.285,2.933,0.998,2.235,1.26
0.083,0.2,0.219,0.085,0.07,0.077,3.543,4.241,0.556,0.265,0.288,3.1,0.876,0.916,1.083
0.059,0.179,0.208,0.081,0.071,0.08,2.904,3.644,0.535,0.233,0.284,3.025,0.996,2.102,1.242
0.061,0.191,0.211,0.085,0.079,0.088,2.872,3.594,0.58,0.257,0.29,2.94,0.803,2.151,1.036
0.062,0.198,0.21,0.084,0.07,0.087,2.959,3.733,0.58,0.235,0.287,2.975,0.754,2.86,2.291
0.06,0.18,0.208,0.074,0.072,0.081,3.482,4.08,0.51,0.231,0.367,2.907,0.984,2.192,1.248
0.062,0.189,0.208,0.092,0.072,0.086,3.399,3.945,0.509,0.254,0.287,2.91,1.056,2.089,1.283
0.06,0.185,0.208,0.086,0.071,0.081,2.972,4.121,0.505,0.234,0.286,3.612,0.743,2.075,0.995
0.059,0.19,0.208,0.133,0.075,0.084,2.926,3.62,0.509,0.292,0.287,3.086,2.686,2.183,1.359
0.061,0.179,0.207,0.116,0.077,0.082,2.904,3.535,0.537,0.258,0.307,3.03,1.124,2.315,1.202
0.06,0.178,0.207,0.077,0.069,0.076,2.956,5.713,0.519,0.232,0.287,2.922,2.369,2.277,0.651
0.062,0.186,0.21,0.085,0.07,0.078,2.769,3.618,0.51,0.246,0.309,2.936,0.823,0.741,0.891
0.06,0.183,0.207,0.081,0.071,0.084,2.847,3.631,0.578,0.233,0.312,2.926,0.799,2.016,1.012
0.06,0.186,0.21,0.08,0.07,0.076,2.945,3.922,0.513,0.237,0.289,2.936,1.057,2.17,1.341
0.058,0.183,0.207,0.079,0.066,0.073,2.856,3.554,0.534,0.233,0.326,3.262,1.357,2.308,0.708
0.061,0.178,0.206,0.094,0.072,0.079,3.445,4.147,0.526,0.231,0.286,3.008,1.213,2.305,1.192
0.074,0.179,0.209,0.077,0.071,0.086,2.839,3.588,0.501,0.232,0.291,2.899,0.791,1.999,1.91
0.18,0.201,0.209,0.079,0.073,0.08,2.931,4.564,0.509,0.248,0.299,3.107,1.161,2.118,2.137
0.059,0.196,0.222,0.083,0.07,0.08,2.794,3.695,0.581,0.232,0.288,2.956,1.235,2.187,2.621
0.06,0.177,0.21,0.089,0.069,0.085,2.965,4.061,0.51,0.234,0.316,3.073,0.806,2.044,1.001
0.064,0.186,0.207,0.078,0.068,0.075,2.741,3.555,0.506,0.254,0.29,3.187,0.976,2.197,2.339
0.061,0.193,0.208,0.079,0.074,0.087,2.989,3.618,0.507,0.235,0.59,2.982,1.074,2.317,2.635
0.059,0.184,0.208,0.084,0.071,0.084,3.503,3.952,0.553,0.26,0.311,2.993,0.827,2.073,1.05
0.069,0.185,0.21,0.096,0.113,0.086,3.008,3.753,0.505,0.235,0.331,2.917,1.06,2.276,1.488
0.064,0.198,0.21,0.081,0.077,0.099,2.767,4.438,0.511,0.238,0.291,3.063,0.989,2.295,3.43
0.059,0.178,0.209,0.077,0.07,0.083,2.768,3.646,0.529,0.236,0.29,3.027,1.02,2.267,3.046
0.059,0.18,0.207,0.074,0.067,0.079,2.787,3.571,0.569,0.262,0.286,2.985,0.787,0.973,1.072
0.06,0.189,0.211,0.079,0.068,0.075,2.793,3.584,0.513,0.235,0.308,2.989,1.017,2.094,1.205
0.061,0.178,0.21,0.079,0.072,0.08,3.094,4.069,0.505,0.231,0.284,2.912,1.001,2.301,1.192
0.061,0.192,0.239,0.079,0.074,0.077,2.873,3.715,0.512,0.237,0.291,3.098,1.057,2.339,1.466
0.064,0.199,0.219,0.077,0.071,0.076,2.846,4.258,0.537,0.232,0.287,3.18,0.785,2.051,1.03
0.064,0.184,0.21,0.106,0.078,0.085,2.747,3.598,0.513,0.275,0.311,3.137,0.832,0.912,1.099
0.061,0.182,0.207,0.084,0.072,0.082,2.891,4.163,0.508,0.329,0.289,2.997,0.815,2.349,1.059
0.061,0.185,0.213,0.082,0.071,0.079,3.805,3.556,0.506,0.234,0.334,2.952,1.062,2.679,0.611
0.063,0.198,0.207,0.083,0.093,0.081,2.782,4.136,0.549,0.245,0.303,4.048,1.212,2.507,1.912
0.063,0.192,0.3,0.095,0.08,0.084,4.135,4.19,0.547,0.304,0.414,3.2,1.043,2.171,1.54
0.06,0.182,0.213,0.082,0.08,0.08,2.972,3.578,0.92,0.248,0.29,3.474,2.089,2.326,2.185
0.059,0.179,0.209,0.081,0.073,0.079,2.824,3.631,0.503,0.231,0.287,3.241,1.186,2.082,2.417
0.066,0.957,0.225,0.086,0.082,0.083,2.895,3.836,0.513,0.239,0.285,3.009,1.205,3.837,2.454
0.064,0.196,0.223,0.094,0.16,0.085,7.465,4.375,0.546,0.244,0.304,3.057,3.617,3.413,1.56
0.06,0.182,0.21,0.077,0.068,0.084,2.917,3.59,0.507,0.312,0.288,3.155,0.813,2.081,1.026
0.06,0.181,0.211,0.118,0.085,0.103,2.884,3.914,0.535,0.257,0.345,3.161,2.857,0.932,2.045
0.064,0.183,0.211,0.091,0.09,0.087,3.53,4.076,0.51,0.323,0.303,2.972,0.843,5.854,3.754
0.061,0.179,0.212,0.084,0.067,0.079,2.775,3.669,0.511,0.236,0.29,2.929,1.077,2.284,2.411
0.06,0.186,0.211,0.077,0.071,0.08,2.795,3.804,0.594,0.232,0.295,2.967,0.739,2.138,1.058
0.104,0.185,0.248,0.079,0.074,0.082,2.912,4.161,0.506,0.238,0.285,3.051,1.093,2.206,2.473
0.061,0.182,0.223,0.081,0.068,0.082,2.774,4.738,0.713,0.238,0.307,3.166,0.845,2.051,1
0.067,0.201,0.467,0.098,0.077,0.082,3.259,4.092,0.695,0.32,0.305,3.167,0.841,2.195,2.043
0.061,0.18,0.209,0.079,0.07,0.077,3.619,3.692,0.517,0.232,0.289,3.17,1.011,2.381,2.76
0.213,0.183,0.3,0.094,0.07,0.124,2.761,3.585,0.507,0.233,0.289,2.98,0.812,2.084,1.562
0.063,0.177,0.209,0.081,0.069,0.076,3.258,4.935,0.548,0.295,0.29,3.205,0.818,2.253,0.481
0.06,0.199,0.208,0.08,0.068,0.078,3.596,4.354,0.589,0.235,0.288,2.958,1.287,2.749,1.61
0.061,0.183,0.208,0.082,0.08,0.082,3.55,3.865,0.535,0.253,0.306,2.939,1.008,1.121,1.538
0.058,0.176,0.206,0.088,0.084,0.081,2.809,5.528,0.637,0.245,0.304,3.42,2.304,0.756,2.467
0.059,0.181,0.21,0.093,0.071,0.08,2.951,3.637,0.51,0.304,0.291,3.165,0.848,2.209,2.318
0.06,0.18,0.273,0.079,0.068,0.077,3.097,4.52,7.955,0.237,0.312,3.017,1.126,4.518,1.809
0.06,0.176,0.209,0.084,0.07,0.079,2.879,3.805,0.512,0.232,0.285,2.926,0.788,0.811,0.845
0.06,0.191,0.211,0.079,0.071,0.076,4.159,3.966,0.504,0.232,0.286,2.941,1.038,2.238,1.218
0.061,0.209,0.228,0.084,0.175,0.081,2.802,3.618,0.513,0.231,0.288,2.951,1.587,1.166,1.601
0.062,0.18,0.209,0.099,0.079,0.083,4.262,4.336,0.889,0.253,0.287,4.277,0.896,2.145,1.294
0.059,0.179,0.219,0.082,0.071,0.089,2.998,3.849,0.51,0.234,0.287,3.047,0.802,2.504,1.05
0.063,0.218,0.221,0.101,0.082,0.126,4.077,4.75,0.509,0.863,0.31,3.377,1.124,2.432,4.814
0.101,0.195,0.22,0.131,0.078,0.08,5.097,4.533,0.624,0.379,0.286,4.135,1.86,2.284,1.429
0.061,0.196,0.211,0.081,0.074,0.232,4.003,4.47,0.904,0.358,0.304,3.075,1.852,2.28,1.176
0.078,0.837,0.221,0.092,0.085,0.102,3.545,8.642,0.588,0.272,0.73,28.44,1.749,3.83,13.989
0.06,0.186,0.323,0.081,0.071,0.082,2.903,4.796,0.912,0.232,0.297,3.373,1.2,2.332,1.582
0.061,0.182,0.238,1.378,0.08,0.084,2.986,5.444,0.568,0.258,0.321,5.56,1.128,2.808,2.598
0.061,0.198,0.241,0.079,0.078,0.081,4.458,3.657,0.511,0.24,0.291,4.137,1.101,2.351,3.246
0.061,0.189,0.21,0.086,0.071,0.084,3.42,4.018,0.762,0.232,0.293,3.461,1.692,2.912,1.461
0.059,0.179,0.244,0.084,0.071,0.079,3.561,3.602,0.511,0.231,0.287,2.9,1.036,2.295,1.318
0.066,0.181,0.21,0.082,0.07,0.085,2.809,3.746,0.585,0.232,0.286,3.095,0.857,2.189,1.075
0.064,0.178,0.211,0.087,0.125,0.08,3.719,4.492,0.51,0.261,0.284,3.008,1.154,2.479,1.265
0.06,0.187,0.211,0.076,0.069,0.077,2.894,3.913,0.506,0.237,0.316,3.102,1.106,2.151,1.416
0.059,0.176,0.208,0.084,0.07,0.085,2.778,3.815,0.538,0.23,0.287,3.133,0.785,2.196,1.087
0.062,0.179,0.223,0.083,0.07,0.078,3.051,3.893,0.507,0.23,0.287,3.105,0.824,2.168,1.07
0.062,0.236,0.316,0.085,0.069,0.085,2.819,5.156,0.516,1.466,0.29,3.727,1.008,2.436,1.562
0.059,0.183,0.207,0.08,0.067,0.076,3.023,3.571,0.511,0.231,0.286,3.011,1.033,2.468,1.466
0.059,0.186,0.213,0.081,0.07,0.079,3.492,3.96,0.51,0.233,0.287,2.899,1.047,2.637,1.283
0.06,0.2,0.208,0.085,0.07,0.085,2.784,3.802,0.503,0.233,0.288,2.971,0.821,2.15,1.075
0.06,0.196,0.209,0.085,0.075,0.123,3.205,3.749,0.544,0.232,0.287,3.224,1.015,2.893,3.326
0.06,0.179,0.209,0.078,0.07,0.081,2.932,3.835,0.509,0.235,0.288,3.484,1.158,2.531,2.434
0.063,0.18,0.235,0.084,0.069,0.079,3.459,4.166,0.504,0.243,0.286,3.435,1,1.528,1.3
0.06,0.182,0.209,0.086,0.071,0.082,2.967,3.599,0.542,0.234,0.283,2.957,0.742,2.182,2.077
0.083,0.195,0.238,0.102,0.089,0.11,8.112,6.176,0.852,0.28,0.606,5.141,1.289,7.109,0.765
0.078,0.205,0.209,0.964,0.082,0.08,3.059,4.644,0.512,0.418,0.531,3.731,1.072,1.351,1.848
0.061,0.183,0.211,0.098,9.407,0.096,3.846,3.756,0.662,0.231,0.293,3.055,1.128,2.417,1.957
0.061,0.179,0.209,0.085,0.082,0.078,3.018,3.782,0.733,0.239,0.295,3.004,1.008,2.666,1.301
0.062,0.289,0.215,0.085,0.071,0.089,2.986,4.126,0.508,0.254,0.381,3.377,1.287,2.252,1.261
0.062,0.192,0.227,0.086,0.072,0.079,3.568,3.981,0.511,0.233,0.289,2.976,1.033,2.454,1.46
0.06,0.218,0.209,0.088,0.084,0.082,2.79,3.72,0.515,0.232,0.297,3.005,0.838,2.254,1.075
0.059,0.183,0.209,0.085,0.072,0.509,3.279,3.685,0.53,0.242,0.29,3.408,1.086,2.34,1.746
0.06,0.177,0.208,0.09,0.073,0.079,3.38,3.741,0.519,0.233,0.287,2.983,0.804,2.433,1.087
0.061,0.182,0.21,0.081,0.067,0.081,2.89,3.83,0.528,0.232,0.303,3.388,0.749,0.718,2.104
0.061,0.201,0.21,0.08,0.07,0.077,3.076,3.977,0.515,0.245,0.303,3.366,1.046,2.215,1.386
0.098,0.29,0.223,0.135,0.075,0.079,4.955,4.168,0.587,0.29,0.365,4.037,1.384,7.225,2.877
0.066,0.252,0.209,0.102,0.202,0.092,3.694,4.708,0.621,0.249,0.325,2.985,0.998,3.11,2.355
0.06,0.182,0.208,0.077,0.067,0.082,2.862,3.762,0.54,0.239,0.287,2.99,0.825,2.199,1.085
0.062,0.224,0.212,0.087,0.099,0.08,3.066,4.344,0.525,0.252,0.336,3.239,1.037,2.291,2.498
0.06,0.184,0.211,0.083,0.078,0.078,2.824,4.016,8.541,0.243,0.288,3.067,1.064,2.334,1.476
0.06,0.192,0.209,0.087,0.074,0.162,3.034,3.705,0.509,0.249,0.29,3.144,2.223,0.736,0.833
0.06,0.189,0.224,0.087,0.08,0.084,3.573,4.761,0.697,0.308,0.289,3.164,1.202,2.315,1.284
0.061,0.18,0.21,0.089,0.071,0.08,2.903,3.765,0.521,0.234,0.288,4.259,1.02,2.495,1.539
0.061,0.175,0.211,0.079,0.07,0.086,2.797,3.704,0.522,0.23,0.333,2.981,0.884,2.021,2.054
0.061,0.182,0.21,0.086,0.07,0.079,2.866,3.659,0.513,0.232,0.292,3.171,0.806,2.114,1.147
0.059,1.017,0.21,0.315,0.071,0.083,3.081,3.964,0.519,0.231,0.288,3.174,0.823,2.128,2.272
0.061,0.182,0.212,0.082,0.071,0.078,3.441,3.631,0.511,0.234,0.291,3.374,1.109,2.344,1.739
0.06,0.191,0.209,0.084,0.07,0.079,2.825,3.604,0.509,0.239,0.305,3.623,1.049,2.378,1.488
0.059,0.186,0.208,0.094,0.12,0.088,3.471,3.692,0.51,0.253,10.402,3.918,1.031,2.217,1.347
0.06,0.22,0.208,0.155,0.076,0.082,2.796,4.079,0.589,0.235,0.289,3.318,0.822,2.341,1.096
0.06,0.183,0.21,0.094,0.076,0.082,2.942,3.676,0.512,0.24,0.286,3.077,1.006,1.179,1.286
0.06,0.18,0.211,0.083,0.084,0.091,2.813,3.747,0.511,0.234,0.291,3.172,1.089,2.332,1.631
0.06,0.181,0.212,0.088,0.074,0.08,2.998,3.857,0.51,0.233,0.291,3.107,1.036,2.574,2.845
0.081,0.247,0.394,0.085,0.142,0.149,7.235,7.017,0.559,0.324,0.351,4.93,2.15,2.587,2.382
0.073,0.196,0.211,0.084,0.07,0.083,2.887,3.921,0.514,0.245,0.324,3.03,1.174,2.901,2.527
0.06,0.181,0.208,0.087,0.075,0.121,4.059,6.877,0.529,0.293,0.341,3.229,0.931,1.029,1.345
0.06,0.295,0.222,0.103,0.071,0.092,3.391,3.675,0.563,0.235,0.321,3.139,1.074,3.26,1.906
0.059,0.185,0.286,0.091,0.082,0.082,4.907,5.472,2.421,0.246,0.301,6.09,0.911,3.533,4.784
0.061,0.177,0.209,0.087,0.071,0.087,2.903,4.125,0.511,0.238,0.289,2.987,0.883,2.185,2.162
0.061,0.186,0.212,0.085,0.073,0.083,2.881,3.946,0.51,0.234,0.291,3.705,1.159,2.525,1.328
0.062,0.246,0.215,0.088,0.073,0.092,2.794,3.64,0.512,9.868,0.317,3.017,0.811,2.233,1.027
0.062,0.198,0.219,0.089,0.081,0.082,3.392,4.188,0.549,0.25,0.307,3.042,1.145,4.768,1.802
0.059,0.177,0.208,0.084,0.072,0.117,2.797,3.727,0.514,0.23,0.291,3.066,1.056,2.311,1.543
0.06,0.269,0.209,0.153,0.076,0.085,2.818,3.647,0.508,0.231,0.283,3.077,0.832,2.324,1.049
0.063,0.204,0.227,0.157,0.082,0.089,3.498,4.343,0.653,0.25,0.303,7.966,4.657,5.208,7.397
0.059,0.192,0.208,0.081,1.024,0.099,3.587,3.758,0.785,0.252,0.599,3.175,1.052,2.284,1.589
0.059,0.341,0.212,0.086,0.077,0.089,3.17,4.101,2.775,0.236,0.289,3.175,0.912,2.377,1.13
0.061,0.181,0.211,0.09,0.083,0.081,2.915,3.914,0.563,0.264,0.311,3.181,1.337,2.458,1.507
0.067,0.198,0.222,0.092,0.112,0.086,8.852,7.43,0.581,0.249,0.435,3.481,1.203,2.405,2.522
0.06,0.19,0.211,0.08,0.07,0.079,2.797,3.961,0.51,0.232,0.287,3.139,0.811,2.049,1.073
0.06,0.181,0.212,0.084,0.074,0.084,3.466,4.013,0.532,0.237,0.284,3.035,1.181,2.185,1.272
0.064,0.199,0.225,0.098,0.085,0.182,5.601,25.604,0.601,0.234,0.717,3.47,1.337,2.811,1.542
0.062,0.18,0.211,0.084,0.07,0.077,2.833,3.775,0.545,0.24,0.288,3.036,1.154,2.358,2.545
0.061,0.182,0.21,0.084,0.073,0.081,2.981,3.639,0.511,0.232,0.29,3.111,1.049,2.386,2.625
0.058,0.182,0.209,0.091,0.071,0.079,2.888,3.791,0.508,0.235,0.302,3.192,0.801,2.129,2.213
0.06,0.178,0.208,0.086,0.074,0.083,2.828,3.701,0.639,0.232,0.289,3.36,0.798,2.279,2.225
0.857,0.191,0.248,0.082,0.094,0.08,3.342,4.416,0.818,0.245,0.387,3.572,1.106,3.436,2.134
0.061,0.179,0.225,0.083,0.07,0.078,2.911,3.681,0.504,0.234,0.287,2.98,1.023,2.346,2.496
0.059,0.183,0.208,0.082,0.07,0.079,3.021,3.873,0.509,0.246,0.336,3.104,1.076,2.215,1.373
0.06,0.187,0.211,0.084,0.071,0.079,3.186,4.148,0.542,0.231,0.292,3.219,1.307,1.175,1.269
0.063,0.184,0.212,0.088,0.078,0.083,3.201,3.762,0.522,0.245,0.311,3.049,0.805,2.168,1.125
0.061,0.189,0.21,0.08,0.067,0.083,2.925,3.668,0.51,0.231,10.486,3.106,0.863,3.344,1.094
0.059,0.213,0.208,0.106,0.086,0.291,3.529,3.875,0.564,0.245,0.331,3.746,1.072,2.338,1.486
0.063,0.191,0.209,0.081,0.081,0.075,3.124,4.136,0.533,0.253,0.307,3.33,1.16,1.005,1.272
0.06,0.178,0.209,0.086,0.067,0.136,3.305,11.439,0.544,0.268,0.48,10.912,1.321,2.796,3.443
0.061,0.18,0.209,0.086,0.073,0.079,4.384,5.256,0.51,0.232,0.287,3.193,0.806,2.21,1.089
0.058,0.184,0.209,0.081,0.079,0.079,2.99,4.375,0.53,0.231,0.289,3.272,1.263,2.379,1.449
0.062,0.272,0.222,0.083,0.071,0.08,2.854,4.437,0.538,0.3,0.302,3.503,1.162,2.615,3.788
0.196,0.543,0.239,0.082,0.07,0.337,3.576,4.117,0.522,0.236,0.29,3.105,1.452,2.646,0.71
0.186,0.193,0.249,0.097,0.081,3.698,11.926,8.063,1.254,0.34,0.364,5.308,1.962,7.697,2.593
0.071,0.216,1.011,0.094,0.082,0.086,3.81,5.493,0.705,0.324,0.311,5.546,1.694,8.731,2.236
0.069,0.185,0.235,0.085,0.07,0.079,3.122,4.526,0.506,0.239,0.288,4.157,1.142,2.478,1.768
0.215,0.18,0.212,0.079,0.068,0.075,3.531,4.248,0.855,0.24,0.304,3.393,0.81,2.762,1.102
0.063,0.191,0.215,0.076,0.071,0.08,3.041,4.515,0.508,0.236,0.295,3.754,1.079,1.061,1.836
0.059,0.183,0.207,0.082,0.07,0.079,3.082,5.286,0.507,0.246,0.301,3.204,1.047,2.218,1.312
0.059,0.192,0.209,0.234,0.075,0.084,3.293,4.125,0.542,0.465,0.306,3.492,1.589,3.834,2.928
0.06,0.184,0.208,0.089,0.082,0.079,3,3.843,0.534,0.246,0.289,3.055,1.661,2.374,1.545
0.06,0.188,0.209,0.084,0.071,0.084,2.931,3.693,0.537,0.232,0.286,3.041,1.045,2.246,1.348
