native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.07,0.184,0.307,0.081,0.096,0.11,0.09,0.521,0.3,0.227,2.386,3.196,0.949,0.299,0.413,2.03,1.961,0.896,1.088
0.056,0.118,0.179,0.043,0.042,0.044,0.04,0.436,0.219,0.151,2.77,2.956,0.533,0.218,0.275,2.051,2.394,0.673,0.809
0.056,0.125,0.181,0.043,3.792,0.048,0.044,0.436,0.218,0.184,3.394,2.971,0.535,0.22,0.276,3.362,1.89,0.699,0.85
0.058,0.122,0.179,0.043,0.045,0.044,0.045,0.45,0.215,0.15,2.493,3.011,0.535,0.234,0.28,1.991,1.824,0.828,0.791
0.058,0.12,0.179,0.042,0.042,0.043,0.041,0.487,0.227,0.149,2.422,3.056,0.532,0.265,0.282,2.045,1.887,0.666,0.824
0.054,0.118,0.18,0.042,0.039,0.043,0.042,0.435,0.214,0.151,2.957,2.908,0.57,0.225,0.277,1.94,1.828,0.67,0.823
0.054,0.128,0.202,0.042,0.046,0.044,0.041,0.434,0.205,0.146,2.388,3.04,0.543,0.224,0.275,2.098,1.897,0.676,0.814
0.057,0.119,0.18,0.047,0.042,0.046,0.044,0.442,0.215,0.148,2.48,3.044,0.529,0.222,0.289,1.959,1.832,0.672,0.732
0.056,0.121,0.193,0.05,0.052,0.051,0.045,0.462,0.22,0.174,2.491,3.305,5.873,0.487,0.384,2.576,2.457,0.681,0.803
0.059,0.123,0.182,0.042,0.042,0.043,0.038,0.44,0.213,0.152,2.954,3.095,0.575,0.228,0.282,2.024,1.82,0.715,0.875
0.057,0.118,0.18,0.042,0.039,0.043,0.042,0.514,0.214,0.155,2.511,3.128,0.536,0.233,0.285,2.155,1.849,0.751,0.892
0.059,0.124,0.181,0.044,0.043,4.757,0.042,0.442,0.211,0.15,2.955,3.006,0.54,0.327,0.276,2.015,2.523,0.846,0.873
0.055,0.141,0.181,0.043,0.039,0.04,0.037,0.436,0.215,0.151,2.734,3.124,0.538,0.229,0.277,1.94,1.939,0.719,0.872
0.055,0.122,0.18,0.044,0.042,0.043,0.04,0.441,0.21,0.147,2.445,3.075,0.535,0.222,0.274,1.921,1.943,0.705,0.828
0.055,0.116,0.179,0.044,0.041,0.043,0.04,0.441,0.252,0.153,2.439,3.243,0.562,0.241,0.321,2.497,1.833,0.654,0.773
0.055,0.117,0.183,0.046,0.043,0.046,0.047,0.498,0.214,0.151,2.717,3.01,0.535,0.221,0.276,1.936,1.824,0.7,0.797
0.082,0.163,0.195,0.047,0.046,0.047,0.046,1.132,0.219,0.149,2.468,3.12,0.608,0.24,0.343,2.028,1.821,0.678,0.772
0.055,0.121,0.181,0.042,0.044,0.043,0.044,0.436,0.245,0.151,2.451,3.033,0.543,0.237,0.284,1.968,1.921,0.719,0.782
0.054,0.117,0.179,0.042,0.042,0.043,0.041,0.482,0.227,0.149,2.522,3.134,0.535,0.218,0.276,1.946,0.622,0.611,0.852
0.056,0.123,0.183,0.044,0.041,0.048,0.038,0.442,0.279,0.26,2.645,3.44,0.621,0.232,0.289,2.059,1.863,0.646,0.704
0.058,0.124,0.182,0.042,0.042,0.043,0.04,0.445,0.216,0.158,2.539,3.06,0.543,0.223,0.279,2.074,1.893,0.638,2.259
0.054,0.118,0.178,0.042,0.038,0.042,0.038,0.47,0.224,0.156,2.429,3.105,0.567,0.225,0.278,2.048,1.826,0.692,0.763
0.057,0.126,0.183,0.065,0.043,0.049,0.044,0.436,0.21,0.163,2.558,3.34,0.538,0.231,0.283,2.019,1.853,0.756,0.833
0.058,0.121,0.181,0.043,0.045,0.043,0.046,0.441,0.212,0.148,2.552,3.089,0.573,0.225,0.274,2.042,1.872,0.692,0.82
0.055,0.117,0.176,0.053,0.053,0.049,0.054,0.442,0.217,0.148,2.502,3.044,0.539,0.226,0.278,2.25,2.05,0.653,0.778
0.055,0.122,0.179,0.045,0.042,0.043,0.04,0.444,0.213,0.162,2.792,3.079,0.542,0.27,0.295,2.043,1.868,0.695,0.768
0.06,0.126,0.193,0.048,0.041,0.04,0.041,0.435,0.215,0.155,2.452,3.062,0.547,0.237,0.274,2.027,1.954,0.698,0.806
0.058,0.137,0.18,0.044,0.042,0.043,0.041,0.467,0.213,0.151,2.462,3.068,0.596,0.23,0.274,2.026,1.878,0.64,2.167
0.055,0.119,0.178,0.042,0.043,0.043,0.041,0.502,0.214,0.15,2.423,3.104,0.534,0.224,0.28,1.984,1.832,0.622,0.782
0.063,0.146,0.193,0.054,0.042,0.043,0.041,0.435,0.213,0.161,3.544,3.853,0.537,0.268,0.273,2.105,1.921,0.698,0.81
0.056,0.117,0.182,0.049,0.042,0.042,0.037,0.446,0.203,0.142,2.326,3.094,0.545,0.223,0.276,1.996,1.845,0.713,0.761
0.055,0.119,0.179,0.044,0.042,0.043,0.041,0.448,0.212,0.158,2.488,3.097,0.536,5.796,0.277,2.031,1.831,0.662,0.798
0.054,0.118,0.179,0.042,0.039,0.043,0.037,0.43,0.211,0.156,2.879,3.096,0.536,0.221,0.303,2.012,2.129,0.702,0.802
0.055,0.122,0.187,0.043,0.043,0.043,0.045,0.437,0.217,0.145,3.391,2.999,0.544,0.228,0.276,2.013,1.913,0.721,0.935
0.055,0.12,0.18,0.044,0.038,0.043,0.045,0.434,0.213,0.15,2.297,3.161,0.532,0.266,0.291,2.172,2.189,2.356,0.792
0.056,0.118,0.179,0.043,0.042,0.047,0.051,0.436,0.222,0.147,2.577,3.05,0.544,0.237,0.284,2.036,1.927,0.767,1.532
0.055,0.119,0.18,0.042,0.039,0.043,0.037,0.441,0.22,0.148,2.563,4.517,0.532,0.222,0.28,2.172,1.835,0.669,0.835
0.09,0.123,0.183,0.045,0.047,0.054,0.041,0.442,0.214,0.15,2.596,3.121,0.571,0.546,0.284,2.056,1.87,0.649,0.78
0.059,0.12,0.179,0.044,0.043,0.053,0.04,0.436,0.219,0.149,2.545,3.083,0.529,0.223,0.276,2.271,1.814,0.642,1.963
0.054,0.123,0.18,0.043,0.039,0.044,0.039,0.436,0.218,0.149,4.384,4.196,0.54,0.226,0.418,2.045,1.947,0.725,0.942
0.057,0.12,0.187,0.042,0.038,0.043,0.057,0.434,0.214,0.158,2.487,3.414,0.568,0.235,0.271,2.054,1.979,0.719,0.709
0.053,0.114,0.176,0.04,0.041,0.043,0.039,0.435,0.207,0.151,2.465,3.192,0.57,0.237,0.291,2.029,1.827,0.693,0.694
0.054,0.121,0.174,0.041,0.035,0.036,0.035,0.433,0.21,0.158,4.502,2.984,0.523,0.223,0.274,1.997,1.844,0.681,0.776
0.051,0.114,0.174,0.038,0.045,0.04,0.036,0.431,0.21,0.156,2.776,3.221,0.53,0.216,0.275,1.945,1.827,0.67,0.775
0.053,0.137,0.181,0.04,0.038,0.04,0.037,0.481,0.212,0.147,3.279,3.051,0.53,0.288,0.278,2.479,1.853,0.662,0.77
0.052,0.117,0.178,0.041,0.041,0.044,0.039,0.439,0.21,0.143,2.333,3.189,0.528,0.218,0.275,2.158,0.707,0.637,0.896
0.052,0.115,0.177,0.04,0.038,0.04,0.038,0.439,0.209,0.142,2.649,3.096,0.569,0.242,0.279,2.048,1.876,0.646,0.773
0.05,0.115,0.176,0.042,0.039,0.04,0.038,0.437,0.207,0.155,2.408,3.08,0.527,0.235,0.302,2.018,0.653,0.614,2.006
0.052,0.116,0.174,0.04,0.044,0.041,0.044,0.44,0.213,0.15,2.43,4.611,0.531,0.288,0.274,2.118,2.029,0.641,0.735
0.067,0.117,0.176,0.04,0.041,0.043,0.039,0.443,0.216,0.144,2.599,3.863,0.57,0.226,0.272,2.167,2.095,0.719,0.769
0.054,0.116,0.177,0.04,0.038,0.039,0.037,0.43,0.208,0.142,3.095,3.052,0.526,0.217,0.271,2.579,1.917,0.685,1.165
0.05,0.119,0.176,0.039,0.035,0.04,0.069,0.434,0.213,0.149,2.543,3.136,0.574,0.221,0.272,2.017,1.844,0.773,0.708
0.052,0.114,0.175,0.042,0.042,0.04,0.042,0.435,0.216,0.15,2.505,3.097,0.524,0.233,0.274,2.021,1.84,0.647,0.701
0.052,0.12,0.175,0.039,0.041,0.04,0.037,0.438,0.209,0.143,2.576,3.043,0.536,0.222,0.271,1.975,1.865,0.649,0.705
0.053,0.118,0.174,0.041,0.036,0.037,0.035,0.443,0.209,0.144,2.617,3.244,0.58,0.218,0.269,2.115,2.098,0.705,0.851
0.055,0.117,0.188,0.044,0.04,0.041,0.039,0.434,0.752,0.162,2.94,3.435,0.541,0.227,0.322,2.151,2.321,0.698,0.767
0.052,0.115,0.18,0.041,0.038,0.04,0.038,0.447,0.212,0.147,3.016,3.103,0.536,0.226,0.277,2.125,1.861,0.696,0.847
0.051,0.122,0.178,0.039,0.039,0.04,0.037,0.473,0.208,0.151,2.683,3.03,0.536,0.22,0.29,2.054,1.926,0.651,2.245
0.051,0.121,0.179,0.039,0.038,0.043,0.037,0.445,0.213,0.144,2.505,3.087,0.548,0.238,0.295,2.006,1.892,0.745,0.742
0.053,0.119,0.177,0.041,0.043,0.042,0.04,0.446,0.219,0.154,2.472,3.078,0.534,0.221,0.274,2.032,1.892,0.666,0.782
0.052,0.117,0.176,0.039,0.04,0.041,0.039,0.449,0.216,0.148,2.636,3.038,0.532,0.221,0.298,2.094,2.257,0.644,0.8
0.05,0.123,0.177,0.039,0.039,0.04,0.037,0.435,0.211,0.144,2.644,3.114,0.568,0.222,0.27,2.062,1.93,0.71,0.838
0.052,0.113,0.175,0.063,0.038,0.038,0.035,0.436,0.211,0.146,2.624,3.163,0.542,0.247,0.277,2.247,2.058,0.688,0.803
0.092,0.12,0.193,0.047,0.046,0.044,0.039,0.443,0.217,0.151,2.575,3.133,0.578,0.238,0.293,2.309,2.029,1.803,1.486
0.051,0.114,0.176,0.039,0.038,0.04,0.037,0.434,0.212,0.148,2.422,2.96,0.531,0.221,0.271,1.965,1.946,0.651,0.776
0.159,0.123,0.178,0.041,0.038,0.042,0.037,0.439,0.21,0.149,2.651,2.972,0.532,0.225,0.273,1.959,1.868,0.677,1.095
0.052,0.116,0.179,0.046,0.043,0.047,0.039,0.433,0.211,0.147,2.574,3.006,0.539,0.222,0.311,2.03,1.991,0.695,0.916
0.053,0.118,0.177,0.042,0.035,0.04,0.038,0.442,0.209,0.139,2.644,3.116,0.536,0.226,0.276,1.998,1.936,0.661,0.844
0.05,0.113,0.176,0.044,0.037,0.042,0.038,0.443,0.21,0.16,2.567,3.121,0.531,0.22,0.273,2.018,1.904,0.617,0.773
0.05,0.116,0.178,0.04,0.036,0.039,0.045,0.487,0.22,0.142,2.495,3.01,0.596,0.242,0.272,2.049,1.96,0.694,0.824
0.056,0.115,0.177,0.042,0.042,0.046,0.042,0.443,0.209,0.149,2.673,3.095,0.528,0.222,0.271,2.064,1.954,1.507,0.832
0.052,0.118,0.181,0.042,0.038,0.041,0.037,0.477,0.219,0.146,2.785,3.008,0.538,0.23,0.27,2.143,1.881,0.656,0.713
0.052,0.119,0.175,0.039,0.036,0.037,0.036,0.441,0.212,0.148,2.579,3.004,0.531,0.237,0.312,2.038,1.871,0.691,0.825
0.05,0.139,0.177,0.042,0.042,0.04,0.049,0.437,0.21,0.146,2.412,3.018,0.522,0.229,0.276,1.986,1.882,0.65,0.758
0.053,0.121,0.194,0.041,0.041,0.043,0.041,0.421,0.246,0.14,2.368,3.013,0.539,0.233,0.274,2.013,1.851,0.657,0.763
0.051,0.127,0.192,0.044,0.041,0.041,0.037,0.433,0.206,0.143,2.528,3.526,0.562,0.25,0.276,2.033,2.468,0.7,0.795
0.05,0.114,0.174,0.04,0.039,0.044,0.038,0.437,0.207,0.145,2.784,2.999,0.556,0.223,0.273,2.015,1.878,0.679,0.772
0.052,0.119,0.22,0.043,0.041,0.038,0.035,0.44,0.211,0.149,2.503,3.01,0.575,0.278,0.276,2.02,1.836,0.68,0.744
0.051,0.115,0.178,0.043,0.035,0.041,0.037,0.485,0.216,0.146,2.626,3.008,0.535,0.225,0.275,2.042,1.855,0.707,0.802
0.053,0.116,0.176,0.041,0.036,0.038,0.034,0.435,0.211,0.145,2.903,2.994,0.532,0.222,5.964,2.045,1.93,0.65,0.761
0.054,0.12,0.178,0.041,0.042,0.044,0.04,0.449,0.21,0.154,2.62,5.137,0.535,0.247,0.275,2.088,1.98,0.657,0.899
0.052,0.114,0.176,0.043,0.04,0.041,0.042,0.441,0.212,0.151,2.492,2.985,0.535,0.219,0.274,2.842,1.958,0.662,0.705
0.051,0.117,0.175,0.042,0.04,0.041,0.035,0.464,0.206,0.145,2.551,3.119,0.538,0.224,0.28,2.044,1.911,0.656,0.816
0.054,0.115,0.178,0.039,0.038,0.04,0.041,0.431,0.207,0.15,2.45,3.037,0.572,0.252,0.294,3.56,1.969,0.64,1.961
0.053,0.114,0.174,0.039,0.037,0.038,0.038,0.449,0.211,0.142,3.082,3.08,0.603,0.245,0.277,2.071,0.677,0.621,2.088
0.053,0.117,0.177,0.041,0.041,0.042,0.044,0.442,0.208,0.15,2.585,3.058,0.538,0.261,0.294,2.064,1.965,0.622,0.968
0.051,0.12,0.175,0.041,0.039,0.042,0.037,0.432,0.206,0.141,2.477,3.056,0.535,0.225,0.29,2.025,1.818,0.695,0.787
0.051,0.12,0.174,0.041,0.038,0.041,0.04,0.433,0.214,0.148,2.572,3.063,0.531,0.221,0.279,1.971,1.856,0.685,0.839
0.054,0.115,0.179,0.041,0.038,0.039,0.036,0.431,0.206,0.14,2.732,3.062,0.562,0.222,0.275,1.969,2.154,0.66,2.229
0.051,0.117,0.174,0.045,0.047,0.049,0.048,0.444,0.206,0.146,2.565,3.591,0.567,0.218,0.271,2.013,1.901,0.729,0.792
0.069,0.118,0.18,0.041,0.041,0.041,0.039,0.432,0.211,1.861,2.409,3.149,0.528,0.222,0.269,2.125,1.967,0.729,0.785
0.054,0.122,0.18,0.041,0.038,0.04,0.037,0.875,0.211,0.153,3.231,4.582,0.532,0.239,0.277,2.077,1.954,0.665,1.068
0.05,0.146,0.189,0.043,0.036,0.041,0.037,0.438,0.207,0.144,2.778,2.997,0.525,0.218,0.27,1.995,1.836,0.729,0.829
