native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
3.197,3.946,2.408,0.58,0.508,0.532,26.182,24.375,4.932,6.263,5.225,47.446,17.173,14.801,11.952
2.703,2.982,2.624,0.986,2.096,0.73,26.819,22.467,9.798,6.053,6.358,46.453,17.244,15.84,12.205
2.81,2.434,2.181,0.52,0.438,0.42,30.579,23.244,5.619,6.864,3.396,47.819,22.001,15.506,12.712
2.864,2.304,1.848,0.627,0.682,0.533,26.486,21.112,5.511,7.463,6.24,47.845,17.974,14.128,12.799
2.357,2.195,1.81,0.436,0.422,0.409,27.403,20.68,7.037,5.289,3.471,51.05,17.299,13.386,12.515
2.969,3.606,2.658,0.564,0.512,0.484,26.069,24.142,4.863,5.868,3.339,47.739,17.791,13.457,13.23
3.061,2.18,2.522,0.528,0.528,0.493,27.662,21.011,6.146,6.331,5.236,50.718,17.369,13.799,12.848
2.339,4.537,2.294,0.435,0.46,0.425,27.265,21.361,7.107,6.62,4.617,53.163,18.758,14.982,12.63
2.287,3.576,2.622,0.528,0.713,0.513,25.81,21.327,6.118,7.012,3.491,47.585,16.541,13.991,12.822
2.479,2.741,2.356,0.53,2.977,0.547,30.15,21.954,6.982,5.947,5.183,47.269,17.345,14.573,12.821
2.396,2.334,1.895,0.584,0.541,0.542,28.184,20.525,4.912,6.425,4.079,47.932,18.656,13.489,12.234
2.497,2.823,2.384,0.437,0.454,0.418,32.174,21.766,6.16,6.234,3.416,51.119,18.07,13.449,12.728
2.921,2.167,2.26,0.584,0.547,0.516,25.919,23.166,5.828,6.782,4.429,46.72,18.022,13.984,12.243
5.302,2.699,2.23,0.541,0.657,0.664,29.669,21.103,5.557,6.428,3.615,47.699,16.289,13.659,12.697
2.63,3.902,2.265,0.894,0.866,0.669,30.747,22.41,4.338,5.984,5.304,48.188,16.959,13.808,12.658
2.998,2.192,2.357,0.444,0.531,0.426,26.802,22.006,4.966,6.153,3.894,50.982,18.098,13.715,12.255
2.731,4.211,2.355,0.52,0.532,0.833,25.996,21.855,8.021,5.491,3.522,46.335,17.168,13.45,13.351
2.298,3.46,1.512,0.516,0.503,0.498,30.562,27.23,6.081,6.111,4.057,47.985,17.088,15.313,11.877
2.679,4.215,1.963,0.456,0.575,0.415,25.601,21.464,6.209,5.605,3.525,47.981,17.103,14.658,13.26
2.36,3.819,2.06,0.542,0.45,0.411,26.283,20.614,5.494,6.188,4.876,48.214,17.486,14.039,12.288
2.625,2.633,2.395,0.455,0.431,0.436,25.432,23.977,5.379,6.141,3.346,47.505,16.827,13.846,12.226
2.411,3.889,1.673,0.427,0.431,2.618,26.765,23.495,5.376,12.484,5.246,45.395,17.727,13.672,12.563
2.466,3.816,2.119,0.525,0.523,0.611,29.206,22.364,6.934,6.514,5.923,46.517,18.254,14.023,14.557
2.908,3.706,3.231,0.52,0.5,0.544,32.082,20.747,5.293,6.575,3.884,48.862,17.652,14.359,13.335
