native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.081,0.096,0.101,0.059,0.049,0.049,0.674,0.352,0.296,0.129,0.15,2.191,0.243,0.433,0.369
0.085,0.093,0.102,0.055,0.046,0.055,1.179,0.464,0.303,0.133,0.148,1.077,0.22,0.199,0.186
0.084,0.09,0.115,0.057,0.049,0.046,0.593,0.31,0.498,0.134,0.162,1.597,0.196,0.182,0.18
0.084,0.094,0.191,0.121,0.056,0.056,0.688,0.45,0.353,0.131,0.157,1.523,0.33,0.307,0.298
0.09,0.096,0.112,0.058,0.062,0.066,0.873,0.309,0.326,0.127,0.147,0.911,0.221,0.466,0.237
0.086,0.096,0.105,0.063,0.072,0.082,0.93,0.365,0.318,0.134,0.153,0.883,0.21,0.214,0.199
0.083,0.169,0.1,0.074,0.069,0.067,0.588,0.325,0.389,0.146,0.151,2.163,0.195,0.206,0.182
0.093,0.108,0.116,0.058,0.05,0.049,0.714,0.514,0.328,0.13,0.368,0.706,0.236,0.203,0.303
0.083,0.095,0.104,0.056,0.047,0.048,0.619,0.426,0.308,0.164,0.153,1.496,0.61,0.228,0.299
0.08,0.096,0.105,0.064,0.05,0.05,3.223,0.485,0.317,0.13,0.151,1.628,0.193,0.18,0.233
0.082,0.102,0.116,0.114,0.056,0.052,0.796,0.328,0.337,0.135,0.15,0.966,0.488,0.335,0.271
0.09,0.092,0.116,0.057,0.048,0.091,0.669,0.422,0.308,0.127,0.148,2.712,0.421,0.182,0.186
0.085,0.095,0.133,0.068,0.062,0.056,0.604,0.359,0.468,0.127,0.149,0.866,0.195,0.185,0.192
0.083,0.099,0.114,0.061,0.058,0.054,2.488,0.598,0.46,0.129,0.159,2.879,0.312,0.223,0.222
0.081,0.1,0.099,0.065,0.055,0.054,0.773,0.315,0.314,0.415,0.191,1.551,0.21,0.305,0.181
0.081,0.094,0.099,0.068,0.053,0.049,0.544,0.653,0.325,0.127,0.147,1.026,0.464,0.19,0.166
0.087,0.093,0.104,0.061,0.049,0.058,0.585,0.314,0.316,0.126,0.149,1.628,0.203,0.216,0.229
0.088,0.088,0.11,0.054,0.045,0.046,0.761,0.459,0.419,0.133,0.161,1.795,0.212,0.349,0.185
0.094,0.094,0.109,0.061,0.047,0.047,0.933,0.314,0.329,0.127,0.158,1.004,0.234,0.204,0.28
0.082,0.097,0.1,0.058,0.047,0.047,0.901,0.352,0.715,0.128,0.151,1.434,0.291,0.218,0.18
0.136,0.095,0.11,0.061,0.048,0.052,0.567,0.31,0.336,0.137,0.157,1.976,0.191,0.187,0.183
0.082,0.097,0.113,0.06,0.047,0.049,0.6,0.457,0.507,0.153,0.151,1.499,0.322,0.192,0.189
0.083,0.095,0.115,0.079,0.054,0.055,0.82,0.481,0.381,0.184,0.16,1.668,0.206,0.253,0.477
0.09,0.093,0.107,0.057,0.047,0.045,0.587,0.316,0.316,0.134,0.226,3.034,0.192,0.166,0.172
0.086,0.096,0.102,0.158,0.088,0.052,0.596,0.31,0.315,0.144,0.151,2.412,0.197,0.383,0.179
0.085,0.109,0.112,0.057,0.048,0.048,0.674,0.508,0.354,0.136,0.16,0.714,0.242,0.286,0.176
0.081,0.095,0.117,0.058,0.051,0.05,0.598,0.33,0.507,0.133,0.154,1.795,0.205,0.257,0.377
0.079,0.092,0.101,0.064,0.072,0.049,0.669,0.955,0.424,0.125,1.037,2.712,0.282,0.184,0.217
0.09,0.093,0.107,0.056,0.046,0.081,0.743,0.332,0.324,0.131,0.152,1.013,0.22,0.253,0.184
0.08,0.137,0.114,0.057,0.056,0.054,0.604,0.328,0.372,0.153,0.15,1.681,0.207,0.186,0.389
0.106,0.093,0.114,0.056,0.044,0.054,0.786,0.316,0.33,0.126,0.149,1.723,0.205,0.387,0.296
0.08,0.088,0.122,0.058,0.047,0.044,0.668,0.311,0.343,0.144,0.25,1.612,0.296,0.2,0.206
0.087,0.089,0.13,0.083,0.152,0.119,1.252,0.39,0.425,0.134,0.155,0.896,0.224,0.322,0.192
0.078,0.093,0.121,0.059,0.047,0.046,0.642,0.308,0.349,0.134,0.149,4.296,0.296,0.283,0.211
0.083,0.1,0.104,0.06,0.099,0.055,0.915,0.42,0.306,0.125,0.148,1.11,0.189,0.354,0.315
0.087,0.093,0.231,0.059,0.047,0.043,0.828,0.309,0.4,0.13,0.161,0.911,0.343,0.209,0.214
0.082,0.148,0.121,0.057,0.061,0.066,0.86,0.526,0.311,0.128,0.147,1.345,0.212,0.186,0.189
0.109,0.166,0.126,0.071,0.054,0.063,0.738,0.391,0.607,0.342,0.283,2.291,0.349,0.363,0.41
0.082,0.096,0.111,0.055,0.046,0.049,0.45,0.459,0.385,0.129,0.171,0.826,0.191,0.167,0.363
0.079,0.09,0.115,0.062,0.048,0.046,0.551,0.448,0.302,0.124,0.165,2.768,0.197,0.179,0.502
0.17,0.091,0.214,0.057,0.051,0.051,0.431,0.398,0.297,0.126,0.146,0.96,0.192,0.169,0.413
0.152,0.091,0.103,0.06,0.048,0.048,0.537,0.326,0.327,0.124,0.154,1.669,0.211,0.194,0.219
0.081,0.094,0.102,0.059,0.045,0.047,0.68,0.911,0.442,0.138,0.15,0.89,0.259,0.168,0.225
0.078,0.093,0.113,0.056,0.046,0.047,0.819,0.31,0.301,0.124,0.148,2.908,0.189,0.172,0.176
0.081,0.151,0.109,0.059,0.044,0.076,0.984,0.41,0.313,0.126,0.146,1.64,0.205,0.18,0.177
0.088,0.096,0.167,0.055,0.057,0.054,0.838,0.632,0.343,0.153,0.146,0.859,0.249,0.25,0.227
0.086,0.095,0.152,0.067,0.047,0.05,0.662,0.433,0.409,0.205,0.151,0.912,0.218,0.193,0.266
0.142,0.091,0.101,0.064,0.046,0.048,0.718,0.309,0.305,0.124,0.147,2.378,0.217,0.187,0.19
0.101,0.095,0.1,0.061,0.06,0.049,0.617,0.367,0.313,0.131,0.148,1.949,0.207,0.214,0.197
0.086,0.089,0.105,0.06,0.047,0.047,0.809,0.309,0.307,0.128,0.147,3.113,0.235,0.194,0.209
0.088,0.094,0.109,0.055,0.045,0.051,0.854,0.63,0.383,0.138,0.155,1.597,0.586,0.189,0.289
0.094,0.097,0.101,0.057,0.045,0.047,0.615,0.317,0.307,0.126,0.165,1.627,0.225,0.178,0.184
0.081,0.092,0.103,0.058,0.045,0.049,0.667,0.387,0.335,0.13,0.154,0.914,0.467,0.413,0.213
0.082,0.092,0.112,0.097,0.055,0.065,0.771,0.308,0.311,0.146,0.155,1.393,0.201,0.192,0.182
0.079,0.091,0.107,0.061,0.048,0.049,0.632,0.415,0.295,0.131,0.173,1.078,0.326,0.194,0.283
0.089,0.092,0.114,0.056,0.046,0.046,1.24,0.309,1.079,0.134,0.163,1.692,0.249,0.241,0.257
0.08,0.096,0.258,6.69,0.049,0.051,1.003,0.308,0.31,0.128,0.149,1.916,0.215,0.199,0.193
0.08,0.093,0.106,0.061,0.095,0.05,0.691,0.312,0.307,0.126,0.152,0.789,0.211,0.19,0.251
0.08,0.226,0.101,0.058,0.052,0.051,0.779,0.397,0.32,0.13,0.148,0.986,0.319,0.249,0.277
0.18,0.09,0.111,0.064,0.049,0.055,1.033,0.432,0.345,0.208,0.259,1.755,0.206,0.183,0.18
0.097,0.098,0.225,0.057,0.063,0.051,0.587,0.311,0.358,0.127,0.147,2.848,0.211,0.179,0.177
0.082,0.096,0.115,0.06,0.047,0.046,1.196,0.311,0.542,0.138,0.159,1.621,0.215,0.363,0.195
0.087,0.096,0.111,0.065,0.097,0.049,1.324,0.492,0.301,0.131,0.145,0.862,0.324,0.34,0.244
0.086,0.092,0.203,0.069,0.053,0.055,0.943,0.315,0.324,0.135,0.155,1.044,0.207,0.245,0.179
0.089,0.171,0.108,0.1,0.079,0.08,0.701,0.553,0.426,0.26,0.266,2.094,0.745,0.212,0.21
0.082,0.091,0.18,0.055,0.045,0.044,0.728,0.313,0.314,0.128,0.146,1.528,0.312,0.195,0.199
0.082,0.09,0.117,0.061,0.045,0.051,0.613,0.392,0.59,0.133,0.237,0.99,0.33,0.227,0.302
0.079,0.09,0.112,0.057,0.046,0.053,7.047,0.898,0.332,0.129,0.149,1.309,0.194,0.179,0.178
0.08,0.094,0.104,0.055,0.044,0.286,0.878,0.408,0.51,0.128,0.148,1.85,0.224,0.272,0.187
0.089,0.102,0.132,0.059,0.05,0.047,1.729,0.308,0.313,0.13,0.149,2.928,0.497,0.247,0.192
0.192,0.09,0.107,0.066,0.047,0.059,0.56,0.309,0.455,0.142,0.155,0.791,0.19,0.16,0.165
0.142,0.093,0.112,0.057,0.053,0.06,0.814,0.365,0.306,0.199,0.146,1.053,0.237,0.207,0.25
0.08,0.098,0.102,0.053,0.043,0.044,0.644,0.322,0.33,0.133,0.154,1.729,0.371,0.251,0.311
0.08,0.153,0.115,0.054,0.044,0.045,0.944,0.313,0.308,0.131,0.149,2.868,0.272,0.191,0.407
0.08,0.092,0.104,0.055,0.045,0.056,1.12,0.595,0.383,0.135,0.255,1.879,0.393,0.289,0.268
0.162,0.166,0.378,0.068,0.08,0.078,3.141,0.592,0.431,0.148,0.259,1.184,0.369,0.236,0.384
0.084,0.097,0.115,0.055,0.044,0.045,0.597,0.313,0.545,0.134,0.282,3.214,0.204,0.276,0.259
0.091,0.097,0.105,0.054,0.045,0.046,0.754,0.554,0.296,0.126,0.145,0.901,0.635,0.418,0.208
0.08,0.144,0.093,0.054,0.048,0.058,0.673,0.309,0.353,0.129,0.159,0.888,0.273,0.196,0.398
0.088,0.09,0.095,0.055,0.045,0.052,0.636,0.392,0.33,0.132,0.17,2.021,0.316,0.182,0.18
0.109,0.132,0.092,0.054,0.045,0.046,0.5,0.333,0.307,0.132,0.147,2.468,0.236,0.437,0.766
0.084,0.09,0.108,0.054,0.087,0.045,1.942,0.419,0.313,0.129,0.146,1.624,0.431,0.191,0.195
0.081,0.337,0.117,0.053,0.046,0.046,0.898,0.308,0.307,0.126,0.145,2.076,0.318,0.236,0.212
0.083,0.087,0.114,0.062,0.048,0.046,2.16,0.514,1.114,0.126,0.147,1.5,0.224,0.198,0.187
0.08,0.132,0.423,0.058,0.05,0.047,0.761,0.309,0.449,0.126,0.147,2.041,0.192,0.178,0.759
0.085,0.092,0.104,0.082,0.045,0.043,0.721,0.387,0.322,0.144,0.154,0.89,0.409,0.181,0.388
0.083,0.09,0.11,0.054,0.045,0.045,0.589,0.324,0.329,0.146,0.148,1.516,0.203,0.404,0.189
0.077,0.092,0.101,0.06,0.047,0.074,0.92,0.488,0.293,0.13,0.265,0.872,0.233,0.198,0.198
0.088,0.092,0.185,0.061,0.048,0.046,0.928,0.351,0.392,0.15,0.148,0.924,0.283,0.287,0.284
0.119,0.089,0.105,0.054,0.045,0.046,0.875,0.399,0.312,0.131,0.175,1.217,0.377,0.187,0.328
0.08,0.089,0.141,0.056,0.046,0.046,0.627,0.309,0.314,0.125,0.151,0.819,0.431,0.176,0.19
0.08,0.098,0.107,0.054,0.043,0.051,0.752,0.406,0.334,0.257,0.228,1.887,0.461,0.286,0.223
0.078,0.097,0.105,0.052,0.047,0.046,0.617,0.444,0.36,0.136,0.156,0.855,0.289,0.185,0.313
0.091,0.202,0.234,0.057,0.044,0.045,1.223,0.436,0.321,0.133,0.149,2.696,0.265,0.261,0.23
0.128,0.089,0.109,0.058,0.046,0.049,0.621,0.375,0.32,0.125,0.149,1.697,0.252,0.178,0.547
0.153,0.092,0.109,0.063,0.046,0.113,0.645,0.314,0.343,0.139,0.148,0.857,0.199,0.292,0.367
0.084,0.091,0.126,0.058,0.056,0.048,0.605,0.466,0.335,0.138,0.341,3.388,0.221,0.187,0.334
0.079,0.098,0.106,0.059,0.044,0.043,0.572,0.551,0.324,0.138,0.156,1.188,0.178,0.323,0.163
0.081,0.09,0.111,0.077,0.096,0.057,0.823,0.325,0.566,0.197,0.155,1.647,0.244,0.2,0.207
0.141,0.155,0.1,0.057,0.05,0.051,0.873,0.331,0.317,0.124,0.146,1.85,0.217,0.506,0.2
0.077,0.089,0.161,0.057,0.057,0.055,0.65,0.451,0.58,0.129,0.183,0.816,0.348,0.165,0.181
0.084,0.112,0.153,0.059,0.043,0.046,0.917,0.431,0.396,0.131,0.148,1.825,0.29,0.191,0.21
0.078,0.09,0.109,0.061,0.083,0.055,0.824,0.319,0.305,0.127,0.147,0.87,0.205,0.178,0.283
0.08,0.088,0.102,0.079,0.043,0.043,1.467,0.37,0.907,0.131,0.158,2.813,0.227,0.201,0.193
0.079,0.093,0.096,0.052,0.047,0.043,0.62,0.362,0.3,0.133,0.149,0.833,0.296,0.18,1.512
0.087,0.165,0.13,0.058,0.05,0.049,0.804,0.308,0.33,0.124,0.151,2.769,0.209,0.186,0.187
0.077,0.461,0.1,0.064,0.051,0.051,0.611,0.323,0.329,0.134,0.183,1.01,0.221,0.397,0.201
0.221,0.089,0.101,0.075,0.134,0.055,0.745,0.413,0.374,0.138,0.155,1.734,0.245,0.293,0.19
0.08,0.189,0.109,0.059,0.044,0.047,0.59,0.515,0.342,0.131,0.171,1.683,0.214,0.191,0.184
0.08,0.093,0.106,0.053,0.044,2.739,0.498,0.376,0.311,0.127,0.146,1.209,0.348,0.15,0.152
0.078,0.09,0.214,0.068,0.053,0.047,0.893,0.309,0.34,0.134,0.147,1.548,0.225,0.197,0.244
0.086,0.094,0.249,0.056,0.045,0.054,0.578,0.521,0.309,0.131,0.148,0.988,0.195,0.171,0.175
0.086,0.09,0.106,0.058,0.044,0.048,0.479,0.425,0.371,0.124,0.153,0.989,0.262,0.176,0.18
0.106,0.098,0.117,0.066,0.049,0.047,0.753,0.349,0.313,0.132,0.152,2.799,0.243,0.352,0.202
0.082,0.097,0.183,0.057,0.045,0.045,0.629,0.308,0.692,0.137,0.15,2.821,0.196,0.175,0.179
0.157,0.168,0.184,0.059,0.067,0.076,2.669,0.415,0.312,0.126,0.147,1.636,0.584,0.211,0.524
0.078,0.093,0.195,0.056,0.045,0.047,0.606,0.308,0.761,0.125,0.147,1.044,0.427,0.196,0.236
0.083,0.088,0.109,0.059,0.048,0.047,0.636,0.353,0.339,0.194,0.144,0.94,0.209,0.182,0.265
0.101,0.09,0.104,0.074,0.043,0.043,0.438,0.405,0.335,0.132,0.161,0.716,0.275,0.164,0.168
0.08,0.092,0.114,0.059,0.046,0.046,0.729,0.306,0.979,0.175,0.148,1.28,0.225,0.195,0.324
0.082,0.176,0.098,0.141,0.049,0.05,0.592,0.416,0.343,0.132,0.174,1.984,0.57,0.272,0.211
0.083,0.094,0.112,0.087,0.05,0.046,0.941,0.713,0.311,0.136,0.147,0.981,0.182,0.164,0.209
0.09,0.161,0.113,0.054,0.053,0.047,0.596,0.457,0.653,0.147,0.146,1.519,0.231,0.456,0.184
0.088,0.089,0.089,0.057,0.048,0.051,0.696,0.308,0.364,0.127,0.147,1.389,0.303,0.207,0.348
0.08,0.104,0.109,0.055,0.044,0.046,1.691,0.385,0.331,0.134,0.155,1.376,0.449,0.251,0.305
0.083,0.092,0.283,0.057,0.047,0.045,0.659,0.488,0.317,0.13,0.145,2.827,0.324,0.405,0.224
0.079,0.168,0.285,0.063,0.047,0.047,0.63,0.4,0.309,0.125,0.192,1.189,0.251,0.461,0.177
0.084,0.092,0.103,0.105,0.046,0.053,0.691,0.309,0.341,0.129,0.167,1.121,0.336,0.158,0.244
0.08,0.095,0.095,0.115,0.067,0.046,0.589,0.313,0.3,0.133,0.146,1.601,0.203,0.176,0.237
0.081,0.095,0.11,0.054,0.043,0.043,0.615,0.354,0.355,0.135,0.46,1.707,0.183,0.344,0.187
0.084,0.169,0.12,0.054,0.052,0.044,0.586,0.523,0.381,0.133,0.285,2.628,0.195,0.18,0.184
0.089,0.09,0.125,0.069,0.054,0.052,1.071,0.41,0.324,0.248,0.172,1.39,0.273,0.473,0.452
0.087,0.165,0.113,0.06,0.046,0.053,1.375,0.331,0.332,0.169,0.157,0.85,0.201,0.214,0.26
0.079,0.096,0.106,0.063,0.048,0.048,0.666,0.429,0.309,0.248,0.166,1.003,0.204,0.177,0.18
0.085,0.099,0.099,0.058,0.047,0.046,2.068,0.401,0.472,0.179,0.148,1.789,0.219,0.366,0.384
0.185,0.096,0.135,0.089,0.051,0.058,0.648,0.309,1.259,0.486,0.148,0.841,0.292,0.205,0.21
0.078,0.092,0.111,0.061,0.045,0.044,2.305,0.584,0.314,0.132,0.156,1.614,0.225,0.194,0.197
0.087,0.089,0.111,0.06,0.104,0.057,0.577,0.335,0.32,0.14,0.162,1.59,0.191,0.18,0.378
0.084,0.091,0.102,0.053,0.043,0.048,0.621,0.329,0.315,0.124,0.158,1.988,0.2,0.359,0.402
0.109,0.091,0.217,0.071,0.043,0.06,0.662,0.308,0.315,0.132,0.147,0.978,0.301,0.329,0.298
0.081,0.101,0.13,0.059,0.045,0.045,2.223,0.563,0.553,0.141,0.148,1.869,0.277,0.218,0.208
0.082,0.094,0.094,0.056,0.046,0.044,0.668,0.311,0.328,0.25,0.33,1.002,1.173,0.208,0.285
0.078,0.097,0.121,0.096,0.05,0.045,0.752,0.624,0.298,0.124,0.147,0.889,0.322,0.173,0.286
0.079,0.092,0.093,0.053,0.044,0.051,0.679,0.338,0.316,0.137,0.166,1.513,0.273,0.191,0.186
0.102,0.09,0.223,0.069,0.047,0.046,0.859,0.435,0.413,0.271,0.154,1.209,0.207,0.178,0.186
0.077,0.093,0.094,0.057,0.066,0.052,0.63,0.313,0.457,0.135,0.158,0.72,0.242,0.422,0.25
0.079,0.09,0.111,0.059,0.048,0.05,0.625,0.314,0.855,0.127,0.149,1.922,0.215,0.32,0.184
0.086,0.174,0.097,0.058,0.048,0.047,0.583,0.354,0.318,0.175,0.15,1.589,0.444,0.169,0.171
0.083,0.089,0.104,0.055,0.065,0.044,0.862,0.311,0.373,0.127,0.145,1.624,0.26,0.185,0.295
0.086,0.093,0.111,0.074,0.043,0.046,0.596,0.33,0.324,0.126,0.146,0.971,0.186,0.158,0.159
0.08,0.096,0.103,0.059,0.046,0.045,0.659,0.52,0.326,0.139,0.147,0.621,0.211,0.21,0.249
0.08,0.091,0.11,0.056,0.044,0.046,0.657,0.406,0.412,0.125,0.146,1.659,0.216,0.195,0.189
0.08,0.09,0.105,0.055,0.042,0.045,1.277,0.346,0.512,0.132,0.28,1.37,0.456,0.399,0.408
0.087,0.092,0.196,0.092,0.097,0.08,1.224,0.338,0.33,0.133,0.156,1.342,0.212,0.376,0.195
0.091,0.09,0.186,0.055,0.046,0.045,0.986,0.414,0.328,0.128,0.146,1.552,0.524,0.229,0.256
0.079,0.089,0.098,0.056,0.044,0.052,0.587,0.344,0.334,0.127,0.186,1.016,0.196,0.175,0.171
0.082,0.09,0.099,0.056,0.044,0.046,0.703,0.497,0.314,0.124,0.156,1.21,0.234,0.305,0.237
0.08,0.128,0.115,0.054,0.044,0.085,0.628,0.312,0.323,0.129,0.149,1.679,0.227,0.342,0.201
0.08,0.093,0.093,0.056,0.047,0.045,1.512,0.439,0.455,0.127,0.145,3.117,0.276,0.176,0.172
0.08,0.152,0.232,0.051,0.044,0.075,0.583,0.308,0.364,0.131,0.18,0.813,0.213,0.19,0.189
0.088,0.094,0.111,0.055,0.042,0.059,0.649,0.61,1.202,0.128,0.155,3.149,0.204,0.183,0.183
0.082,0.088,0.113,0.06,0.043,0.051,0.627,0.308,0.427,0.142,0.154,3.645,0.198,0.493,0.175
0.097,0.101,0.094,0.066,0.049,0.044,0.722,0.426,0.349,0.129,0.146,1.688,0.287,0.203,0.233
0.081,0.09,0.101,0.064,0.047,0.045,0.634,0.327,0.376,0.138,0.152,0.926,0.212,0.184,1.476
0.082,0.098,0.107,0.057,0.043,0.044,0.58,0.327,0.311,0.125,0.156,0.847,0.202,0.214,0.18
0.077,0.091,0.102,0.056,0.043,0.048,2.49,0.309,0.337,0.125,0.16,1.649,0.283,0.195,0.301
0.08,0.094,0.114,0.057,0.054,0.058,0.748,0.414,0.413,0.146,0.283,1.005,0.219,0.184,0.404
0.083,0.173,0.093,0.057,0.044,0.045,0.688,0.354,0.305,0.13,0.161,2.069,0.237,0.178,0.172
0.079,0.09,0.098,0.058,0.061,0.052,0.603,0.351,0.856,0.131,0.154,0.893,0.211,0.401,0.199
0.106,0.089,0.103,0.054,0.044,0.044,1.073,0.308,0.416,0.164,0.177,0.844,0.23,0.202,0.219
0.078,0.094,0.108,0.058,0.047,0.072,0.663,0.319,0.31,0.129,0.23,1,0.767,0.192,0.373
0.075,0.091,0.091,0.053,0.043,0.059,1.44,0.313,0.448,0.335,0.155,0.907,0.198,0.176,0.173
0.081,0.104,0.102,0.059,0.044,0.043,0.663,0.354,0.301,0.129,0.155,1.637,0.217,0.202,0.484
0.19,0.169,0.138,0.059,0.057,0.055,0.642,0.379,0.693,0.13,0.152,0.817,0.491,0.218,0.169
0.078,0.151,0.092,0.068,0.049,0.049,0.602,0.31,0.423,0.131,0.147,1.567,0.328,0.195,0.333
0.158,0.092,0.092,0.062,0.047,0.046,0.86,0.418,0.349,0.128,0.146,0.966,0.288,0.402,0.203
0.084,0.094,0.105,0.091,0.053,0.06,0.617,0.31,0.307,0.133,0.159,2.943,0.252,0.256,0.189
0.102,0.095,0.127,0.06,0.063,0.049,0.62,0.383,0.313,0.13,0.148,1.205,0.655,0.387,0.269
0.079,0.11,0.11,0.055,0.046,0.047,0.819,0.308,0.492,0.126,0.146,1.318,0.271,0.181,0.256
0.076,0.091,0.209,0.057,0.059,0.058,2.527,0.422,0.308,0.126,0.155,0.897,0.225,0.228,0.225
0.077,0.093,0.092,0.061,0.046,0.057,1.098,0.309,0.306,0.131,0.146,1.65,0.213,0.243,0.495
0.078,0.093,0.101,0.057,0.047,0.043,0.59,0.5,0.344,0.163,0.146,0.876,0.191,0.399,0.263
0.078,0.264,0.101,0.079,0.043,0.047,0.732,0.308,0.293,0.123,0.143,1.013,0.267,0.182,0.193
0.081,0.097,0.099,0.053,0.045,0.046,0.668,0.433,0.302,0.127,0.146,1.669,0.233,0.201,0.211
0.079,0.098,0.192,0.078,0.073,0.047,0.896,0.306,0.304,0.13,0.148,0.871,0.24,0.365,0.185
0.079,0.097,0.093,0.061,0.055,0.1,0.589,0.392,0.581,0.129,0.147,1.343,0.193,0.196,0.302
0.08,0.096,0.102,0.058,0.046,0.045,1.117,0.326,0.359,0.124,0.147,1.106,0.212,0.192,0.2
0.175,0.09,0.094,0.055,0.046,0.047,0.584,0.414,0.309,0.128,0.146,2.413,0.209,0.308,0.277
