native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.112,0.157,0.302,0.081,0.099,0.105,0.083,0.485,0.25,0.205,0.504,0.408,1.136,0.282,0.383,2.29,0.335,0.226,0.191
0.075,0.115,0.114,0.029,0.053,0.032,0.03,0.223,0.111,0.061,0.567,0.279,0.734,0.148,0.143,0.701,0.191,0.159,0.188
0.074,0.061,0.106,0.029,0.032,0.033,0.032,0.243,0.101,0.097,0.568,0.359,0.418,0.129,0.133,0.6,0.196,0.16,0.164
0.207,0.147,0.121,0.03,0.043,0.035,0.043,0.211,0.104,0.063,0.515,0.474,0.431,0.138,0.167,1.615,0.364,0.179,0.171
0.08,0.062,0.111,0.026,0.031,0.031,0.034,0.232,0.099,0.065,0.546,0.372,0.796,0.142,0.175,0.583,0.19,0.155,0.171
0.087,0.107,0.133,0.036,0.035,0.031,0.033,0.22,0.118,0.073,0.437,0.354,0.479,0.134,0.143,0.62,0.188,0.337,0.175
0.076,0.063,0.766,0.032,0.033,0.031,0.032,0.201,0.094,0.064,0.466,0.319,0.46,0.455,0.139,0.644,0.205,0.351,0.489
0.077,0.067,0.102,0.027,0.029,0.032,0.083,0.206,0.094,0.064,1.056,0.277,0.411,0.126,0.135,0.577,0.178,0.155,0.175
0.106,1.51,3.066,0.036,0.035,0.037,0.036,0.445,0.108,0.068,0.629,0.406,0.456,0.125,0.132,0.595,0.303,0.356,0.302
0.077,0.065,0.125,0.043,0.087,0.034,0.034,0.198,0.093,0.108,0.46,0.296,0.521,0.221,0.243,0.553,0.214,0.241,0.176
0.082,0.109,0.109,0.054,0.054,0.034,0.034,0.207,0.095,0.072,0.53,0.28,0.416,0.138,0.138,1.76,0.207,0.253,0.352
0.069,0.063,0.115,0.03,0.043,0.03,0.033,0.21,0.096,0.061,0.445,0.283,0.471,0.132,0.132,0.495,0.178,0.149,0.238
0.088,0.098,0.116,0.037,0.036,0.034,0.035,0.242,0.158,0.318,0.498,0.526,0.462,0.265,0.179,0.568,0.36,0.17,0.358
0.077,0.064,0.115,0.029,0.036,0.033,0.034,0.201,0.109,0.062,0.474,0.364,0.549,0.17,0.147,0.702,0.371,0.168,0.183
0.072,0.062,0.103,0.026,0.03,0.034,0.036,0.199,0.094,0.074,0.457,0.272,0.392,0.135,0.138,0.563,0.193,0.173,0.178
0.094,0.065,0.115,0.026,0.031,0.03,0.033,0.202,0.098,0.065,0.466,0.278,1.402,0.135,0.135,1.119,0.514,0.167,0.301
0.169,0.07,0.113,0.029,0.035,0.034,0.033,0.236,0.101,0.063,0.619,0.35,0.559,0.133,0.137,1.368,1.53,0.168,0.246
0.075,0.061,0.129,0.038,0.032,0.031,0.033,0.195,0.238,0.07,0.461,0.369,0.807,0.14,0.148,0.734,0.286,0.175,0.178
0.075,0.065,0.113,0.026,0.03,0.029,0.032,0.199,0.099,0.074,0.52,0.298,0.457,0.128,0.135,1.777,0.265,0.192,0.398
0.109,0.157,0.383,0.08,0.126,0.112,0.147,0.476,0.2,0.156,0.487,0.463,1.11,0.371,0.223,0.706,0.337,0.385,0.299
0.183,0.067,0.098,0.053,0.089,0.106,0.037,0.202,0.11,0.191,0.616,0.294,0.56,0.134,0.136,1.787,0.203,0.173,0.602
0.08,0.061,0.118,0.026,0.031,0.04,0.046,0.201,0.098,0.065,0.473,0.303,0.792,0.139,0.144,1.584,0.21,0.607,0.366
0.087,0.068,0.321,0.046,0.037,0.067,0.073,0.35,0.202,0.095,0.865,0.314,0.562,0.148,0.156,0.696,0.914,0.352,0.407
0.082,0.07,0.109,0.041,0.037,0.031,0.032,0.207,0.101,0.065,0.499,0.367,0.451,0.14,0.147,0.723,0.274,0.184,0.199
0.08,0.064,0.486,0.03,0.034,0.031,0.045,0.203,0.095,0.06,0.467,0.3,0.563,0.152,0.139,0.746,0.311,0.18,0.186
0.076,0.062,0.11,0.025,0.036,0.034,0.032,0.221,0.123,0.064,0.527,0.278,0.421,0.148,0.266,1.797,0.223,0.239,0.188
0.096,0.066,0.114,0.033,0.031,0.032,0.033,0.203,0.101,0.061,0.435,0.28,0.466,0.141,0.148,0.481,0.269,0.241,0.423
0.087,0.066,0.192,0.032,0.04,0.04,0.068,0.212,0.113,0.069,0.676,0.483,0.45,0.14,0.146,0.652,0.424,0.366,0.394
0.071,0.063,0.11,0.038,0.031,0.035,0.132,0.209,0.159,0.068,0.448,0.428,0.47,0.257,0.261,0.821,0.276,0.235,0.28
0.078,0.062,0.109,0.026,0.033,0.037,0.034,0.214,0.112,0.07,0.399,0.28,0.415,0.137,0.14,0.594,0.471,0.154,0.168
0.074,0.066,0.109,0.026,0.033,0.032,0.032,0.198,0.093,0.063,0.435,0.296,0.422,0.173,0.139,0.545,0.18,0.171,1.526
0.102,0.064,0.151,0.026,0.033,0.031,0.032,0.195,0.094,0.064,0.462,0.398,0.437,0.132,0.265,0.566,0.192,0.372,0.47
0.074,0.068,0.161,0.027,0.031,0.031,0.032,0.199,0.092,0.063,0.49,0.536,0.464,0.134,0.143,0.643,0.27,0.213,0.323
0.073,0.067,0.101,0.031,0.029,0.033,0.032,0.207,0.095,0.063,0.427,0.276,0.412,0.132,0.155,0.52,0.191,0.709,0.38
0.075,0.066,0.114,0.044,0.036,0.046,0.038,0.199,0.102,0.07,0.462,0.282,0.453,0.246,0.144,0.547,0.189,0.156,0.169
0.074,0.064,0.111,0.03,0.031,0.035,0.033,0.201,0.097,0.067,0.639,0.48,0.448,0.14,0.147,0.998,0.186,0.296,0.179
0.079,0.06,0.182,0.026,0.033,0.033,0.034,0.195,0.094,0.061,0.45,0.28,0.476,1.17,0.148,1.868,0.193,0.17,0.188
0.07,0.066,0.106,0.025,0.03,0.031,0.034,0.284,0.097,0.065,0.462,0.277,0.418,0.131,0.139,0.73,0.196,0.354,0.191
0.076,0.063,0.122,0.024,0.032,0.034,0.033,0.201,0.093,0.064,0.423,0.283,0.434,0.162,0.238,1.149,0.192,0.156,0.352
0.078,0.066,0.112,0.027,0.033,0.033,0.081,0.213,0.092,0.067,0.583,0.344,0.427,0.175,0.144,0.847,0.223,0.17,1.246
0.076,0.067,0.111,0.026,0.032,0.032,0.033,0.199,0.104,0.071,0.474,0.301,0.472,0.146,0.144,0.551,0.214,0.173,0.381
0.075,0.062,0.121,0.083,0.035,0.031,0.032,0.199,0.095,0.069,0.503,0.275,0.421,0.123,0.147,1.608,0.208,0.184,0.236
0.074,0.063,0.11,0.03,0.029,0.031,0.032,0.197,0.116,0.062,0.469,0.279,0.531,0.126,0.144,0.488,0.182,0.327,0.183
0.081,0.063,0.153,0.028,0.033,0.031,0.033,0.198,0.095,0.062,0.516,0.279,0.436,0.125,0.136,1.138,0.348,0.371,0.323
0.081,0.065,0.104,0.025,0.032,0.031,0.034,0.202,0.097,0.06,0.526,0.935,0.429,0.13,0.137,0.626,0.226,0.324,0.188
0.078,0.06,0.102,0.025,0.03,0.032,0.033,0.202,0.095,0.064,0.436,0.28,0.449,0.135,0.148,1.191,0.182,0.162,0.178
0.076,0.061,0.282,0.026,0.032,0.032,0.033,0.213,0.139,0.064,0.444,0.281,0.503,0.131,0.153,1.497,0.188,0.162,0.201
