native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.514,0.272,0.603,0.081,0.083,0.149,0.08,1.204,0.483,0.294,1.983,2.727,2.845,0.463,1.375,2.482,1.697,1.759,3.658
0.335,0.27,0.655,0.081,0.164,0.105,0.081,1.354,0.491,0.348,1.96,3.078,3.075,0.471,1.083,2.757,1.691,1.546,3.82
0.354,0.273,0.697,0.068,0.118,0.227,0.082,1.261,0.612,0.321,2.225,2.709,2.551,0.485,0.774,2.301,1.9,1.7,3.661
0.327,0.282,1.109,0.074,0.073,0.076,0.084,1.455,0.55,0.323,1.853,3.273,2.083,0.49,0.832,2.5,1.841,1.619,3.705
0.372,0.272,0.896,0.134,0.086,0.091,0.149,1.269,0.51,0.324,1.945,2.703,2.38,0.482,0.939,2.87,1.68,1.703,3.824
0.336,0.276,0.824,0.077,0.074,0.098,0.081,1.242,0.505,0.34,2.224,2.891,9.407,0.468,1.029,2.353,2.213,1.533,3.743
0.418,0.273,0.716,0.091,0.138,0.086,0.082,1.718,0.476,0.315,2.019,3.033,2.25,0.595,0.825,3.064,1.679,1.89,3.709
0.37,0.276,0.703,0.101,0.08,0.088,0.08,1.495,0.578,0.348,1.943,2.874,2.428,0.477,0.783,2.362,1.973,1.674,3.821
0.365,0.277,1.263,0.071,0.08,0.083,0.083,1.285,0.512,0.423,1.935,2.713,2.989,0.549,1.718,2.502,1.899,1.667,3.67
0.433,0.275,1.364,0.077,0.14,0.094,0.081,1.456,0.714,0.323,2.282,5.639,2.561,0.498,0.798,2.388,1.669,1.993,3.636
0.348,0.283,0.629,0.075,0.076,0.08,0.076,1.202,0.475,0.316,2.679,2.726,4.404,0.499,0.937,2.297,1.657,3.226,7.595
0.372,0.598,1.118,0.079,0.083,0.09,0.081,1.409,0.5,0.576,3.28,3.529,2.905,0.507,0.811,2.789,3.036,1.894,3.929
1.927,0.637,0.529,0.077,0.134,0.134,0.157,1.617,0.507,0.323,21.04,2.818,2.365,0.854,1.481,5.977,3.769,3.711,4.356
0.35,0.344,0.661,0.135,0.148,0.146,0.13,1.423,0.634,0.516,2.095,2.893,3.054,0.567,0.988,2.398,2.053,1.774,3.79
0.332,0.278,0.461,0.131,0.087,0.09,0.085,1.208,0.475,0.302,1.888,3.031,2.389,0.495,0.785,2.248,1.74,1.525,3.848
0.397,0.277,1.122,0.074,0.078,0.079,0.08,1.24,0.49,0.325,2.116,2.982,2.891,0.505,0.834,2.765,1.664,2.21,3.663
0.357,0.275,0.744,0.067,0.087,0.09,0.079,1.256,0.514,0.335,2.011,2.907,2.818,0.478,0.772,2.577,1.727,1.672,4.329
0.348,0.269,0.682,0.075,0.081,0.083,0.146,1.275,0.482,0.3,2.002,3.537,2.72,0.475,0.816,2.44,1.903,1.717,3.605
0.331,0.274,1.097,0.073,0.132,0.088,0.076,2.07,0.478,0.301,2.082,3.137,2.465,2.955,0.771,3.312,1.613,1.694,4.763
0.326,0.282,0.68,0.131,0.102,0.083,0.162,1.294,0.766,0.313,1.977,3.085,2.278,0.491,1.046,2.532,3.962,1.953,4.951
0.512,0.279,0.821,0.073,0.081,0.081,0.08,1.334,0.487,0.305,1.883,2.848,2.879,0.525,0.865,2.328,1.638,1.654,3.719
0.384,0.287,0.638,0.078,0.076,0.081,0.075,1.473,0.478,0.335,3.731,4.295,2.553,0.468,0.912,2.323,1.802,1.637,3.97
0.447,0.327,0.671,0.078,0.076,0.082,0.079,1.289,0.608,0.319,2.046,2.644,2.336,0.541,0.774,2.322,2.016,1.732,3.722
0.334,0.272,0.938,0.072,0.193,0.088,0.088,1.325,0.481,0.322,2.466,2.679,3.153,0.51,0.766,2.473,1.648,1.909,3.646
0.479,0.442,1.173,0.073,0.138,0.089,0.077,1.367,1.013,0.581,2.173,2.865,2.604,0.463,0.815,2.353,3.004,1.518,3.651
1.501,0.276,0.903,0.123,0.077,0.087,0.083,1.284,0.465,0.309,2.216,5.364,2.731,0.497,1.01,2.712,2.389,1.685,4.418
1.201,0.271,0.941,0.086,0.079,0.087,0.079,1.739,0.481,0.325,4.076,2.997,3.026,0.51,0.768,2.681,2.021,1.846,4.046
0.325,0.328,0.568,0.079,0.076,0.079,0.097,1.522,0.481,0.326,1.972,2.786,2.227,0.895,1.04,2.441,1.777,1.698,6.022
0.348,0.722,0.741,0.164,0.083,0.08,0.136,8.962,2.201,0.771,5.803,5.726,4.137,16.311,0.836,7.036,3.482,2.944,4.774
0.37,0.277,0.844,0.126,0.077,0.082,0.078,1.216,0.497,0.314,1.834,2.926,3.127,0.499,5.809,2.712,1.734,1.569,3.782
0.335,0.291,0.964,0.075,0.087,0.082,0.084,1.381,0.823,0.479,2.076,3.143,2.316,0.466,0.811,2.537,2.379,1.489,3.938
2.072,0.276,1.105,0.075,0.156,0.098,0.079,1.454,0.485,0.304,2.014,2.994,4.837,0.486,1.025,2.38,2.815,2.049,3.787
0.329,0.291,0.772,0.075,0.08,0.082,0.084,1.287,0.486,0.321,3.268,2.976,2.673,0.492,0.78,2.489,1.763,1.518,3.668
1.406,0.261,0.756,0.071,0.08,0.08,0.089,1.2,0.497,0.328,1.947,2.983,4.807,0.496,0.774,2.384,1.67,1.574,3.743
0.342,0.27,0.675,0.078,0.081,0.079,0.108,1.291,0.734,0.32,2.407,2.862,4.599,0.498,0.899,3.963,1.616,1.598,5.542
0.352,0.271,0.803,0.075,0.081,0.084,0.077,1.467,0.474,1.619,2.365,3.583,3.584,0.48,0.96,2.423,3.135,2.137,3.767
0.564,0.272,0.756,0.229,0.083,0.088,0.141,1.539,0.513,0.324,1.853,3.137,2.142,0.495,0.975,2.915,1.685,1.531,3.909
0.322,0.276,0.711,0.07,0.088,0.08,0.081,1.344,0.487,0.306,2.11,2.956,2.337,0.545,1.327,2.359,2.062,1.932,4.121
0.338,0.273,0.725,0.076,0.073,0.084,0.076,1.65,0.482,0.374,2.348,3.048,3.013,0.464,1.181,2.368,1.684,2.052,4.116
0.354,0.272,0.632,0.07,0.088,0.099,0.08,1.284,0.542,0.312,2.022,2.891,2.22,0.484,0.769,2.513,1.68,2.035,4.178
0.334,0.276,0.673,0.079,0.084,0.087,0.124,1.264,0.489,0.331,2.42,3.291,3.517,0.488,0.931,2.319,2.164,1.83,3.539
0.332,0.264,0.572,0.072,0.078,0.089,0.076,1.22,0.507,0.33,2.022,2.873,2.484,0.471,1.309,2.375,1.715,1.749,3.88
0.329,0.278,0.845,0.079,0.078,0.084,0.082,1.336,0.512,0.328,2.12,2.859,2.72,0.46,0.777,2.505,1.729,1.582,3.746
0.329,0.285,0.711,0.069,0.079,0.083,0.075,1.485,0.546,0.38,1.997,2.703,2.708,0.487,0.911,2.49,1.861,1.419,3.756
0.426,0.271,1.021,0.073,0.081,0.098,0.079,1.271,0.512,0.321,2.025,3.007,2.197,0.947,0.849,2.539,1.669,1.757,3.739
1.554,0.272,0.735,0.077,0.075,0.08,0.098,1.205,0.476,0.303,2.173,2.807,2.831,0.64,0.774,2.438,1.78,1.785,3.709
0.412,0.345,1.027,0.074,0.086,0.092,0.087,1.515,0.508,0.32,1.855,2.875,4.285,0.487,0.771,2.445,1.666,1.903,6.685
0.419,0.273,0.575,0.077,0.077,0.079,0.08,1.245,0.505,0.322,1.852,2.857,2.598,0.506,0.772,2.301,1.67,1.564,3.907
0.333,0.274,0.632,0.076,0.077,0.08,0.085,1.466,0.554,0.327,2.1,2.776,6.602,0.819,0.82,2.445,1.67,1.755,4.102
0.329,0.276,0.964,0.073,0.078,0.119,0.075,1.335,0.488,0.309,2.042,3.417,2.466,0.482,0.892,2.518,2.153,1.713,4.254
0.338,0.277,0.671,0.078,0.075,0.078,0.081,1.267,0.614,0.325,1.965,4.31,3.275,0.474,0.777,2.343,2,1.509,3.971
0.348,0.272,0.613,0.073,0.079,0.079,0.081,1.237,0.556,0.315,1.966,2.815,2.963,0.49,0.772,2.507,1.706,1.744,3.717
0.33,0.277,0.58,0.119,0.08,0.091,0.086,3.655,0.484,0.314,1.866,2.992,2.065,0.586,2.83,2.289,1.643,2.129,4.069
0.329,0.275,1.181,0.073,0.14,0.085,0.077,1.604,0.515,0.508,2.104,2.927,2.788,0.561,0.782,2.776,1.828,1.684,3.968
0.322,0.304,1.634,0.129,0.134,0.084,0.081,2.277,0.5,0.34,2.279,2.915,2.792,0.463,0.815,2.345,2.978,2.109,3.728
1.178,0.278,0.64,0.078,0.083,0.086,0.09,1.319,0.56,0.519,2.041,4.479,4.655,0.735,0.866,2.414,1.926,1.796,3.602
0.774,0.276,1.021,0.076,0.077,0.103,0.077,1.219,0.474,0.368,1.908,2.959,2.852,0.707,0.814,2.786,1.665,1.758,4.421
0.332,0.482,1.009,0.069,0.081,0.084,0.079,1.237,0.714,0.329,3.455,2.783,3.513,0.492,0.786,3.039,1.816,1.68,4.495
0.342,0.48,0.589,0.069,0.078,0.078,0.085,1.261,0.481,0.308,1.963,2.836,2.598,0.499,0.785,2.521,1.719,1.656,5.288
0.325,0.282,0.697,0.074,0.142,0.088,0.077,1.22,0.563,0.332,2.099,3.209,1.942,0.539,0.773,2.489,1.709,1.659,3.821
0.333,0.275,0.656,0.077,0.154,0.09,0.082,1.233,0.472,0.307,2.131,2.767,3.462,0.463,0.772,2.755,1.829,1.733,3.769
0.333,0.274,1.551,0.081,0.084,0.083,0.082,1.199,0.492,0.32,2.938,2.741,3.417,0.814,0.776,2.413,1.694,1.654,3.728
0.328,0.273,0.605,0.073,0.078,0.336,0.081,1.234,0.642,0.335,2.071,2.772,2.276,0.493,0.774,2.42,1.768,1.726,3.715
0.375,0.271,0.588,0.07,0.08,0.085,0.077,1.224,0.49,0.309,2.257,2.953,2.625,0.51,1.122,2.961,1.729,1.906,4.075
0.54,0.274,0.657,0.09,0.079,0.078,0.075,1.407,0.563,0.365,3.682,3.133,2.098,0.658,0.774,2.405,2.492,2.156,3.816
0.336,0.585,0.781,0.078,0.14,0.089,0.082,1.416,0.566,0.324,2.096,4.799,1.97,0.559,0.819,2.74,2.517,1.635,4.048
0.591,0.457,0.806,0.069,0.084,0.081,0.083,1.668,0.483,0.298,2.267,2.996,3.767,0.488,0.902,2.449,2.583,1.701,3.703
0.419,0.283,0.463,0.069,0.083,0.138,0.083,1.22,0.711,0.378,2.047,3.097,3.506,0.564,0.77,2.481,1.686,1.605,3.501
0.353,0.272,0.859,0.069,0.086,0.086,0.094,2.325,0.528,0.337,2.101,3.077,2.496,0.462,0.814,2.383,1.687,2.21,4.01
0.353,0.283,0.856,0.075,0.072,0.082,0.083,1.232,0.627,0.387,1.968,2.715,3.776,0.759,0.773,2.369,2.428,1.791,3.645
0.429,0.272,0.603,0.073,0.079,0.093,0.094,1.531,0.528,0.344,1.888,3.148,3.109,0.5,0.817,2.327,2.217,3.289,4.04
0.339,0.278,0.584,0.106,0.075,0.078,0.085,1.63,0.58,0.311,1.907,4.481,2.197,0.496,0.772,2.9,1.863,1.721,4.872
0.438,0.275,0.587,0.124,0.135,0.093,0.09,1.191,2.912,0.585,2.271,4,10.552,0.888,2.082,2.473,2.184,1.75,5.583
0.529,0.435,1.181,0.075,0.082,0.135,0.08,1.621,0.863,2.011,2.369,3.293,4.261,2.001,5.133,3.392,4.408,3.052,6.632
0.376,0.282,0.816,0.069,0.083,0.085,0.078,1.416,0.759,0.339,2.192,4.129,3.254,0.733,0.845,3.682,5.313,1.834,6.171
0.468,0.271,0.624,0.077,0.078,0.082,0.075,1.582,0.496,0.303,2.104,2.836,5.862,0.475,5.04,2.491,1.803,1.697,4.005
0.437,0.279,0.592,0.072,0.084,0.084,0.083,1.688,0.512,0.311,1.864,2.977,2.08,0.688,2.071,2.787,1.703,1.748,3.684
0.338,0.277,0.685,0.076,0.078,0.132,0.151,1.221,0.764,0.308,1.923,3.495,2.789,0.462,0.855,2.535,1.704,1.701,3.973
0.337,0.273,0.834,0.071,0.08,0.112,0.165,1.906,0.495,0.291,1.944,2.853,2.5,0.492,0.774,2.388,1.713,1.578,3.712
0.36,0.306,0.665,0.076,0.08,0.166,0.082,1.181,0.533,0.342,2.069,3.067,2.6,0.501,0.847,2.442,1.596,1.769,3.72
0.321,0.495,0.6,0.07,0.08,0.083,0.093,1.344,0.523,0.383,2.045,2.921,2.02,0.466,0.818,2.48,1.664,1.608,4
0.545,0.282,0.717,0.131,0.097,0.102,0.088,1.489,0.765,0.317,2.482,3.08,4.119,0.565,0.816,2.433,1.868,1.966,4.755
0.539,0.276,0.73,0.073,0.075,0.092,0.152,1.228,0.532,0.329,1.959,2.986,4.604,0.488,0.771,2.333,2.325,1.633,3.89
0.324,0.274,0.896,0.073,0.087,0.085,0.151,2.13,0.477,0.313,2.237,3.261,2.103,0.491,1.618,3.231,2.245,1.71,4.859
0.373,0.471,1.637,0.078,0.08,0.085,0.083,1.552,0.527,0.301,2.263,4.878,3.008,2.696,1.362,4.844,1.643,2.052,4.708
0.475,0.477,3.447,0.1,0.133,0.082,0.082,1.212,0.474,0.323,5.187,2.872,2.294,0.587,0.821,2.723,1.912,1.521,3.667
0.338,0.278,0.472,0.076,0.099,0.097,0.077,1.219,0.498,0.325,1.841,4.222,3.276,0.481,0.802,2.546,1.645,1.785,4.299
0.512,0.277,0.631,0.069,0.087,0.089,0.08,1.325,0.473,0.331,2.014,3.077,3.371,0.467,0.772,2.323,2.576,1.881,3.629
0.328,0.269,0.637,0.072,0.078,0.151,0.085,1.771,0.752,0.528,2.205,3.418,6.636,0.487,0.92,2.539,1.741,1.612,3.612
0.33,0.482,0.77,0.129,0.082,0.086,0.075,1.946,0.486,0.322,2.316,3.111,2.131,0.56,0.774,2.945,1.655,1.558,3.739
0.423,0.496,1.018,0.068,0.074,0.079,0.147,1.192,0.504,0.316,1.886,2.768,3.362,0.466,1.034,3.041,1.736,1.766,3.716
0.334,0.277,0.701,0.072,0.081,0.081,0.081,1.459,0.728,0.473,2.985,3.042,3.924,0.487,0.958,2.452,2.894,1.547,4.515
0.405,0.272,0.685,0.08,0.146,0.082,0.079,1.434,0.514,0.318,3.167,2.929,3.543,0.805,1.203,3.3,3.621,1.591,4.43
0.418,0.317,0.777,0.148,0.081,0.081,0.078,1.202,0.496,0.325,2.09,2.788,2.648,0.53,0.774,2.513,2.103,1.687,3.722
0.426,0.278,0.891,0.11,0.083,0.084,0.084,1.404,0.516,0.313,1.847,3.016,2.389,0.521,0.987,3.63,1.696,1.728,3.746
0.35,0.312,0.835,0.073,0.086,0.138,0.076,1.414,0.475,0.309,2.398,3.517,2.193,0.488,1.142,2.828,3.323,1.882,5.478
0.438,0.289,0.708,0.078,0.078,0.097,0.079,1.228,0.471,0.354,2.022,2.742,3.918,0.47,0.814,2.524,1.714,2.677,4.329
0.393,0.274,0.722,0.098,0.079,0.085,0.08,1.222,0.48,0.335,1.978,2.668,2.48,0.462,0.818,2.524,1.742,1.655,3.741
0.373,0.275,0.799,0.074,0.083,0.093,0.091,1.878,0.507,0.328,2.138,3.07,3.571,0.469,0.772,2.316,1.643,1.958,3.653
0.447,0.319,3.131,0.075,0.155,0.093,0.151,2.117,0.506,0.343,2.144,5.901,4.772,7.546,1.139,2.436,2.941,3.332,5.582
0.338,0.272,0.598,0.069,0.078,0.084,0.138,2.216,0.477,0.354,2.347,2.868,3.159,0.971,0.857,2.894,4.35,1.773,4.725
0.341,0.269,0.825,0.097,0.135,0.09,0.09,1.787,0.481,0.326,2.333,2.901,3.633,0.665,0.817,2.476,2.559,1.904,5.327
0.324,0.351,0.642,0.075,0.099,0.087,0.136,2.016,0.574,0.364,2.432,3.302,4.1,0.991,0.778,2.335,1.847,1.767,4.934
0.334,1.419,0.949,0.07,0.079,0.079,0.082,3.104,0.482,0.325,3.173,2.843,3.269,0.515,0.946,2.462,2.126,1.735,3.839
0.374,0.276,0.662,0.081,0.078,0.094,0.083,1.552,0.476,0.326,2.006,3.006,3.193,0.512,1.271,2.36,1.632,1.851,3.816
0.32,0.27,0.611,0.078,0.081,0.083,0.141,1.335,0.48,0.303,2.06,2.86,2.204,0.49,1.128,2.392,1.682,1.625,3.83
0.345,0.278,0.518,0.07,0.078,0.086,0.08,1.634,0.48,0.317,2.114,2.958,2.573,0.468,1.112,2.659,1.999,1.874,3.723
0.372,0.261,0.818,0.069,0.082,0.103,0.144,1.205,0.526,0.44,1.98,2.748,4.523,0.725,0.774,2.881,1.835,1.637,4.07
0.331,0.571,0.503,0.077,0.078,0.149,0.082,1.279,0.483,0.305,1.846,3.161,2.187,0.494,1.203,2.659,1.994,1.521,4.139
0.34,0.273,0.929,0.082,0.08,0.129,0.076,1.226,0.482,0.535,1.935,3.277,2.339,0.467,0.818,2.767,1.678,1.578,5.091
0.443,0.269,0.859,0.073,0.078,0.088,0.121,1.577,0.688,0.338,2.5,2.602,3.976,0.594,0.782,2.363,1.693,1.529,5.587
0.545,0.323,0.777,0.077,0.082,0.136,0.077,1.414,0.516,0.327,2.422,3.537,3.057,0.941,1.514,2.593,4.636,2.244,4.007
0.352,0.274,0.613,0.077,0.081,0.137,0.13,1.692,0.922,0.324,2.599,6.973,4.949,4.074,0.857,2.668,2.099,1.583,3.886
0.428,0.29,0.908,0.074,0.072,0.077,0.083,1.276,0.479,0.328,3.267,2.597,11.719,0.49,1.563,2.707,2.272,1.633,4.179
0.331,0.275,0.651,0.07,0.08,0.08,0.076,1.344,0.697,0.322,3.06,3.66,2.579,0.49,0.833,2.501,1.733,1.54,5.137
0.426,0.272,0.897,0.077,0.079,0.097,0.138,3.155,0.498,0.325,1.912,3.658,2.412,0.72,0.808,2.889,2.752,1.655,4.201
2.031,0.27,0.892,0.076,0.137,0.396,0.147,2.792,0.561,0.313,5.499,5.191,3.41,0.596,1.217,2.558,2.54,2.741,4.942
0.339,0.34,0.777,0.074,0.077,0.086,0.087,1.447,0.481,0.303,3.4,2.88,3.457,0.575,0.85,2.444,1.77,1.626,4.736
0.328,0.272,0.878,0.135,0.079,0.084,0.102,2.281,0.483,0.307,1.884,3.55,2.911,0.535,1.448,2.41,1.589,2.136,3.764
0.421,0.278,0.652,0.073,0.08,0.081,0.081,1.447,0.509,0.314,2.099,3.091,2.183,0.484,1.132,2.885,1.744,1.623,3.484
0.392,0.274,0.734,0.127,0.085,0.093,0.085,1.336,0.476,0.331,2.044,2.816,3.219,0.495,0.815,2.46,1.729,1.795,3.776
0.334,0.277,0.749,0.074,0.103,0.129,0.121,1.223,0.686,0.32,1.972,2.725,2.468,0.465,0.814,2.332,1.936,1.725,3.933
0.421,0.275,0.833,0.076,0.138,0.083,0.102,1.327,0.482,0.329,2.025,2.864,3.044,0.469,0.777,2.328,2.014,1.7,3.524
0.336,0.486,0.805,0.073,0.079,0.153,0.15,1.243,0.541,0.322,1.906,4.28,2.363,0.468,0.943,2.29,1.651,1.698,3.619
0.348,0.283,0.463,0.133,0.08,0.078,0.082,1.243,0.526,0.347,2.083,2.877,2.521,0.491,0.771,2.337,2.172,1.649,3.521
0.342,0.299,0.689,0.068,0.083,0.081,0.084,1.273,0.489,0.347,2.061,3.629,2.553,0.464,0.789,2.363,2.021,1.634,3.771
0.318,0.278,0.717,0.075,0.12,0.081,0.145,1.284,0.48,0.322,2.092,3.328,2.269,0.494,0.772,2.36,1.794,2.36,3.63
0.44,0.262,0.72,0.074,0.078,0.081,0.08,1.334,0.482,0.313,3.153,3.469,4.389,0.492,0.87,2.475,1.733,1.599,3.7
0.327,0.278,0.606,0.093,0.074,0.081,0.135,1.286,0.484,0.326,2.089,2.734,2.865,0.463,1.338,2.428,2.042,2.086,4.023
0.333,0.279,0.479,0.073,0.081,0.146,0.085,1.292,1.065,0.32,1.911,2.767,2.199,0.466,0.843,2.518,1.631,1.66,3.679
0.364,0.266,0.782,0.077,0.078,0.103,0.076,1.502,0.535,0.332,1.784,3.459,2.633,0.467,0.77,2.454,1.639,1.647,3.381
0.325,0.274,0.643,0.072,0.136,0.083,0.137,1.467,0.497,0.311,2.012,2.978,2.181,0.666,0.81,2.299,1.72,1.593,3.672
0.362,0.3,0.985,0.08,0.095,0.079,0.087,1.308,0.488,0.312,2.053,4.193,3.524,0.487,0.817,3.252,1.677,2.614,4.058
0.46,0.275,1.099,0.074,0.084,0.099,0.088,1.876,0.573,0.373,2.147,2.936,2.65,0.476,0.805,3.095,1.89,1.837,4.237
0.321,0.284,0.449,0.079,0.076,0.085,0.08,1.715,0.901,0.322,1.917,2.955,2.166,0.467,0.778,2.489,1.734,1.966,4.026
0.328,0.28,0.469,0.227,0.205,0.088,0.085,2.51,0.559,0.394,5.347,3.027,3.469,0.769,1.904,2.862,1.765,2.44,7.1
2.325,8.487,6.654,2.228,0.09,0.303,0.083,1.963,0.723,0.339,3.348,7.584,3.09,0.468,0.809,2.855,1.812,1.63,3.824
0.367,0.355,0.7,0.149,0.16,0.26,0.333,1.621,0.682,0.648,2.462,3.087,4.424,0.572,1.144,3.362,1.727,2.23,3.836
0.331,0.271,0.846,0.072,0.083,0.092,0.089,1.418,0.508,0.327,1.998,2.869,2.755,0.486,0.795,2.538,1.801,1.796,4.513
0.323,0.273,0.775,0.093,0.157,0.09,0.089,2.509,0.509,0.332,2.097,2.746,2.551,0.491,0.784,2.579,2.478,1.666,3.705
0.442,0.289,0.728,0.068,0.078,0.078,0.085,2.752,0.746,0.325,2.779,2.904,15.349,0.943,0.836,5.083,2.879,2.301,3.925
0.391,0.257,0.596,0.075,0.079,0.084,0.081,1.47,0.556,0.555,1.876,2.924,3.312,0.462,1.244,2.327,2.066,1.643,3.666
0.354,0.493,0.653,0.14,0.085,0.11,0.145,5.472,0.577,0.345,3.373,3.338,4.147,0.801,0.909,2.798,1.729,1.607,4.026
0.97,0.302,1.286,0.072,0.078,0.078,0.076,1.318,0.809,0.324,1.868,3.846,2.278,0.643,0.772,2.915,1.965,1.519,4.127
0.341,0.483,0.792,0.119,0.127,0.091,0.153,1.857,1.143,0.397,2.276,4.041,2.399,0.485,5.158,2.493,1.839,1.563,4.371
0.338,2.825,0.779,0.074,0.839,0.092,0.084,1.953,0.476,0.312,2.056,3.003,2.528,0.513,1.287,2.814,2.106,1.917,5.163
0.341,0.505,0.995,0.13,0.146,0.083,0.075,2.597,0.567,0.384,2.288,2.888,3.072,0.467,0.819,2.438,3.154,1.793,3.72
0.328,0.39,0.607,0.072,0.146,0.095,0.109,1.428,0.486,0.305,1.923,2.908,2.703,0.467,1.189,2.491,1.674,1.917,3.734
0.337,0.349,1.116,0.077,0.082,0.083,10.345,1.285,0.569,0.384,3.158,2.616,3.848,0.463,0.95,2.736,1.861,1.746,3.749
0.359,0.273,0.636,0.088,0.083,0.09,0.078,1.409,0.487,0.318,2.054,3.787,2.082,0.616,0.844,2.406,1.8,1.607,4.119
0.325,0.28,0.717,0.068,0.125,0.083,0.078,1.74,0.483,0.318,2.088,2.887,2.423,0.49,0.96,2.352,2.031,1.589,3.658
0.34,0.521,0.65,0.075,0.08,0.083,0.083,1.191,0.478,0.305,1.94,3.183,2.63,3.139,0.813,2.995,2.416,1.663,3.592
0.339,0.281,0.643,0.072,0.088,0.083,0.081,2.586,0.51,0.448,4.583,3.167,3.221,0.464,0.893,2.594,1.99,1.81,5.917
0.552,0.449,0.78,0.077,0.086,0.086,0.077,1.207,0.491,0.294,2.506,5.372,2.942,0.481,0.772,2.477,2.072,2.079,3.801
0.462,0.759,1.825,0.168,0.089,0.12,0.085,1.488,0.58,0.397,3.762,2.995,3.46,0.623,1.388,2.32,2.578,1.697,3.775
0.334,0.27,0.822,0.069,0.081,0.08,0.077,1.225,0.52,0.306,1.996,4.946,5.112,0.486,1.096,2.382,1.819,1.742,3.907
0.34,0.434,0.607,0.08,0.075,0.079,0.077,2.699,0.526,0.328,2.079,3.426,4.363,0.551,1.162,2.564,1.702,1.735,3.933
0.331,0.28,0.779,0.072,0.076,0.104,0.08,2.41,0.795,0.497,5.116,4.135,2.631,0.943,4.272,7.117,2.189,1.601,7.737
0.333,0.28,0.967,0.075,0.124,0.086,0.109,1.452,0.609,0.447,2.092,2.87,2.661,0.487,0.775,2.369,3.199,1.615,3.546
0.373,0.319,0.464,0.073,0.082,0.083,0.228,1.53,0.519,0.325,2.092,5.487,4.331,0.487,2.148,2.592,1.683,1.803,5.238
0.451,0.275,0.754,0.072,0.082,0.082,0.135,1.33,0.523,0.308,1.992,2.62,1.991,0.461,0.854,2.337,2.648,1.644,7.148
0.336,0.761,0.611,0.07,0.086,0.087,0.139,3.558,0.848,0.323,2.27,3.762,3.88,0.498,0.846,3.776,2.224,2.017,4.704
0.34,0.384,0.839,0.136,0.144,0.113,0.088,2.136,0.941,0.341,3.319,2.853,3.192,0.464,0.775,2.529,1.765,1.831,7.684
