native,(arr, fn) => mergeSort(arr, fn)
0.022,0.094
0.028,0.093
0.024,0.091
0.025,0.094
0.028,0.102
0.027,0.09
0.025,0.09,0.072
0.027,0.088,0.097,0.097,0.06,0.077,0.073,0.097,0.066,0.062,0.057,0.161,0.127,0.089,0.062,0.089,0.07,0.86
0.028,0.263,0.082,0.09,0.167,0.09,0.085
0.026,0.134,0.074,0.108,0.067,0.07,0.081,0.075,0.095
0.025,0.015,0.035,0.055,0.158,0.108,0.077,0.09,0.46
0.026,0.058,0.094,0.069,0.071,0.067,0.077,0.075
0.027,0.26,0.095,0.052,0.153,0.147,0.079,0.085,0.45
0.026,0.093,0.097,0.114,0.201,0.091,0.102,0.102,0.11,0.131
0.026,0.014,0.041,0.056,0.157,0.125,0.077,0.084,0.446
0.025,0.082,0.098,0.098,0.05,0.058,0.061,0.075,0.059,0.063,0.05,0.153,0.119,0.077,0.056,0.083,0.068,0.468
0.025,0.083,0.094,0.095,0.055,0.061,0.063,0.084,0.069,0.061,0.055,0.16,0.117,0.078,0.058,0.084,0.071,0.486
0.022,0.083,0.093,0.116,0.051,0.114,0.062,0.075,0.059,0.06,0.051,0.153,0.114,0.085,0.077,0.096,0.069,0.463
0.01,0.015,0.034,0.024,0.025,0.013,0.013,0.015,0.011,0.01,0.012,0.023,0.045,0.017,0.014,0.019,0.014,0.063
0.01,0.017,0.034,0.026,0.02,0.012,0.013,0.015,0.011,0.01,0.01,0.027,0.042,0.018,0.016,0.027,0.015,0.076
0.01,0.017,0.037,0.025,0.013,0.015,0.037,0.015,0.011,0.01,0.01,0.028,0.042,0.017,0.013,0.022,0.018,0.078
0.015,0.018,0.036,0.025,0.017,0.013,0.018,0.016,0.011,0.01,0.013,0.03,0.051,0.02,0.017,0.029,0.016,0.079
0.01,0.019,0.034,0.024,0.019,0.014,0.017,0.014,0.01,0.01,0.01,0.027,0.042,0.017,0.014,0.023,0.014,0.067
