native,(arr, fn) => mergeSort(arr, fn)
0.02,0.04
0.02,0.038
0.021,0.038
0.02,0.039
0.021,0.042
0.019,0.038
0.02,0.038,0.026
0.02,0.082,0.051,0.043,0.028,0.024,0.026,0.027,0.102,0.027,0.021,0.227
0.021,0.103,0.028,0.025,0.036,0.029,0.022
0.02,0.067,0.049,0.026,0.028,0.03,0.03,0.024
0.017,0.031,0.049,0.026,0.09,0.185
0.02,0.039,0.028,0.024,0.024,0.024,0.021
0.016,0.105,0.048,0.027,0.092,0.185
0.019,0.084,0.05,0.078,0.041,0.042,0.037,0.032,0.033
0.016,0.032,0.059,0.024,0.094,0.187
0.019,0.08,0.051,0.041,0.029,0.024,0.023,0.025,0.091,0.023,0.02,0.19
0.019,0.079,0.047,0.041,0.028,0.023,0.024,0.026,0.094,0.021,0.021,0.237
0.019,0.079,0.049,0.051,0.024,0.027,0.023,0.025,0.09,0.022,0.02,0.186
0.005,0.012,0.037,0.025,0.019,0.011,0.012,0.013,0.023,0.012,0.01,0.057
0.005,0.013,0.036,0.026,0.015,0.011,0.012,0.013,0.024,0.011,0.01,0.05
0.005,0.013,0.039,0.028,0.017,0.012,0.013,0.013,0.023,0.009,0.011,0.049
0.008,0.014,0.037,0.026,0.018,0.025,0.013,0.014,0.025,0.012,0.01,0.053
0.005,0.012,0.036,0.025,0.014,0.012,0.013,0.013,0.023,0.011,0.009,0.046
