native,quick,bucket,merge,bubble,insertion,selection,counting,counting2,counting3,heap,radix,gnome,fastsort,shell,shaker,lodash
21.228,4.059,7.09,10.626,323.741,24.056,57.241,2.936,2.015,2.442,11.809,19.97,170.028,4.812,3.327,82.212,19.102
2.9,4.991,11.25,9.024,260.377,21.284,56.204,2.859,2.076,2.459,12.169,20.671,167.273,4.503,3.289,89.245,19.952
2.899,4.821,7.756,9.266,280.146,21.079,54.623,2.902,2.139,2.66,13.228,20.452,168.22,4.592,3.559,83.874,14.514
2.912,4.993,6.633,9.397,259.962,22.017,54.611,2.94,2.162,2.845,12.132,21.01,175.73,4.72,3.369,81.157,17.616
2.898,4.836,6.881,9.934,262.357,21.329,54.986,3.424,2.28,2.615,13.516,20.939,170.782,4.622,3.395,90.09,18.682
3.063,4.229,7.598,8.821,262.742,21.155,55.382,2.803,2.141,2.432,12.338,20.67,168.813,4.884,3.323,81.925,13.702
3.584,4.821,7.16,9.899,322.289,21.852,56.243,3.417,2.152,2.641,14.967,20.933,203.129,4.868,3.492,82.672,17.002
2.908,5.219,6.701,10.524,283.045,23.536,59.443,2.821,2.8,3.539,12.665,20.75,169.335,4.992,3.305,84.922,14.459
2.916,4.887,12.822,11.092,296.335,21.638,59.451,2.923,2.478,4.369,12.381,20.523,168.465,4.478,4.033,83.922,18.138
