native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.13,0.105,0.178,0.031,0.063,0.04,0.04,0.402,0.23,0.208,1.877,2.655,0.656,0.199,0.296,1.535,1.449,0.555,0.986
0.125,0.104,0.167,0.036,0.041,0.041,0.044,0.385,0.436,0.124,1.718,3.784,1.645,0.363,0.352,1.532,2.022,1.411,0.893
0.169,0.185,0.184,0.032,0.038,0.041,0.045,0.36,0.38,0.125,2.437,2.615,0.675,0.215,0.348,1.535,1.762,0.68,0.789
0.122,0.143,0.181,0.04,0.041,0.041,0.041,0.359,0.229,0.125,1.752,2.562,1.522,0.212,0.312,1.92,1.445,1.019,1.084
0.123,0.105,0.257,0.044,0.04,0.041,0.042,0.359,0.215,0.111,1.588,2.585,1.232,0.2,0.312,1.474,1.434,0.574,0.666
0.124,0.104,0.166,0.033,0.04,0.04,0.042,0.372,0.233,0.12,1.857,3.134,0.789,0.198,0.298,1.583,1.41,0.651,0.664
0.131,0.108,0.178,0.037,0.051,0.043,0.04,0.387,0.227,0.125,1.71,2.527,0.655,0.199,0.295,1.504,1.318,0.583,0.664
0.134,0.174,0.198,0.033,0.04,0.042,0.041,0.364,0.213,0.12,2.109,2.528,0.761,0.205,0.296,1.737,1.56,1.407,1.51
0.125,0.108,0.173,0.032,0.041,0.048,0.059,0.354,0.225,0.123,2.512,2.451,0.811,0.211,0.299,1.503,1.353,0.586,2.115
0.144,0.106,0.191,0.035,0.039,0.04,0.042,0.359,0.295,0.164,1.707,2.785,0.85,0.204,0.317,1.894,1.433,0.564,0.653
0.12,0.106,0.207,0.039,0.048,0.043,0.042,0.356,0.212,0.172,1.648,2.667,1.032,0.2,0.368,1.496,1.691,0.581,2.07
0.125,0.105,0.178,0.041,0.043,0.041,0.043,0.367,0.218,0.11,1.778,2.728,0.808,0.214,0.317,1.497,1.451,0.579,0.641
0.119,0.105,0.176,0.038,0.043,0.042,0.041,0.407,0.214,0.133,1.849,2.544,1.04,0.39,0.312,1.474,1.829,1.992,1.366
0.167,0.106,0.19,0.035,0.038,0.041,0.04,0.406,0.228,0.125,1.889,2.472,0.705,0.207,0.301,1.368,1.467,0.599,0.66
0.121,0.105,0.177,0.032,0.037,0.038,0.039,0.377,0.225,0.127,2.139,2.51,1.065,0.237,0.484,1.568,1.323,0.702,0.686
0.127,0.114,0.18,0.038,0.04,0.055,0.046,0.357,0.215,0.12,1.714,2.767,0.678,0.215,0.316,1.506,0.746,0.538,0.607
0.125,0.105,0.171,0.043,0.058,0.043,0.044,0.364,0.227,0.119,2.479,2.499,0.907,0.216,0.395,1.708,1.748,0.906,2.046
0.199,0.162,0.291,0.033,0.039,0.041,0.038,0.357,0.229,0.12,2.036,2.733,0.668,0.198,0.304,1.509,1.362,0.57,1.703
0.13,0.107,0.349,0.032,0.048,0.047,0.043,0.425,0.313,0.125,1.867,2.64,0.988,0.2,0.296,1.726,1.421,0.599,0.675
0.126,0.104,0.208,0.049,0.046,0.044,0.053,0.363,0.23,0.127,1.762,3.619,0.742,0.21,0.313,1.712,0.815,0.613,0.754
0.123,0.104,0.278,0.033,0.039,0.043,0.041,0.526,0.256,0.13,2.053,2.556,0.956,0.212,0.295,1.579,1.437,1.545,4.039
0.124,0.109,0.239,0.035,0.039,0.04,0.041,0.38,0.226,0.13,2.904,5.5,0.672,0.276,0.298,1.42,1.384,0.752,0.717
0.134,0.245,0.282,0.032,0.039,0.041,0.041,0.443,0.239,0.114,1.775,4.224,0.872,0.363,0.396,1.611,2.461,2.164,1.16
0.248,0.184,0.387,0.037,0.049,0.112,0.049,0.583,0.429,0.224,3.459,2.54,0.71,0.213,0.299,1.559,1.431,0.574,0.671
0.126,0.11,0.311,0.038,0.039,0.039,0.042,0.355,0.213,0.123,2.508,2.597,1.361,0.204,0.324,1.476,1.369,0.6,0.633
0.122,0.106,0.182,0.034,0.041,0.041,0.041,0.363,0.856,0.228,1.838,2.549,0.723,0.2,0.298,1.57,1.389,0.602,0.96
0.13,0.109,0.301,0.047,0.041,0.041,0.04,0.365,0.428,0.124,1.859,2.713,1.091,0.202,0.3,1.573,1.282,0.585,0.711
0.123,0.109,0.19,0.04,0.043,0.042,0.041,0.381,0.226,0.118,2.054,2.735,0.689,0.203,0.344,1.595,1.395,3.184,0.863
0.124,0.104,0.177,0.036,0.046,0.05,0.041,0.41,9.314,0.121,1.648,3.323,0.691,0.206,0.334,1.428,1.463,1.341,0.909
0.125,0.106,0.195,0.041,0.04,0.04,0.042,0.383,0.296,0.126,1.778,2.773,0.95,0.208,0.299,1.764,1.362,0.583,0.684
0.156,0.109,0.194,0.037,0.039,0.04,0.047,0.361,0.209,0.265,1.5,2.608,0.663,0.213,0.294,1.861,1.606,0.8,0.782
0.122,0.107,0.271,0.032,0.036,0.041,0.043,0.359,9.348,0.141,1.89,2.85,0.689,0.243,0.296,1.697,1.363,0.628,0.671
0.138,0.104,0.17,0.036,0.04,0.041,0.04,0.359,0.209,0.13,1.722,2.453,1.54,0.199,0.294,1.473,0.608,0.584,0.676
0.128,0.14,0.212,0.038,0.038,0.04,0.039,0.388,0.413,0.227,1.606,2.44,1.434,0.278,0.3,1.899,1.352,0.59,0.668
0.208,0.104,0.312,0.036,0.04,0.04,0.043,0.361,0.361,0.156,1.731,2.606,1.043,0.243,0.299,1.455,1.362,0.693,0.714
0.121,0.107,0.171,0.032,0.042,0.04,0.041,0.731,0.232,0.12,1.824,2.601,0.703,0.215,0.297,1.461,1.418,0.577,0.636
0.12,0.106,0.168,0.048,0.038,0.042,0.078,0.652,0.375,0.195,2.336,2.424,0.807,0.202,0.294,1.474,1.55,0.931,1.946
0.127,0.19,0.188,0.032,0.04,0.04,0.041,0.368,0.215,0.123,1.931,2.671,0.8,0.202,0.3,1.664,1.673,0.597,0.642
0.12,0.1,0.173,0.031,0.039,0.078,0.091,0.358,0.213,0.124,1.777,3.073,0.766,0.199,0.3,1.59,1.444,1.628,1.362
0.123,0.103,0.175,0.043,0.041,0.042,0.041,0.375,0.228,0.121,1.768,2.503,0.729,0.267,0.294,1.497,1.627,0.742,0.658
0.124,0.109,0.178,0.033,0.048,0.044,0.047,0.355,0.229,0.212,2.149,2.662,0.742,0.202,0.299,1.45,1.904,0.549,0.624
0.147,0.123,0.21,0.04,0.041,0.042,0.048,0.366,0.214,0.215,2.398,2.795,0.712,0.346,0.476,1.732,2.154,0.528,1.774
0.128,0.107,0.232,0.036,0.046,0.066,0.042,0.371,0.396,0.123,1.919,2.517,1.055,0.212,0.297,1.417,1.416,0.595,0.693
0.132,0.106,0.179,0.036,0.038,0.044,0.048,0.55,0.228,0.123,1.911,2.76,1.557,0.205,0.327,1.85,1.667,0.57,0.824
0.125,0.108,0.199,0.032,0.04,0.041,0.047,0.357,0.227,0.126,1.708,2.453,0.856,0.33,0.299,1.556,1.398,1.343,1.352
0.123,0.105,0.172,0.033,0.041,0.042,0.045,0.378,0.224,0.12,2.326,3.019,0.697,0.203,0.298,1.497,1.457,0.739,1.768
0.12,0.106,0.184,0.032,0.04,0.041,0.044,0.358,0.269,0.114,1.701,3.438,0.747,0.204,0.295,1.47,0.631,0.597,0.847
0.137,0.107,0.973,0.034,0.041,0.041,0.318,0.36,0.218,0.205,1.735,3.812,0.819,0.212,0.295,1.727,1.381,0.623,2.07
0.12,0.105,0.171,0.031,0.039,0.052,0.053,0.489,0.393,0.203,2.339,2.396,0.942,0.316,0.297,1.598,1.37,0.683,1.96
0.131,0.105,0.168,0.032,0.039,0.045,0.047,0.378,0.225,0.12,1.986,2.66,1.086,0.199,0.396,1.447,1.458,0.564,0.646
0.127,0.106,0.43,0.041,0.039,0.04,0.041,0.361,0.213,0.122,1.884,2.618,0.674,0.204,0.295,1.533,1.451,0.53,1.688
0.143,0.107,0.173,0.042,0.039,0.045,0.04,0.373,0.222,0.122,1.975,2.674,0.827,0.204,0.297,1.628,1.531,0.556,1.782
0.132,0.103,0.413,0.034,0.04,0.041,0.044,0.359,0.226,0.127,2.811,2.467,1.44,0.2,0.296,1.519,1.368,0.671,0.719
0.128,0.11,0.196,0.038,0.038,0.044,0.045,0.364,0.226,0.121,1.944,2.516,0.753,0.238,0.302,1.475,1.417,0.557,0.644
0.131,0.104,0.299,0.033,0.04,0.041,0.041,0.375,0.408,0.222,1.898,2.691,1.154,0.201,0.295,1.634,1.431,0.568,0.664
0.123,0.109,0.323,0.032,0.043,0.123,0.044,0.359,0.227,0.128,1.718,4.082,0.648,0.203,0.302,1.808,0.589,0.649,2.298
0.123,0.109,0.186,0.034,0.039,0.04,0.042,0.385,0.253,0.159,2.152,2.508,0.701,0.204,0.295,1.606,1.366,0.566,0.791
0.147,0.11,0.199,0.04,0.039,0.041,0.04,0.36,0.213,0.121,1.773,2.718,0.706,0.214,0.299,1.512,1.455,0.649,1.878
0.13,0.137,0.174,0.032,0.039,0.042,0.04,0.451,0.291,0.222,1.634,2.564,0.789,0.208,0.301,1.569,1.398,0.605,0.694
0.186,0.111,0.194,0.034,0.061,0.05,0.043,0.46,14.677,0.155,2.786,3.25,0.71,0.217,0.313,2.274,1.483,0.667,0.811
0.136,0.105,0.196,0.037,0.041,0.04,0.04,0.358,0.216,0.119,1.744,2.822,0.824,0.208,0.317,1.644,1.425,0.587,0.68
0.15,0.106,0.173,0.06,0.042,0.043,0.044,0.359,0.245,0.114,1.708,2.838,1.032,0.212,0.301,1.402,1.489,0.709,0.697
0.13,0.105,0.175,0.035,0.042,0.039,0.041,0.353,0.249,0.132,1.776,2.728,0.713,0.203,0.297,1.483,1.461,0.595,2.039
0.142,0.106,0.182,0.036,0.042,0.041,0.041,0.37,0.212,0.12,1.648,2.592,1.378,0.236,0.301,1.792,1.514,0.681,1.38
0.122,0.102,0.26,0.039,0.039,0.04,0.039,0.374,0.222,0.117,1.792,2.543,0.651,0.244,0.298,1.639,1.375,1.66,0.82
0.129,0.106,0.189,0.036,0.04,0.04,0.043,0.378,0.247,0.126,2.14,2.442,0.796,0.202,0.3,1.535,1.52,0.644,1.86
0.136,0.129,0.35,0.059,0.039,0.041,0.043,0.353,0.222,0.114,1.702,2.693,0.649,0.207,0.349,1.502,0.666,0.773,1.733
0.129,0.104,0.169,0.036,0.042,0.043,0.043,0.373,0.227,0.125,1.767,2.694,0.699,0.202,0.301,1.547,1.332,0.661,0.641
0.134,0.106,0.184,0.037,0.053,0.041,0.041,0.454,0.265,0.267,1.954,2.92,0.686,0.201,0.297,1.583,2.086,1.372,1.098
0.155,0.113,0.183,0.047,0.043,0.04,0.041,0.359,0.227,0.131,3.81,2.577,0.705,0.219,0.298,1.501,0.608,0.507,0.577
0.121,0.105,0.174,0.035,0.045,0.076,0.045,0.386,0.211,0.116,1.78,2.535,1.028,0.208,0.408,1.473,2.61,1.477,1.344
0.174,0.105,0.32,0.036,0.039,0.04,0.059,0.355,0.222,0.119,1.735,2.54,1.122,0.216,0.295,1.5,1.407,0.647,2.959
0.129,0.109,0.202,0.038,0.04,0.041,0.056,0.378,0.243,0.123,1.62,2.474,1.179,0.211,0.304,1.544,1.415,0.793,0.676
0.136,0.104,0.289,0.031,0.039,0.041,0.042,0.356,0.209,0.114,1.585,2.83,0.928,0.209,0.296,1.668,1.429,0.545,0.614
0.121,0.107,0.175,0.036,0.04,0.059,0.043,0.358,0.215,0.125,1.903,2.335,0.708,0.219,0.296,1.82,1.391,0.536,0.619
0.131,0.107,0.32,0.037,0.038,0.04,0.041,0.59,0.225,0.118,1.88,3.828,0.704,0.272,0.298,1.75,1.425,1.735,0.875
0.13,0.107,0.171,0.035,0.037,0.04,0.042,0.393,0.249,0.122,3.123,2.425,0.847,0.21,0.302,1.536,1.314,0.642,0.66
0.122,0.106,0.234,0.036,0.049,0.04,0.042,0.41,0.397,0.128,2.04,2.607,0.683,0.211,0.304,1.925,1.37,1.456,2.047
0.133,0.108,0.172,0.032,0.039,0.04,0.043,0.425,0.218,0.115,1.687,2.897,1.108,0.199,0.298,1.418,1.41,0.56,0.699
0.124,0.116,0.291,0.034,0.043,0.042,0.042,0.353,0.247,0.212,1.738,2.453,1.762,0.199,10.816,1.715,1.412,0.773,0.65
0.128,0.107,0.17,0.034,0.048,0.049,0.238,0.356,0.216,0.123,1.621,2.526,0.634,0.404,0.297,1.638,1.573,0.656,1.837
0.123,0.107,0.175,0.038,0.04,0.041,0.045,0.352,0.228,0.117,1.681,2.699,1.286,0.199,0.321,1.569,1.402,0.624,0.758
0.125,0.105,0.306,0.031,0.041,0.04,0.039,0.663,0.23,0.12,1.406,2.945,0.73,0.211,0.304,1.523,1.396,0.569,0.612
0.122,1.252,0.18,0.035,0.039,0.041,0.04,0.448,0.228,0.122,1.451,2.43,0.66,0.21,0.301,1.507,1.413,0.58,2.057
0.131,0.111,0.185,0.033,0.04,0.041,0.055,0.359,0.215,0.132,1.542,2.689,0.727,0.203,0.297,1.463,1.419,0.64,0.681
0.133,0.108,0.483,0.036,0.046,0.048,0.048,0.355,0.21,0.116,1.592,2.619,0.771,0.226,0.298,1.573,1.413,0.581,0.675
0.128,0.112,0.195,0.033,0.04,0.04,0.039,0.604,0.231,0.12,1.702,2.739,0.744,0.2,0.299,1.584,1.29,0.578,0.653
0.126,0.106,0.249,0.033,0.041,0.045,0.066,0.362,0.228,0.125,2.04,2.724,0.693,0.208,0.298,1.584,0.564,0.49,1.792
0.122,0.104,0.178,0.034,0.042,0.04,0.045,0.352,0.212,0.143,1.695,2.812,0.648,0.214,0.3,1.629,1.314,0.636,0.809
0.157,0.116,0.224,0.036,0.038,0.041,0.04,0.354,0.214,0.113,1.672,3.228,0.752,0.202,0.295,1.578,1.431,0.603,0.742
0.128,3.552,0.276,0.049,0.058,0.061,0.045,0.355,0.231,0.151,2.083,2.705,0.685,0.232,0.306,1.436,1.405,1.595,2.143
0.124,0.105,0.178,0.037,0.041,0.04,0.043,0.356,0.586,0.207,1.881,2.771,0.742,0.222,0.377,1.453,1.442,0.608,0.668
0.127,0.104,0.189,0.037,0.042,0.041,0.041,0.356,0.215,0.157,1.72,2.472,1.105,0.203,0.301,1.403,1.368,0.659,0.739
0.125,0.108,0.175,0.039,0.04,0.044,0.039,0.389,0.242,0.118,2.612,2.48,0.795,0.212,0.297,1.474,1.766,1.481,0.947
0.146,0.112,0.174,0.043,0.062,0.042,0.042,0.379,0.227,0.124,1.96,3.445,1.17,0.215,0.3,1.57,1.403,0.57,0.729
0.129,0.106,0.178,0.033,0.04,0.041,0.043,0.729,0.241,0.168,1.875,2.417,0.822,0.201,0.314,1.544,1.427,1.378,0.893
0.129,0.108,0.183,0.036,0.038,0.04,0.042,0.358,0.219,0.13,1.825,4.637,1.376,0.216,0.373,1.467,1.584,1.415,0.948
0.125,0.103,0.251,0.051,0.041,0.04,0.042,0.359,0.214,0.227,2.079,2.932,1.167,0.239,0.33,1.759,1.446,0.664,0.736
0.155,0.122,0.65,0.043,0.046,0.047,0.042,0.393,0.276,0.3,1.983,4.387,1.111,0.202,0.299,1.495,1.903,0.798,0.679
0.121,0.263,0.192,0.033,0.041,0.042,0.041,0.392,0.212,0.138,3.448,2.336,1.486,0.214,0.3,1.521,1.449,0.684,2.086
0.128,0.107,0.187,0.034,0.041,0.04,0.052,0.524,0.234,0.197,2.583,2.725,0.703,0.203,0.298,1.557,1.376,0.654,1.915
0.156,0.106,0.176,0.032,0.044,0.041,0.04,0.378,0.232,0.121,2.15,2.834,1.458,0.201,0.294,1.565,1.371,0.622,0.735
0.133,1.389,0.191,0.044,0.047,0.044,0.042,0.378,0.264,0.124,3.121,2.824,1.459,0.212,0.553,3.25,1.76,1.128,3.081
0.126,0.106,0.214,0.033,0.047,0.041,0.045,0.492,0.23,0.122,1.551,2.551,0.771,0.2,0.354,1.527,1.468,0.557,1.768
0.134,0.205,0.434,0.035,0.081,0.043,0.042,0.388,0.212,0.116,1.555,3.146,1.06,0.203,0.568,1.509,1.423,0.666,0.868
