native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.14,0.154,0.198,0.069,0.068,0.066,4.015,4.248,0.603,0.226,0.622,2.978,2.817,2.031,1.678
0.243,0.163,0.21,0.069,0.06,0.058,3.538,4.362,0.821,0.218,0.315,3.09,1.632,3.863,0.961
0.142,0.228,0.203,0.068,0.063,0.067,3.332,4.965,0.637,0.249,0.5,3.251,2.867,0.913,1.035
0.14,0.176,0.281,0.072,0.197,0.065,3.336,4.696,0.565,0.216,0.338,2.649,1.08,0.89,0.927
0.145,0.156,0.208,0.07,0.063,0.067,4.204,4.259,1.098,0.207,0.356,3.883,3.074,1.081,1.931
0.161,0.168,0.207,0.07,0.07,0.068,3.778,4.332,0.594,0.321,0.318,2.851,2.592,1.975,1.586
0.138,0.158,0.358,0.072,0.062,0.06,3.809,5.033,1.15,0.226,0.317,2.842,3.143,1.441,0.938
0.136,0.159,0.557,0.078,0.06,0.076,3.509,4.339,0.663,0.205,0.32,3.15,1.094,2.251,1.735
0.141,0.164,0.236,0.07,0.064,0.061,3.562,5.54,0.526,0.218,0.315,3.22,3.005,1.592,0.278
0.139,0.154,0.214,0.073,0.1,0.079,4.64,4.332,0.566,0.299,0.354,2.809,2.851,1.609,0.962
0.131,0.337,0.234,0.07,0.075,0.084,6.026,6.999,1.373,0.383,0.341,3.191,4.272,3.235,4.176
0.153,0.338,0.223,0.081,0.072,0.087,8.186,4.533,0.856,0.219,0.315,2.944,3.007,2.443,1.143
0.137,0.156,0.336,0.07,0.065,0.062,4.018,4.316,1.164,0.21,0.333,2.847,2.789,0.868,1.538
0.14,0.16,0.221,0.083,0.079,0.087,3.151,4.456,0.63,0.206,0.318,3.046,2.655,0.822,1.581
0.14,0.16,0.355,0.07,0.113,0.086,3.314,4.372,0.546,0.213,0.317,2.861,2.97,0.873,0.988
0.134,0.157,0.319,0.118,0.079,0.062,3.476,4.217,0.957,0.209,1.224,2.868,2.616,1.695,3.388
0.142,0.172,0.207,0.073,0.065,0.068,3.346,5.509,0.595,0.211,0.336,3.061,2.635,1.651,1.874
0.135,0.163,0.209,0.07,0.062,0.063,3.668,4.389,1.466,0.21,0.319,2.931,2.675,2.038,0.95
0.143,0.151,0.217,0.073,0.076,0.066,4.161,4.177,0.678,0.353,0.398,3.184,2.666,1.272,0.998
0.149,0.157,0.211,0.07,0.06,0.059,3.851,4.499,0.692,0.232,0.324,3.148,2.607,1.232,0.928
0.14,0.159,0.333,0.069,0.076,0.083,4.715,4.691,0.563,0.205,0.319,2.868,1.155,1.103,1.124
0.142,0.176,0.2,0.07,0.096,0.062,3.837,6.217,0.902,0.226,0.314,3.073,2.818,2.244,1.063
0.259,0.159,0.377,0.069,0.066,0.097,3.641,5.396,0.618,0.228,0.316,2.822,2.583,1.552,0.901
0.135,0.157,0.325,0.068,0.064,0.118,3.447,4.559,0.609,0.204,0.318,3.132,2.664,2.498,1.058
0.137,0.156,0.208,0.081,0.068,0.094,3.681,4.167,0.723,0.206,0.35,2.881,2.587,1.69,2.687
0.329,0.315,0.279,0.077,0.082,0.069,3.526,4.272,0.78,0.206,0.395,2.978,2.681,1.378,1.047
0.138,0.161,0.197,0.076,0.066,0.063,3.542,4.891,0.882,0.205,0.318,3.001,2.576,1.597,1.705
0.131,0.158,0.224,0.128,0.067,0.07,4.979,4.186,0.631,0.235,0.316,3.272,2.653,0.985,1.048
0.138,0.156,0.309,0.072,0.063,0.061,3.887,4.25,0.567,0.207,0.318,3.091,3.892,0.991,1.116
0.162,0.175,0.248,0.071,0.217,0.075,4.458,6.248,1.469,0.36,0.521,3.889,2.71,1,1.442
0.14,1.001,0.343,0.072,0.072,0.067,3.552,4.294,0.783,0.218,0.318,2.942,2.661,2.621,1.607
0.14,0.155,0.201,0.077,0.078,0.063,3.484,4.365,0.697,0.21,0.337,3.167,2.646,0.868,1.59
0.135,0.159,0.314,0.075,0.076,0.074,4.069,4.529,0.546,0.423,0.318,2.837,2.975,1.622,3.008
0.134,0.159,0.2,0.072,0.065,0.116,3.574,4.721,1.181,0.268,0.321,3.316,2.64,1.077,1.702
0.135,0.158,0.208,0.081,0.069,0.066,3.327,4.698,1.054,0.208,0.316,2.957,0.986,0.991,1.514
0.243,0.153,0.285,0.078,0.062,0.068,3.556,6.188,0.945,0.22,0.32,3.083,2.711,1.166,1.853
0.135,0.16,0.202,0.077,0.063,0.063,5.158,4.729,1.159,0.24,0.316,3.228,2.88,1.008,1.543
0.152,0.161,0.195,0.072,0.063,0.06,3.405,4.272,0.985,0.205,0.408,2.72,2.629,0.905,1.802
0.143,0.156,0.5,0.077,0.079,0.077,3.322,5.034,0.594,0.203,0.315,3.016,2.684,1.759,1.728
0.156,0.16,0.241,0.082,0.062,0.095,3.509,4.718,0.582,0.218,0.319,3.989,2.588,1.241,1.501
0.137,0.164,0.423,0.073,0.076,0.071,3.835,4.336,0.665,0.211,0.436,2.979,2.695,1.065,1.137
0.242,0.161,0.282,0.077,0.061,0.098,3.749,4.361,0.772,0.461,0.399,2.958,2.962,1.054,1.139
0.148,0.156,0.213,0.069,0.063,0.082,3.734,4.677,1.14,0.207,0.317,3.137,2.662,0.912,3.99
0.136,0.239,0.226,0.1,0.076,0.068,3.369,4.22,0.574,0.207,0.319,2.96,1.113,1.766,1.797
0.136,0.161,0.211,0.073,0.062,0.07,3.598,4.235,0.588,0.204,0.316,2.825,3.112,0.937,1.097
0.14,0.153,0.205,0.073,0.132,0.067,4.261,4.281,1.177,0.223,0.321,2.838,2.828,2.116,1.439
0.218,0.179,0.196,0.072,0.063,0.066,3.962,5.16,1.05,0.207,0.315,3.257,2.622,0.99,1.214
0.273,0.161,0.204,0.078,0.067,0.106,7.91,6.67,0.59,0.22,0.518,4.336,2.851,2.016,1.678
0.142,0.172,0.21,0.069,0.067,0.076,4.224,4.514,0.577,0.206,0.333,2.999,1.896,0.857,0.909
0.184,0.161,0.303,0.076,0.063,0.071,3.803,4.162,0.616,0.218,0.317,2.85,2.842,0.951,1.803
0.139,0.157,0.198,0.07,0.063,0.065,3.805,4.723,1.184,0.205,0.317,2.932,2.949,2.073,1.433
0.256,0.152,0.202,0.072,0.079,0.069,3.394,4.586,0.748,0.206,0.314,2.847,2.601,0.983,1.258
0.134,0.164,0.477,0.07,0.078,0.067,3.797,4.342,0.611,0.211,0.317,2.964,2.856,1.929,0.876
0.133,0.163,0.204,0.074,0.107,0.07,3.585,4.368,0.868,0.209,0.32,2.968,2.682,0.917,1.539
0.156,0.155,0.472,0.07,0.065,0.065,4.008,4.659,0.598,0.211,0.319,2.918,2.006,1.969,1.62
0.135,0.154,0.194,0.07,0.086,0.071,3.77,4.348,0.998,0.209,0.32,3.085,2.592,2.544,1.539
0.139,0.153,0.331,0.073,0.135,0.065,4.033,5.256,0.741,0.207,0.403,4.017,3.098,1.726,1.733
0.168,0.174,0.213,0.075,0.063,0.063,4.723,4.134,0.669,0.218,0.322,2.838,1.192,0.946,1.146
0.14,0.157,0.204,0.096,0.068,0.098,3.787,4.268,0.853,0.217,0.36,2.974,2.826,1.993,1.67
0.139,0.156,0.208,0.077,0.105,0.11,3.572,4.27,1.177,0.238,0.318,3.082,2.486,1.178,1.615
0.141,0.161,0.306,0.074,0.071,0.069,3.992,4.499,0.647,0.217,0.317,2.717,2.593,2.097,1.087
0.138,0.3,0.252,0.068,0.073,0.06,3.513,4.335,0.52,0.218,10.804,2.922,2.759,0.872,1.221
0.141,0.155,0.211,0.074,0.064,0.078,4.088,4.453,0.634,0.209,0.32,2.893,2.787,1.07,2.76
0.148,0.15,0.269,0.07,0.112,0.072,3.545,5.855,0.62,0.231,0.32,2.9,1.678,0.943,1.384
0.136,0.162,0.204,0.067,0.062,0.059,3.552,4.194,1.334,0.217,0.321,2.958,2.618,2.746,1.002
0.162,0.165,0.313,0.072,0.063,0.068,3.556,4.682,0.581,0.218,0.322,3.877,3.169,1.644,1.518
0.142,0.153,0.201,0.069,0.061,0.081,3.371,4.959,0.613,0.207,0.318,3.311,2.755,1.052,1.094
0.136,0.153,0.216,0.074,0.062,0.063,3.685,4.48,1.066,0.21,0.404,3.046,2.592,2.615,0.995
0.145,0.158,0.22,0.101,0.084,0.103,5.294,4.232,0.694,0.245,1.517,3.82,2.782,2.019,1.415
0.145,0.151,0.213,0.083,0.079,0.066,3.655,4.679,0.641,0.212,0.335,2.902,2.684,0.997,0.887
0.135,0.157,0.205,0.098,0.074,0.063,3.816,4.917,0.67,0.216,0.32,3.04,2.946,2.003,1.052
0.138,0.174,0.312,0.072,0.062,0.063,3.75,4.22,0.569,0.215,0.319,2.975,2.774,1.453,1.107
0.264,0.162,0.227,0.07,0.061,0.063,3.847,4.471,0.776,0.206,0.315,2.874,2.575,2.011,1.576
0.139,0.155,0.225,0.091,0.071,0.064,3.378,4.454,0.977,0.272,0.317,3.534,2.736,1.136,0.943
0.142,0.175,0.36,0.069,0.062,0.226,3.537,4.262,0.6,0.206,0.318,2.976,3.152,3.351,1.566
0.134,0.158,0.25,0.071,0.069,0.07,4.316,4.336,1.548,0.212,0.318,2.819,1.147,1.725,1.838
0.142,0.157,0.212,0.071,0.066,0.062,3.617,4.421,0.588,0.219,0.319,2.892,2.598,0.873,1.023
0.249,0.232,0.277,0.07,0.061,0.067,3.683,6.468,0.665,0.208,0.319,3.079,2.625,2.326,1.591
0.151,0.276,0.313,0.075,0.067,0.13,3.549,4.757,0.616,0.243,0.317,2.902,2.518,1.695,1.562
0.136,0.164,0.479,0.07,0.066,0.067,4.172,4.287,1.187,0.295,0.39,3.28,2.721,0.979,1.199
0.14,0.159,0.21,0.07,0.063,0.063,5.034,4.528,0.616,0.205,0.318,2.996,2.778,0.927,1.827
0.138,0.162,0.317,0.07,0.062,0.06,3.419,5.069,0.549,0.215,0.32,2.814,2.713,1.59,2.225
0.182,0.168,0.184,0.104,0.074,0.071,4.003,5.151,1.028,0.221,0.5,2.951,2.616,0.983,1.766
0.143,0.153,0.294,0.073,0.064,0.079,3.293,5.31,0.582,0.213,0.336,3.241,2.6,1.737,2.009
0.143,0.158,0.22,0.086,0.069,0.065,3.444,5.14,2.22,0.219,0.366,2.842,2.88,1.943,2.888
0.14,0.158,0.39,0.069,0.066,0.066,4.325,5.115,0.608,0.267,0.395,3.213,2.699,2.138,1.561
0.173,0.191,0.461,0.072,0.078,0.086,3.751,4.284,0.895,0.207,0.318,2.966,2.806,3.718,1.596
0.138,0.387,0.304,0.072,0.069,0.083,3.543,5.167,0.898,0.215,0.404,2.856,3.219,2.091,1.453
0.142,0.169,0.234,0.076,0.063,0.157,3.878,4.485,0.717,0.209,0.316,3.245,2.804,1.214,2.913
0.16,0.161,0.207,0.069,0.065,0.113,3.536,4.507,1.207,0.21,0.317,2.986,2.667,0.932,0.993
0.148,0.616,0.402,0.076,0.11,0.067,3.818,5.37,0.984,0.376,16.123,4.429,3.456,2.541,2.577
0.139,0.155,0.251,0.072,0.061,0.075,3.47,4.685,0.662,0.209,0.348,3.033,2.578,2.096,2.746
0.136,0.212,0.239,0.078,0.064,0.061,3.226,6.423,0.524,0.207,0.369,3.071,4.564,2.329,1.476
0.137,0.153,0.195,0.07,0.064,0.068,6.012,4.427,0.559,0.206,0.373,3.134,2.637,0.878,1.532
0.142,0.347,0.308,0.075,0.096,0.06,3.646,4.833,0.619,0.234,0.334,3.046,3.053,2.324,2.668
0.138,0.284,0.331,0.072,0.063,0.06,4.247,4.761,1.422,0.246,0.418,3.251,3.242,1.808,1.14
0.142,0.298,0.194,0.069,0.062,0.063,4.121,5.604,0.587,0.244,0.446,2.81,3,1.603,1.795
0.144,0.159,0.356,0.072,0.066,0.104,3.397,4.564,0.76,0.205,0.319,2.958,2.702,1.04,0.982
0.14,0.159,0.214,0.078,0.065,0.062,3.395,5.235,0.588,0.218,0.316,3.065,3.148,1.696,1.809
0.131,0.162,0.241,0.102,0.061,0.07,3.874,4.104,0.55,0.209,0.317,2.801,2.96,0.934,0.964
0.135,0.157,0.341,0.075,0.076,0.068,4.063,4.314,0.635,0.336,0.32,3.119,2.617,1.738,1.614
0.134,0.157,0.213,0.072,0.066,0.072,3.767,4.341,0.678,0.205,0.318,3.006,2.72,2.43,2.001
0.136,0.159,0.244,0.069,0.106,0.112,3.31,5.776,1.676,0.228,0.338,3.054,2.557,1.606,1.343
0.159,0.303,0.219,0.089,0.068,0.073,4.623,5.421,1.263,0.398,0.334,2.982,2.615,3.813,1.085
0.147,0.164,0.222,0.072,0.061,0.119,3.612,4.407,1.001,0.239,0.412,3.279,2.753,2.682,1.732
0.137,0.168,0.213,0.071,0.063,0.075,3.481,4.184,1.206,0.277,0.316,3.294,3.396,2.359,1.034
0.173,0.276,0.275,0.07,0.062,0.062,3.566,4.649,1.089,0.206,0.317,3.077,2.794,1.273,1.711
0.139,0.154,0.199,0.081,0.085,0.065,4.064,4.421,0.581,0.396,0.336,2.979,2.826,1.297,1.042
0.137,0.161,0.213,0.083,0.068,12.67,4.087,4.45,0.549,0.207,0.317,3.147,2.734,0.891,1.53
0.15,0.156,0.193,0.069,0.064,0.082,4.614,6.556,0.656,0.217,0.322,2.815,2.666,0.924,1.699
0.143,0.317,0.196,0.081,0.19,0.137,4.12,5.689,0.676,0.205,0.317,2.881,2.803,0.906,0.792
0.134,0.156,0.308,0.071,0.096,0.079,5.259,4.335,0.568,0.206,0.317,2.908,2.872,1.628,1.671
0.217,0.286,0.192,0.072,0.08,0.065,3.174,4.678,0.688,0.426,0.344,3.503,2.672,0.925,1.693
0.243,0.263,0.368,0.078,0.178,0.118,4.79,8.061,1.297,0.223,0.356,3.897,3.112,2.849,1.51
0.213,0.164,0.395,0.088,0.076,0.08,3.734,4.184,0.589,0.217,0.399,2.993,2.72,0.941,2.846
0.231,0.304,0.198,0.076,0.116,0.114,3.092,4.454,1.092,0.205,0.335,2.939,2.769,0.902,0.842
0.147,0.151,0.658,0.068,0.065,0.061,4.687,4.895,0.6,0.597,0.389,3.154,1.832,1.426,4.145
0.135,0.168,0.199,0.089,0.078,0.113,3.341,4.36,0.528,0.213,0.319,2.889,2.752,0.803,2.775
0.132,0.191,0.219,0.072,0.065,0.065,3.442,4.933,0.753,0.541,0.415,3.758,2.648,1.808,2.103
0.134,0.16,0.197,0.072,0.062,0.089,3.606,4.329,0.606,0.218,0.32,2.911,2.803,0.788,1.389
0.135,0.145,0.193,0.07,0.063,0.085,3.885,4.64,1.535,0.227,0.334,3.132,2.751,1.663,1.823
0.137,0.156,0.217,0.078,0.064,0.066,3.699,4.254,0.594,0.253,0.322,3.06,2.48,1.026,0.945
0.134,0.158,0.305,0.072,0.062,0.07,3.679,4.31,0.558,0.217,0.318,2.873,2.616,1.091,1.099
0.132,0.164,0.193,0.085,0.069,0.068,4.332,4.26,0.595,0.242,0.322,3,2.589,0.879,0.908
0.244,0.151,0.217,0.071,0.062,0.092,3.762,4.476,0.613,0.207,0.319,2.725,2.568,2.558,0.876
0.337,0.281,0.473,0.073,0.178,0.18,3.413,4.288,0.637,0.267,0.333,3.044,4.333,1.551,1.515
0.133,0.164,0.201,0.071,0.069,0.07,3.725,4.671,0.642,0.401,0.334,2.955,2.854,2.061,1.401
0.138,0.159,0.409,0.096,0.067,0.071,3.599,5.664,1.091,0.221,0.372,2.887,2.634,3.053,1.036
0.141,0.153,0.204,0.07,0.07,0.066,3.352,4.267,0.665,0.208,0.373,2.969,2.671,1.494,1.804
0.143,0.15,0.344,0.07,0.068,0.066,3.854,4.32,0.828,0.221,0.351,3.06,2.858,1.783,2.545
0.146,0.157,0.204,0.068,0.061,0.079,3.975,4.156,0.879,0.219,0.335,2.978,2.796,1.027,1.036
0.15,0.257,0.247,0.071,0.063,0.066,3.446,5.11,0.705,0.207,0.317,2.921,2.616,0.926,1.046
0.141,0.157,0.19,0.081,0.073,0.092,3.539,4.57,0.634,0.205,0.319,2.92,2.823,0.932,1.685
0.138,0.156,0.205,0.093,0.084,0.07,4.038,4.757,0.991,0.208,0.401,3.303,2.844,2.524,0.894
0.149,0.165,0.219,0.073,0.067,0.064,3.409,4.34,0.646,0.206,0.317,5.567,2.61,0.928,1.644
0.136,0.162,0.496,0.069,0.063,0.086,3.585,4.666,0.577,0.215,0.317,3.077,1.821,0.832,0.856
0.177,0.156,0.207,0.086,0.117,0.074,3.877,4.421,0.614,0.207,0.389,2.99,2.927,0.922,2.744
0.14,0.156,0.234,0.074,0.062,0.061,3.75,4.26,0.616,0.219,0.364,2.819,2.644,0.972,1.26
0.144,0.159,0.329,0.069,0.065,0.062,3.659,4.713,0.548,0.234,0.364,3.698,2.737,1.086,1.063
0.143,0.155,0.27,0.073,0.065,0.062,3.416,4.197,0.64,0.204,0.327,2.951,3.917,2.545,1.01
0.136,0.197,0.199,0.073,0.067,0.062,4.002,4.95,0.987,0.224,0.34,3.042,2.932,0.983,1.652
0.138,0.158,0.203,0.079,0.064,0.061,3.772,4.242,0.542,0.286,0.322,2.806,2.524,0.891,0.885
