native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.028,0.091,0.092,0.056,0.052,0.048,0.514,0.362,0.251,0.131,0.137,0.682,0.316,0.189,0.189
0.03,0.089,0.093,0.056,0.049,0.046,0.505,0.315,0.256,0.161,0.138,2.181,0.336,0.199,0.213
0.028,0.138,0.24,0.091,0.067,0.06,0.792,0.357,0.457,0.142,0.146,2.202,0.243,0.262,0.229
0.027,0.089,0.091,0.079,0.058,0.055,0.578,0.359,0.27,0.142,0.158,3.324,0.349,0.194,0.498
0.03,0.094,0.112,0.062,0.055,0.061,1.327,0.317,0.25,0.132,0.14,2.249,0.308,0.188,0.213
0.027,0.425,0.092,0.056,0.056,0.05,0.487,0.316,0.249,0.134,0.138,0.916,0.333,0.18,0.192
0.027,0.098,0.092,0.057,0.056,0.05,0.786,0.312,0.252,0.194,0.169,2.108,0.229,0.227,0.241
0.028,0.097,0.1,0.067,0.054,0.057,5.317,0.344,0.291,0.143,6.005,2.492,0.248,0.196,0.21
0.027,0.093,0.091,0.056,0.052,0.052,0.505,0.663,0.247,0.133,0.143,2.17,0.195,0.191,0.196
0.028,0.088,0.105,0.056,0.052,0.047,0.915,0.311,0.25,0.132,0.138,2.4,0.213,0.2,0.222
0.029,0.093,0.097,0.062,0.064,0.057,0.612,1.734,0.275,0.18,0.15,1.191,3.267,0.22,0.23
0.028,0.091,0.113,0.059,0.052,0.051,0.487,0.316,0.289,0.132,0.139,0.874,0.319,0.193,0.207
0.027,0.098,0.11,0.057,0.053,0.053,0.474,0.378,0.253,0.133,0.162,2.245,0.189,0.19,0.235
0.03,0.097,0.093,0.065,0.062,0.05,0.488,0.546,0.345,0.164,0.144,2.369,0.198,1.994,0.197
0.028,0.094,0.098,0.062,0.053,0.047,0.7,0.312,0.248,0.181,0.14,2.438,0.193,0.197,0.21
0.03,0.092,0.109,0.072,0.075,0.059,0.474,0.318,0.247,0.149,0.142,0.781,0.307,0.186,0.236
0.028,0.089,0.092,0.082,0.083,0.051,0.57,0.355,0.255,0.162,0.138,2.807,0.327,0.323,0.295
0.027,0.093,0.092,0.068,0.582,0.059,0.7,0.417,0.291,0.131,0.139,2.328,0.19,0.189,0.589
0.031,0.093,0.093,0.058,0.056,0.167,0.584,0.37,0.252,0.131,0.139,2.345,0.268,0.208,0.226
0.028,0.093,0.096,0.055,0.049,0.048,0.759,0.317,0.251,0.148,0.138,2.375,0.231,0.202,0.214
0.027,0.093,0.095,0.057,0.062,0.056,0.751,0.759,0.377,0.135,0.137,2.579,0.219,0.219,0.219
0.029,0.094,0.096,0.094,0.06,0.053,5.516,102.277,0.292,0.141,0.145,2.513,0.24,0.226,0.222
0.03,0.105,0.108,0.063,0.054,0.051,0.588,0.69,0.265,0.152,0.146,2.497,0.392,0.637,0.223
0.048,0.557,0.102,0.428,0.069,0.067,1.359,1.011,0.279,0.141,0.145,2.551,0.238,0.244,0.239
0.028,0.213,0.093,0.056,0.05,0.051,0.545,2.28,0.265,0.132,0.169,5.842,0.341,0.199,0.262
0.027,0.091,0.091,0.091,0.062,0.051,0.887,0.338,0.255,0.163,0.146,2.413,0.265,0.232,0.252
0.028,0.099,0.099,0.06,0.07,0.066,0.842,0.335,0.27,0.14,0.144,2.656,0.218,0.196,0.42
0.028,0.112,0.219,0.06,1.56,0.052,2.855,0.699,0.268,0.14,0.169,4.132,0.361,0.221,0.224
0.028,0.092,0.093,0.057,0.052,0.059,0.724,1.246,0.293,0.188,0.141,2.236,0.199,0.196,0.242
0.028,0.09,0.094,0.058,0.057,0.061,0.92,0.699,0.501,0.139,0.146,8.351,0.224,0.213,0.251
0.028,0.096,0.092,0.07,0.057,0.05,0.506,0.321,0.249,0.177,0.138,5.763,0.354,0.201,0.199
0.028,0.109,0.097,0.065,0.057,0.051,0.677,0.779,0.267,0.153,0.223,2.554,0.198,0.202,0.229
0.027,0.091,0.1,0.795,0.065,0.049,0.794,0.329,0.459,0.144,0.139,3.436,0.226,0.216,0.201
0.028,0.099,0.091,0.062,0.053,0.049,0.759,0.331,0.257,0.134,1.747,4.105,0.373,0.216,0.371
0.029,0.1,0.582,0.073,0.077,0.063,0.516,0.443,0.272,0.154,0.414,4.686,0.372,0.238,0.232
0.03,0.109,0.111,0.065,0.062,0.049,0.745,0.343,0.254,3.27,0.147,5.516,0.514,0.204,0.247
0.027,0.126,9.434,0.069,0.085,0.074,0.84,0.33,0.314,0.139,4.74,3.064,0.26,0.227,0.262
0.028,0.102,1.884,0.069,0.063,0.128,0.729,0.335,0.303,0.151,0.173,2.553,0.473,0.455,0.211
0.03,0.097,0.097,0.058,0.058,0.051,0.544,0.758,0.266,1.983,0.165,3.045,0.417,4.804,0.226
0.04,0.09,0.099,0.064,0.053,0.055,0.888,0.878,0.283,0.143,0.176,3.351,0.301,0.202,0.192
0.027,0.123,0.093,0.06,0.21,0.06,3.543,0.53,0.372,0.132,0.148,2.348,0.213,0.203,0.663
0.031,0.09,0.091,0.055,0.056,0.059,0.749,0.896,0.3,0.206,0.19,2.588,0.343,0.188,0.195
0.028,0.092,0.096,0.055,0.053,0.054,1.095,0.38,0.444,0.172,0.139,0.688,0.209,0.196,0.201
0.029,0.097,0.111,0.065,0.084,0.069,0.494,0.334,0.267,0.139,0.162,2.888,0.323,0.183,0.195
0.026,0.09,0.091,0.057,0.054,0.055,0.635,0.527,0.305,0.19,0.148,1.087,0.504,0.2,0.246
0.028,0.109,0.091,0.052,0.067,0.057,1.639,0.329,0.261,0.151,0.166,5.578,0.35,0.216,1.49
0.045,0.092,0.108,0.059,0.056,0.054,0.583,0.334,0.759,0.158,0.599,2.714,2.538,1.385,0.272
0.065,0.095,0.092,0.062,0.057,0.054,0.835,0.792,0.841,0.245,0.142,2.646,0.225,0.224,0.291
0.028,0.088,0.092,0.099,0.137,0.054,0.785,0.449,0.337,0.165,0.141,3.981,0.561,0.217,0.232
0.028,0.095,0.095,0.064,0.077,0.056,0.582,0.336,0.268,0.341,0.183,2.744,0.212,0.2,0.258
0.028,0.096,0.105,0.161,0.114,0.074,0.766,0.605,0.409,0.301,0.269,2.795,0.21,0.209,0.352
0.029,0.11,0.091,0.054,0.055,0.053,0.526,0.406,0.458,0.172,0.164,0.739,0.37,0.207,0.215
0.029,0.113,0.262,0.067,0.074,0.055,0.487,0.32,0.256,0.132,0.169,3.075,0.506,0.192,0.199
0.028,0.092,0.094,0.057,0.061,0.082,1.486,0.518,0.256,0.132,0.147,3.83,0.317,0.192,0.293
0.028,0.136,0.185,0.1,0.064,0.048,0.476,0.317,0.256,0.132,0.187,5.634,0.319,0.186,0.195
0.028,0.093,0.111,0.063,0.065,0.059,0.512,0.337,0.261,0.181,0.199,7.446,0.432,0.187,0.188
0.073,0.1,0.092,0.088,0.056,0.061,1.212,0.31,2.416,0.163,0.194,2.372,0.379,0.203,0.238
0.031,0.128,0.119,0.818,0.061,0.055,0.527,0.37,0.341,0.274,0.238,0.621,0.243,0.204,0.224
0.037,0.106,0.091,0.058,0.057,0.062,0.52,1.62,0.401,0.225,0.144,3.074,0.342,0.199,0.204
0.028,0.089,0.096,0.06,0.057,0.054,0.504,0.316,0.251,4.213,0.191,0.774,0.546,0.176,0.189
0.028,0.096,0.129,0.089,0.083,0.072,0.772,0.328,0.266,0.145,0.145,0.855,0.227,0.217,0.213
0.043,0.131,0.092,0.061,0.071,0.047,1.331,0.678,2.273,0.134,1.576,3.701,0.218,0.277,0.264
0.027,0.089,0.091,0.057,0.056,0.054,0.822,0.337,0.273,0.164,0.147,2.266,0.387,0.216,0.348
0.029,0.093,0.134,0.089,0.073,0.064,0.555,0.9,0.256,0.138,2.485,2.952,0.211,0.247,0.227
0.03,0.091,0.092,0.067,0.062,0.074,2.174,0.837,0.378,0.146,0.157,0.658,0.235,0.219,0.243
0.028,0.119,0.099,12.088,0.103,0.09,0.527,0.414,0.425,0.149,0.151,10.54,0.375,0.277,0.21
0.028,0.093,0.116,0.064,0.061,0.052,1.369,0.336,0.286,0.153,0.168,3.45,0.282,0.212,0.219
5.998,0.358,0.581,0.074,0.068,0.061,6.111,0.353,0.277,0.14,0.48,18.361,0.218,1.758,0.213
0.042,0.096,0.224,0.065,0.063,0.058,0.546,0.334,0.271,0.141,0.148,68.949,0.367,0.205,0.214
0.028,0.134,0.093,0.054,0.053,0.047,0.499,0.514,0.256,0.16,0.14,2.323,0.199,0.2,0.211
0.029,0.09,0.091,0.061,0.058,0.052,2.231,0.479,0.248,0.133,0.139,2.381,0.37,0.222,0.228
0.026,0.09,0.091,0.054,0.054,0.047,1.298,0.333,0.265,0.133,0.156,2.801,0.21,0.207,0.274
0.029,0.09,0.091,0.077,0.294,0.053,0.503,0.386,0.268,0.151,0.138,2.284,0.331,0.186,0.186
0.027,0.089,0.092,0.056,0.055,0.05,2.228,0.376,0.321,0.14,0.147,2.337,0.22,0.208,0.212
0.027,0.091,0.092,0.064,0.066,0.052,1.92,0.314,0.255,0.133,0.169,0.618,0.407,0.227,0.24
0.027,0.097,0.091,0.056,0.064,0.049,1.249,0.434,0.267,0.185,0.148,2.465,0.354,0.211,0.22
0.028,0.134,0.09,0.057,0.066,0.048,0.499,0.323,0.262,0.14,0.147,5.289,0.584,0.195,0.256
0.027,0.093,0.094,0.059,0.056,0.05,0.796,0.31,0.255,0.134,0.138,3.165,0.218,0.212,0.231
0.029,0.095,0.097,0.064,0.06,0.053,0.767,0.311,0.256,0.134,0.319,3.305,0.236,0.21,0.234
0.166,0.092,0.099,0.066,0.065,0.052,0.72,0.329,0.261,0.138,0.145,0.651,0.202,0.191,0.203
0.027,0.091,0.091,0.057,0.056,0.052,0.527,0.322,0.317,0.132,0.138,3.243,0.368,0.209,0.208
0.043,0.09,0.093,0.068,0.055,0.05,1.416,0.319,0.257,0.134,0.139,2.307,0.215,0.213,0.228
0.027,0.09,0.156,0.057,0.098,0.056,0.52,0.317,0.251,0.132,0.136,2.584,0.621,0.204,0.222
0.028,0.092,0.092,0.055,0.055,0.07,0.546,0.325,0.284,0.196,0.138,2.47,0.336,0.206,0.345
0.027,0.091,0.092,0.056,0.058,0.049,0.79,0.315,0.301,0.178,0.149,2.48,0.266,0.218,0.222
0.029,0.091,0.209,0.055,0.053,0.061,0.575,0.317,0.256,0.131,0.137,2.159,1.153,0.246,0.387
0.027,0.091,0.092,0.061,0.057,0.057,0.755,0.313,0.249,0.162,0.148,2.868,0.224,0.21,0.221
0.027,0.095,0.093,0.061,0.055,0.051,0.535,0.384,0.268,0.141,0.139,2.369,0.364,0.201,0.221
0.029,0.094,0.095,0.057,0.059,0.05,0.74,0.312,0.257,0.156,0.14,2.222,0.233,0.212,0.22
0.027,0.087,0.091,0.057,0.053,0.046,0.478,0.317,0.249,0.13,0.139,2.374,0.314,0.191,0.19
0.027,0.089,0.092,0.061,0.061,0.048,1.109,0.32,0.252,0.142,0.138,2.252,0.204,0.2,0.435
0.03,0.088,0.091,0.06,0.055,0.05,0.806,0.313,0.248,0.134,0.138,1.316,0.233,0.227,0.239
0.028,0.089,0.091,0.057,0.055,0.054,0.525,0.317,0.251,0.131,0.139,2.588,0.307,0.32,0.22
0.027,0.089,0.091,0.055,0.056,0.05,0.524,0.339,0.515,0.14,0.32,2.383,0.773,0.2,0.248
0.037,0.096,0.108,0.075,0.064,0.118,1.071,0.335,0.361,0.235,0.231,0.789,0.373,0.195,0.207
0.029,0.096,0.092,0.07,0.057,0.05,0.484,1.255,0.259,0.135,0.138,2.626,0.195,0.192,0.203
0.027,0.105,1.281,0.06,0.059,0.049,0.533,0.334,0.35,0.142,0.145,3.007,0.349,0.206,0.249
0.027,0.134,0.091,0.061,0.06,0.059,0.47,0.316,0.266,0.13,0.275,2.381,0.329,0.179,0.198
0.027,0.091,0.093,0.11,0.064,0.056,0.526,0.344,0.304,0.143,0.154,0.692,0.344,0.186,0.187
0.026,0.095,0.091,0.059,0.055,0.074,0.82,0.34,0.373,0.131,0.14,0.598,0.234,0.217,0.231
0.028,0.095,0.095,0.061,0.056,0.054,0.494,0.314,0.257,0.135,0.141,2.157,0.345,0.193,0.192
0.028,0.113,0.093,0.186,0.056,0.057,0.828,0.325,0.257,0.176,0.144,2.205,0.397,0.209,0.221
0.027,0.096,0.093,0.055,0.052,0.05,0.514,0.386,0.251,0.13,0.138,3.976,1.008,0.361,0.51
0.032,0.097,0.096,0.058,0.063,0.064,0.486,0.423,0.276,0.15,0.139,3.318,0.438,0.177,0.256
0.031,0.124,0.099,0.118,0.187,0.057,3.047,0.32,0.252,0.151,0.159,4.379,0.275,0.217,0.23
0.03,0.096,0.096,0.06,0.056,0.05,0.523,0.512,0.27,0.153,0.152,2.182,0.205,0.204,0.219
0.043,0.098,0.149,0.059,0.057,0.05,0.456,0.319,0.248,0.131,0.164,2.299,0.485,0.2,0.19
0.03,0.226,0.099,0.068,0.062,0.058,0.54,1.12,0.268,0.142,0.147,2.6,0.216,0.246,0.211
0.03,0.091,0.122,0.057,0.057,0.048,0.496,0.336,0.281,0.148,0.138,2.372,0.197,0.196,0.196
0.033,0.12,0.092,0.057,0.061,0.054,0.763,0.313,0.249,0.144,0.139,2.451,0.207,0.275,0.223
0.029,0.17,0.091,0.054,0.054,0.047,0.469,0.316,0.25,0.13,0.14,0.775,0.305,0.175,0.175
0.029,0.09,0.092,0.061,0.059,0.051,0.797,0.313,0.247,0.172,0.139,2.391,0.294,0.218,0.25
0.028,0.09,0.092,0.06,0.09,0.059,0.463,0.314,0.245,0.133,0.138,0.715,0.888,0.189,0.194
0.03,0.118,0.101,0.061,0.06,0.066,0.703,0.332,0.391,0.13,0.137,2.417,0.188,0.184,0.225
0.046,0.091,0.094,0.063,0.054,0.05,0.722,0.314,0.286,0.182,0.261,2.229,0.206,2.642,0.239
0.027,0.095,0.099,0.078,0.056,0.053,0.747,0.313,0.263,0.15,0.139,2.171,0.377,0.194,0.243
0.027,0.089,0.093,0.063,0.053,0.047,0.531,0.322,0.256,0.133,0.138,0.975,0.378,0.211,0.226
0.027,0.092,0.091,0.058,0.062,0.049,0.552,0.355,0.252,0.162,0.147,0.616,0.217,0.218,1.006
0.026,0.087,0.092,0.063,0.054,8.589,0.57,0.571,0.248,0.131,0.139,2.142,0.227,0.696,0.895
0.028,0.097,0.098,0.066,0.072,0.095,0.498,0.559,0.253,0.132,0.138,2.188,0.214,0.196,0.209
0.027,0.094,0.092,0.059,0.061,0.048,0.815,0.313,0.278,0.131,0.142,2.296,0.228,0.216,0.218
0.028,0.091,0.091,0.073,0.059,0.055,0.781,0.453,0.279,0.141,0.149,2.439,0.215,0.705,0.266
0.026,0.091,0.091,0.057,0.128,0.055,1.342,0.338,0.249,0.141,0.138,2.385,0.515,0.276,0.217
0.028,0.094,0.113,0.073,0.067,0.05,0.791,0.331,0.26,0.171,0.138,2.793,0.261,0.217,0.24
0.029,0.098,0.095,0.06,0.057,0.049,0.565,0.557,0.252,0.131,0.138,2.13,0.208,0.202,0.293
0.028,0.09,0.093,0.061,0.067,0.172,0.51,0.317,0.251,0.133,0.138,2.265,0.334,0.189,0.2
0.028,0.092,0.095,0.061,0.071,0.049,0.84,0.328,0.261,0.139,0.149,0.934,0.23,0.999,0.225
0.031,0.098,0.121,0.065,0.073,0.057,0.516,0.333,0.274,0.14,0.147,2.661,0.34,0.198,0.205
0.045,0.159,0.158,0.444,0.142,0.264,0.704,0.384,0.398,0.203,0.171,2.667,0.241,0.22,0.311
0.09,0.161,0.351,0.132,0.136,0.135,0.517,0.32,0.525,0.143,0.148,0.761,3.581,0.208,0.225
0.077,0.086,0.091,0.176,0.065,0.057,0.584,0.328,0.406,0.204,0.17,2.778,0.389,0.211,0.265
0.027,0.091,0.096,0.163,0.061,0.059,0.501,0.326,0.39,0.135,0.142,2.489,0.198,0.188,0.216
0.029,0.09,0.1,0.061,0.05,0.05,0.942,0.347,0.38,0.143,0.146,2.557,0.335,0.225,0.243
0.027,0.087,0.092,0.056,0.05,0.125,0.518,0.519,0.691,0.151,0.182,4.578,0.209,0.305,0.217
0.028,0.087,0.092,0.059,0.048,0.047,0.724,0.322,0.251,0.258,0.144,2.164,0.267,0.984,0.266
0.027,0.088,0.205,0.065,0.05,0.054,1.998,0.352,0.328,0.139,0.145,3.158,4.331,0.522,0.432
0.027,0.084,0.107,0.053,0.048,0.047,0.797,0.306,0.247,0.139,0.146,2.262,0.234,0.321,0.98
0.028,0.096,0.45,0.35,0.091,0.181,0.836,0.477,0.355,0.139,0.154,61.095,0.29,0.21,3.329
0.028,0.095,0.098,0.06,0.052,0.053,0.51,0.519,0.267,0.14,0.146,0.768,0.329,0.192,0.196
0.028,0.094,0.096,0.271,0.071,0.07,0.505,1.736,0.269,0.143,0.148,2.607,0.202,0.192,0.199
0.052,0.818,0.137,0.23,0.256,0.242,0.658,0.349,0.649,0.22,0.213,3.763,0.375,1.013,4.65
0.535,0.244,0.117,0.169,0.233,0.199,0.622,0.581,0.689,0.157,0.325,3.189,0.338,0.206,0.237
0.064,0.185,0.137,0.427,0.166,0.815,0.687,0.355,0.475,0.24,0.18,1.661,0.46,0.265,0.232
0.031,0.098,0.115,0.081,0.089,0.12,0.551,0.33,0.264,0.143,0.428,0.752,0.456,0.212,0.265
0.03,0.088,0.131,0.058,0.074,0.054,2.16,0.329,0.262,0.134,0.161,4.058,0.235,0.749,1.034
0.03,0.112,0.096,0.063,0.054,0.053,0.655,0.361,0.312,0.141,0.15,2.345,0.343,0.226,0.226
0.027,0.371,0.095,0.068,0.06,0.059,0.853,0.365,0.293,0.131,0.137,2.735,0.794,0.289,0.731
0.027,0.084,0.092,0.066,0.067,0.068,0.506,0.356,0.336,0.155,0.139,3.84,0.394,0.202,0.233
0.029,0.308,0.091,0.064,0.053,0.055,0.87,0.623,0.246,0.136,0.391,2.38,0.254,0.215,0.242
0.035,0.094,0.111,0.077,0.065,0.057,0.826,0.403,0.303,0.135,0.141,2.463,0.22,0.77,0.218
0.027,0.092,0.175,0.066,0.058,0.068,3.346,0.369,0.291,0.14,0.158,2.177,0.275,0.532,0.209
0.028,0.102,0.095,0.063,0.064,0.064,0.883,0.307,1.496,0.147,0.147,2.274,0.219,0.2,0.217
0.028,0.109,0.109,0.065,0.059,0.067,0.548,0.376,0.258,0.145,0.164,3.051,0.671,0.182,0.196
0.027,0.088,0.091,0.071,0.054,0.06,0.572,0.403,0.356,0.136,0.22,0.932,0.416,3.548,0.206
0.03,0.093,0.162,0.079,0.162,0.052,0.668,0.492,0.301,0.137,0.136,4.319,0.194,0.21,0.209
0.027,0.085,0.139,0.057,0.066,0.062,0.481,0.309,0.245,0.163,0.147,2.396,0.315,0.759,0.215
0.029,0.104,0.094,0.065,0.078,0.059,0.736,0.323,0.313,0.186,0.146,2.913,0.472,2.326,0.243
0.027,0.097,0.092,0.072,0.053,0.061,0.673,0.374,0.287,0.15,0.139,1.123,0.968,0.207,0.221
0.03,0.144,0.108,0.064,0.054,0.057,1.908,0.436,0.374,0.142,0.165,5.648,0.24,0.551,0.255
0.027,0.092,0.112,0.079,0.055,0.054,0.599,0.401,0.254,0.137,0.298,0.783,0.317,0.188,0.273
0.027,0.141,0.107,0.063,0.073,0.048,0.432,0.627,0.545,0.25,0.148,8.739,0.204,0.288,0.222
0.027,0.119,0.111,0.078,0.054,0.054,0.908,0.34,0.353,0.133,0.139,2.453,0.227,0.218,0.264
0.03,0.092,0.109,0.066,0.068,0.07,1.472,0.392,0.372,0.141,1.522,5.403,0.251,1.546,0.236
0.03,0.092,0.096,0.068,0.078,0.09,0.604,0.359,0.251,0.138,0.336,2.396,0.205,0.198,0.592
