native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
2.319,2.152,2.831,0.318,0.785,0.438,0.425,3.892,2.539,2.377,13.022,7.99,8.356,3.518,5.065,22.104,5.665,3.247,13.638
3.899,3.338,2.808,0.346,0.395,0.362,0.35,5.083,2.76,5.949,12.804,7.715,8.371,3.623,5.209,20.767,6.148,3.155,14.382
2.124,1.565,2.708,0.305,0.336,0.396,0.346,3.429,3.564,2.711,12.063,7.494,7.14,3.444,4.654,20.212,5.632,3.117,12.603
2.338,1.556,3.647,0.265,0.584,0.608,0.379,4.171,2.817,1.905,12.779,8.495,7.5,3.711,3.41,19.741,6.116,4.122,13.02
2.779,1.442,2.706,0.263,0.358,0.287,0.28,3.194,3.021,2.626,11.703,7.435,6.21,3.891,4.516,20.489,5.991,3.285,13.679
2.099,1.449,3.486,0.282,0.331,0.366,0.368,3.413,2.382,3.235,11.878,9.247,5.793,3.201,3.826,19.773,7.225,3.055,13.234
2.067,4.469,4.267,0.446,0.355,0.511,0.366,3.218,2.576,2.572,12.468,7.675,8.03,2.926,2.996,22.134,5.441,3.042,12.579
2.065,1.869,2.623,0.285,0.274,0.27,0.292,3.814,3.098,2.472,11.596,7.731,6.758,3.211,5.512,22.527,5.772,2.949,13.098
2.154,1.739,2.774,0.253,0.344,0.344,0.358,3.267,2.524,2.602,11.361,8.061,5.937,3.706,3.119,19.831,5.762,3.063,13.017
2.226,1.508,2.558,0.258,0.275,0.287,0.278,3.192,3.322,3.001,12.635,7.667,10.091,3.068,3.25,17.772,5.812,3.463,13.683
2.523,1.456,2.988,0.249,0.272,0.278,0.308,3.669,2.604,2.56,11.762,7.341,7.452,3.417,4.305,19.458,5.742,3.078,12.798
2.138,1.469,3.544,0.281,0.366,0.349,0.493,3.276,3.794,2.51,13.583,8.441,9.47,2.97,3.106,19.821,5.551,4.204,12.352
2.203,1.527,3.772,0.273,0.351,0.357,0.357,3.728,2.518,2.476,11.588,7.466,7.031,3.401,3.279,20.347,5.989,3.127,13.703
2.062,1.52,3.815,0.406,0.272,0.274,0.53,4.168,2.426,3.201,12.991,8.85,6.819,3.436,4.7,21.874,5.612,3.404,13.301
1.903,1.612,2.415,0.253,0.269,0.278,0.293,3.432,2.755,2.715,12.581,7.442,7.955,4.724,3.869,21.324,6.112,3.057,13.03
2.562,1.695,2.573,0.253,0.341,0.35,0.345,4.649,2.647,2.583,11.756,9.407,9.327,3.909,4.612,20.886,6.101,3.328,13.174
2.109,1.876,2.129,0.267,0.273,0.273,0.299,3.044,2.583,2.511,12.405,7.308,7.632,6.516,4.865,19.691,5.815,3.093,12.895
2.096,2.74,3.54,0.264,0.388,0.686,0.38,4.667,2.423,2.589,11.063,7.455,7.172,3.132,5.191,22.711,6.727,4.302,13.429
2.7,1.657,2.233,0.264,0.348,0.345,0.35,3.586,2.568,2.82,11.944,9.256,20.621,4.243,3.653,20.751,5.825,3.648,14.303
2.1,2.653,3.509,0.291,0.332,0.337,0.342,3.448,2.539,2.65,12.358,7.95,10.978,4.827,5.251,22.585,6.017,3.028,13.473
2.89,1.432,2.425,0.28,0.349,0.443,0.395,5.625,2.41,2.795,11.559,7.31,9.011,3.386,3.207,20.114,5.812,3.326,13.496
2.106,1.517,2.702,0.249,0.275,0.367,0.279,3.498,2.896,2.468,11.597,7.261,8.348,3.578,4.675,17.224,5.44,3.245,14.346
2.423,1.436,2.846,0.304,0.265,0.289,0.268,4.313,2.722,2.67,11.882,7.424,7.247,3.17,4.935,19.326,5.68,3.392,12.708
