native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
2.385,3.049,2.777,0.605,0.61,0.595,30.469,20.218,4.516,6.237,4.055,50.57,17.15,12.962,12.978
2.422,4.923,3.103,0.682,0.792,0.667,33.785,23.268,4.517,6.954,7.194,51.744,20.302,14.133,13.875
2.271,3.407,2.667,1.021,0.69,0.595,27.594,20.029,4.942,6.04,5.631,51.391,15.748,13.132,12.853
2.2,3.156,2.506,0.489,0.759,1.872,25.901,20.126,5.564,5.459,4.094,48.976,15.855,14.253,12.943
2.828,2.119,2.034,0.505,4.202,0.498,26.001,19.824,3.854,5.922,4.032,51.533,16.316,12.5,11.883
2.675,1.896,2.293,0.607,0.481,0.477,26.479,20.485,5.243,4.945,4.415,57.46,18.727,14.067,12.519
2.244,2.002,5.15,0.554,0.499,0.495,25.946,19.411,4.706,6.106,3.928,48.291,16.206,12.767,13.221
3.101,3.459,2.175,0.474,0.553,0.519,26.181,19.632,5.675,7.647,5.584,48.357,15.751,12.774,12.116
2.203,3.226,2.518,0.529,0.547,0.516,25.994,20.83,3.804,5.279,4.175,49.41,16.433,12.841,12.357
2.271,3.288,2.229,0.523,0.59,0.486,27.501,20.481,4.952,5.32,5.743,48.865,16.342,12.718,12.278
2.182,2.392,2.314,0.506,0.54,0.706,26.132,20.078,3.889,6.009,4.053,48.979,16.51,12.837,13.321
2.343,3.319,2.669,0.551,0.531,0.629,27.146,20.366,4.938,4.956,5.068,52.192,16.437,18.571,11.696
3.236,3.53,2.253,0.449,0.415,0.591,32.971,20.271,5.813,6.421,4.087,54.173,16.592,12.833,12.868
2.518,2.308,2.429,0.433,0.504,0.5,28.868,20.816,5.385,5.84,4.397,49.988,20.658,12.798,13.295
3.872,2.309,3.028,0.407,0.683,1.919,26.045,19.832,6.924,6.026,4.27,50.925,15.671,13.222,12.449
3.752,2.806,2.261,0.526,0.529,0.486,26.897,24.392,4.966,5.559,4.269,49.777,17.963,12.918,12.771
3.356,2.069,2.319,0.41,0.416,0.414,26.631,19.712,5.403,5.791,5.11,48.522,16.402,13.163,13.029
2.819,2.37,2.214,3.901,0.493,0.448,27.087,21.035,5.668,7.317,4.454,56.85,21.57,12.634,12.709
2.772,2.543,2.552,0.5,0.503,0.494,28.485,26.951,8.333,11.102,5.519,51.621,17.214,14.375,12.939
2.149,4.08,1.791,0.536,0.548,0.598,27.644,20.278,5.577,6.171,4.106,48.442,16.02,12.366,12.942
2.375,2.098,2.296,0.457,0.42,0.482,26.271,20.367,6.075,5.95,5.815,50.17,16.761,12.747,13.217
2.469,2.223,1.933,0.626,0.489,0.611,25.25,20.561,7.851,6.289,4.786,48.985,15.697,12.229,13.068
3.24,2.218,2.011,0.467,0.613,0.406,27.224,20.993,4.622,5.315,5.754,51.259,16.625,12.966,12.646
2.279,2.499,2.202,0.553,0.482,0.48,26.9,19.883,4.274,6.232,7.183,49.463,15.908,13.489,12.846
3.559,2.385,2.704,0.548,0.849,0.546,26.104,25.825,9.082,6.098,6.252,46.96,16.049,12.196,12.632
2.339,2.369,2.419,0.529,0.493,0.567,26.819,20.513,4.21,5.836,3.72,48.479,17.381,13.304,13.001
2.365,3.379,2.449,0.486,0.902,0.705,27.078,20.246,4.81,7.208,6.389,49.822,16.239,13.363,12.38
2.286,2.076,2.255,0.477,0.473,0.474,25.394,20.3,4.105,5.212,4.014,49.45,17.942,12.618,13.535
2.224,2.564,2.137,0.493,0.532,0.483,27.532,20.458,4.744,5.732,6.519,51.138,19.432,14.996,14.106
2.814,2.202,2.429,0.539,0.5,0.489,27.472,21.551,3.815,6.799,4.252,49.499,16.328,12.959,12.948
3.894,5.267,3.208,0.509,0.498,0.632,27.374,21.187,5.157,6.481,5.892,49.422,17.266,12.324,12.171
2.429,2.315,2.259,0.515,0.533,0.579,26.309,20.806,4.588,5.577,5.979,53.046,16.908,12.594,12.312
2.228,4.285,2.251,0.536,0.533,0.496,26.522,23.812,6.438,5.23,4.234,50.605,16.369,12.765,13.468
2.798,3.675,2.222,0.448,0.656,0.447,26.641,20.119,4.788,6.799,5.692,46.257,16.372,13.163,13.453
2.29,4.18,3.2,0.759,0.423,0.408,27.084,20.743,4.042,5.652,6.051,51.559,16.605,12.767,12.68
2.296,3.553,2.154,0.517,0.489,0.495,28.035,20.374,6.883,5.657,7.057,49.113,16.205,12.965,13.017
2.222,2.755,1.769,0.486,0.509,0.47,26.47,19.991,5.042,5.509,5.719,50.947,16.123,12.864,13.341
