native,quick,fastsort,countingObj,countingObj2,countingObj3,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.446,0.57,1.062,0.263,0.324,0.29,6.047,6.174,2.243,0.579,0.888,5.557,4.02,4.064,2.449
0.62,0.498,1.028,0.261,0.147,0.136,5.798,7.935,2.179,0.566,0.808,5.707,3.817,3.505,2.853
0.653,1.378,0.778,0.149,0.124,0.139,7.067,7.077,2.408,1.411,0.881,6.631,5.456,5.882,2.775
0.505,0.557,1.397,0.165,0.143,0.142,5.842,6.172,3.894,0.543,0.966,6.886,6.157,3.828,2.34
0.458,0.723,1.119,0.158,0.252,0.133,5.704,5.862,2.472,0.865,0.878,5.934,4.956,4.702,2.711
0.674,0.675,1.096,0.238,0.139,0.128,5.277,5.46,2.04,0.861,0.896,5.855,4.88,4.085,2.319
0.508,0.626,1.1,0.262,0.138,0.126,5.733,6.73,2.343,3.071,0.823,6.07,3.967,3.336,2.802
0.724,0.507,1.045,0.146,0.126,0.175,5.62,5.558,1.623,0.854,0.823,5.544,5.925,3.722,2.648
0.433,0.496,1.851,0.153,0.139,0.121,8.405,5.907,3.679,0.579,0.817,6.312,3.989,3.935,3.194
0.47,0.607,1.765,0.161,0.226,0.155,7.26,7.738,2.884,3.612,1.181,27.283,5.444,5.175,2.333
1.211,0.504,0.949,0.266,0.192,0.137,6.349,6.105,2.238,0.565,0.909,5.32,4.138,3.447,2.419
0.413,0.951,1.126,0.285,0.148,0.141,5.386,5.406,1.982,0.854,0.787,6.005,4.213,3.28,2.37
1.018,1.034,1.499,0.165,0.221,0.137,6.273,5.544,2.283,0.935,0.789,5.718,3.861,4.891,3.802
0.431,0.891,0.725,0.148,0.135,0.125,5.854,6.801,2.708,0.569,1.066,6.4,4.676,5.24,3.202
0.511,0.503,1.156,0.158,0.137,0.121,6.005,5.498,2.144,0.856,0.783,5.647,4.117,3.44,2.534
0.42,0.5,1.317,0.179,0.152,0.124,6.039,5.995,2.048,0.529,0.784,5.458,5.538,3.484,2.386
1.015,0.638,1.166,0.159,0.145,0.148,7.798,6.456,2.748,0.545,1.06,5.766,3.832,3.251,2.495
0.44,0.498,1.674,0.168,0.156,0.147,5.723,6.24,2.694,1.016,0.868,6.229,4.712,4.037,2.632
0.445,0.509,1.037,0.16,0.146,0.157,5.506,5.399,2.291,0.596,1.146,5.687,4.163,3.795,2.39
0.643,0.893,1.435,0.148,0.128,0.122,6.069,5.635,4.022,0.564,0.79,6.139,4.122,4.087,2.387
0.416,0.522,0.923,0.154,0.128,0.125,5.275,5.808,3.756,0.88,0.875,5.621,3.928,4.848,2.164
0.519,0.505,0.873,0.316,0.146,0.163,5.922,5.543,2.09,1.271,0.91,6.04,4.467,3.338,3.725
0.452,0.728,0.818,0.186,0.141,0.132,5.651,5.462,1.898,0.554,1.073,5.792,4.005,3.303,2.289
0.416,0.506,1.514,0.141,0.133,0.125,5.518,6.953,2.454,1.188,0.827,5.927,4.041,3.321,2.326
0.507,1.22,1.03,0.147,0.13,0.142,5.736,7.672,1.701,0.534,1.321,5.41,4.771,3.316,2.57
0.479,0.475,1.609,0.154,0.124,0.13,5.782,5.451,1.461,0.712,0.844,6.534,6.03,4.241,2.672
0.527,0.614,1.062,0.162,0.142,0.127,6.567,6.001,3.883,0.873,0.788,5.611,4.042,3.488,2.311
0.409,0.557,0.981,0.191,0.144,0.123,5.38,6.845,2.463,0.527,1.177,5.672,3.828,3.84,2.276
0.416,0.511,0.925,0.155,0.175,0.144,5.853,6.427,2.462,0.873,0.788,6.148,3.937,3.447,2.293
0.431,0.5,1.248,0.161,0.126,0.146,5.462,6.658,3.056,0.906,0.954,5.919,5.087,4.903,2.908
0.455,0.564,0.775,2.92,0.142,0.176,7.889,6.449,2.842,0.786,0.904,6.105,3.749,3.188,2.273
0.513,0.502,0.749,0.166,0.13,0.133,5.687,6.091,1.817,0.636,0.892,5.497,4.038,3.224,2.474
0.605,0.543,1.006,0.164,0.149,0.136,5.757,7.266,2.018,1.061,0.909,5.587,4.374,3.546,2.33
0.434,0.558,1.144,0.267,0.154,0.14,6.309,5.78,3.315,0.573,1.02,6.223,4.634,4.141,2.92
