native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.417,0.388,0.923,0.139,0.147,0.142,0.263,2.042,0.66,0.457,2.259,2.99,3.693,0.687,0.785,2.311,2,1.802,3.921
0.526,0.31,0.666,0.092,0.085,0.115,0.107,1.401,0.668,0.348,2.289,2.972,3.035,0.549,0.708,2.316,2.317,1.736,4.081
0.651,0.417,3.275,0.112,0.089,0.158,0.138,2.145,0.549,0.407,4.162,2.945,4.377,0.796,0.75,4.583,2.122,1.673,4.017
0.44,0.326,0.652,0.132,0.106,0.086,0.101,1.367,0.513,0.362,1.917,3.797,4.438,0.553,0.749,2.269,2.184,1.881,4.919
0.404,0.299,0.558,0.089,0.093,0.085,0.173,3.833,0.503,0.439,2.061,2.938,2.153,0.514,0.702,2.486,2.065,1.676,4.894
0.687,0.308,1.133,0.087,0.089,0.127,0.095,1.332,0.615,0.344,2.009,3.021,3.277,0.544,0.824,2.205,1.924,2.167,4.262
0.55,0.302,0.773,0.082,0.084,0.094,0.134,1.824,0.552,0.33,2.196,3.003,2.179,0.63,0.734,2.238,2.336,1.681,3.84
0.44,0.307,0.86,0.083,0.091,0.098,0.097,2.211,0.523,0.348,1.94,3.52,2.215,0.566,0.742,2.802,2.009,1.686,4.16
0.369,0.3,0.864,0.089,0.086,0.089,0.179,1.379,0.54,0.354,1.989,2.803,4.36,2.101,0.7,2.275,1.935,1.667,3.853
0.455,0.3,0.8,0.09,0.083,0.094,0.098,1.511,0.548,0.374,2.198,4.091,3.174,4.313,1.471,4.524,1.961,1.725,4.986
0.488,0.303,0.523,0.089,0.086,0.106,0.145,1.858,0.778,0.534,2.551,3.263,2.842,0.549,0.75,2.436,2.73,1.756,3.739
0.395,0.338,0.674,0.084,0.099,0.149,0.253,1.853,0.544,0.326,1.991,3.039,2.448,0.51,0.701,2.349,1.899,1.634,3.757
0.669,0.513,0.802,0.15,0.115,0.09,0.099,3.18,1.042,0.449,2.411,2.881,2.041,0.513,0.707,2.247,1.79,1.623,4.824
0.392,0.295,0.999,0.08,0.086,0.088,0.169,1.638,0.585,0.655,3.053,2.853,3.237,0.576,0.74,2.476,3.595,2.072,4.894
0.366,0.3,0.656,0.083,0.087,0.097,0.1,2.594,0.552,0.353,2.872,3.418,3.09,0.511,0.69,2.274,1.978,1.627,4.13
0.405,0.339,0.679,0.09,0.094,0.125,0.091,1.62,0.548,0.355,2.328,3.734,2.807,0.517,0.697,2.23,2.024,1.608,3.821
0.439,0.44,1.074,0.095,0.094,0.094,0.179,1.339,0.728,0.374,4.086,3.141,3.121,0.578,0.938,2.193,1.952,1.707,3.811
0.646,0.561,0.778,0.084,0.084,0.093,0.099,1.609,0.76,0.378,4.024,3.03,2.395,0.546,0.826,2.566,2.586,2.206,5.507
0.361,0.379,0.601,0.256,0.096,0.307,0.12,1.607,0.564,0.326,1.929,2.878,2.954,0.537,0.807,2.247,1.899,1.925,3.733
0.585,0.311,0.733,0.088,0.101,0.1,0.099,1.396,0.545,0.351,2.054,3.81,3.411,0.575,0.704,2.342,1.893,1.564,3.8
0.386,0.312,0.724,0.09,0.081,0.145,0.105,1.683,0.535,0.34,2.535,2.879,2.308,0.512,0.89,2.272,1.948,2.283,3.694
