native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.146,0.326,0.646,0.091,0.086,0.086,0.085,1.792,0.535,0.413,2.349,4.664,1.55,0.572,1.195,2.845,2.288,3.024,5.399
0.146,0.319,0.65,0.091,0.094,0.097,0.134,3.728,0.766,0.395,6.502,3.101,2.323,0.58,0.772,2.707,2.9,2.392,6.237
0.142,0.308,0.631,0.087,0.117,0.096,0.086,1.883,0.479,0.388,3.433,3.212,1.513,0.557,11.306,2.575,3.172,2.573,5.669
0.617,0.312,0.608,0.083,0.083,0.084,0.098,6.345,0.48,0.381,2.443,3.415,1.5,0.549,2.346,2.462,2.14,2.437,5.561
0.151,0.359,0.618,0.107,0.086,0.092,0.085,8.111,0.479,0.471,9.931,5.429,1.469,0.624,0.947,2.767,2.119,2.594,4.861
0.138,0.303,0.648,0.084,0.086,0.085,0.084,2.31,0.477,0.38,2.392,3.019,1.493,0.543,0.728,2.627,2.117,1.859,4.836
0.377,0.331,0.611,0.09,0.095,0.09,0.084,2.032,0.476,0.384,2.55,3.797,1.452,0.552,0.792,3.045,2.211,6.468,4.696
0.134,0.321,0.626,0.088,0.085,0.087,0.087,3.624,0.538,0.385,7.427,4.118,1.533,0.584,6.615,2.897,4.92,1.948,4.657
0.134,0.302,1.031,0.087,0.086,0.086,0.092,2.196,0.481,0.773,2.466,8.477,1.503,0.596,0.829,3.546,3.937,2.142,5.096
0.135,0.304,0.644,0.089,0.088,0.084,0.088,1.66,0.515,0.425,3.304,3.612,1.494,0.531,0.749,2.812,2.028,2.158,4.412
0.154,0.296,0.6,0.092,0.101,0.084,0.084,1.724,0.608,0.428,2.334,3.216,1.936,0.61,2.408,2.535,2.29,2.092,5.098
0.136,0.295,0.736,0.084,0.084,0.088,0.076,2.031,0.504,0.394,4.056,4.071,1.693,0.566,0.747,3.781,2.265,2.208,4.509
0.16,0.312,0.602,0.089,0.085,0.098,0.082,7.421,0.569,0.701,2.302,8.861,1.716,1.142,0.807,2.931,15.353,3.482,5.98
0.144,0.324,1.324,0.091,0.088,0.084,0.081,2.454,0.477,0.394,11.779,2.976,1.526,0.568,0.746,4.016,2.137,1.969,4.688
0.143,0.313,0.628,0.088,0.087,0.086,0.085,1.956,16.124,0.474,2.508,12.648,4.013,0.626,0.754,2.58,4.737,2.034,5.411
0.149,0.338,0.668,0.103,0.091,0.098,0.088,2.484,0.502,0.413,2.851,3.646,6.623,0.591,0.788,2.937,3.528,5.629,73.069
0.153,0.345,0.688,0.092,0.093,0.096,0.091,2.568,0.568,0.45,3.515,5.149,1.662,0.606,0.81,2.873,4.483,2.392,5.216
0.153,0.349,0.685,0.097,0.095,0.098,2.097,2.204,0.519,0.422,3.018,3.686,2.538,0.695,0.816,4.226,2.72,2.149,5.403
0.151,1.162,0.663,0.095,0.089,0.095,0.087,17.289,0.503,3.859,5.499,6.034,2.34,0.593,0.791,2.773,12.884,2.109,6.605
0.147,0.336,0.974,0.09,0.088,0.092,0.084,2.956,9.634,0.394,2.821,4.124,1.604,0.578,0.906,2.847,2.208,2.641,4.622
0.151,0.355,0.789,0.093,0.095,0.119,0.087,2.514,0.554,1.59,3.164,4.369,2.747,0.593,0.796,2.834,2.261,2.229,5.848
0.205,0.431,0.905,0.155,0.171,0.197,0.175,8.763,0.63,0.5,2.549,4.288,2.124,0.669,0.925,3.033,4.41,2.742,4.745
0.157,0.409,0.978,0.094,0.091,0.098,0.093,2.379,0.548,0.408,2.452,4.38,3.433,0.585,1.66,3.038,2.366,2.107,6.388
0.146,0.337,0.644,0.091,0.094,0.089,0.131,1.753,0.492,0.392,2.525,3.423,1.578,0.585,0.832,2.712,2.352,2.149,5.423
0.145,0.316,0.622,0.086,0.083,0.087,0.083,3.345,0.48,0.4,3.151,3.453,1.58,0.56,0.764,4.749,2.313,2.468,4.998
0.142,0.315,0.636,0.095,0.085,0.089,0.085,4.117,0.481,0.403,2.731,3.293,1.512,0.568,0.755,2.781,2.2,2.105,4.503
0.141,0.318,0.626,0.087,0.086,0.085,0.082,8.289,0.479,0.395,2.347,3.051,1.491,0.556,0.791,2.671,2.297,2.039,4.79
0.143,0.314,0.632,0.087,0.085,0.086,0.086,3,0.538,0.377,2.353,27.428,1.531,0.555,0.753,3.365,2.561,1.894,6.293
0.143,0.315,0.631,0.097,1.866,0.09,0.083,1.953,0.48,0.365,2.341,3.62,1.645,0.601,0.755,2.66,2.135,2.28,5.031
0.201,0.631,0.887,0.086,0.202,0.086,0.089,1.811,0.479,0.652,2.364,4.3,1.66,0.564,0.755,2.593,2.125,2.049,4.669
0.143,0.331,2.323,0.089,0.467,0.088,0.084,1.773,0.515,0.383,4.221,3.243,1.609,0.566,0.938,2.676,2.414,3.696,5.231
0.144,0.438,0.634,0.087,0.087,0.106,0.083,14.303,0.493,0.402,2.422,3.269,1.654,0.578,0.776,2.621,3.1,3.404,5.978
0.143,0.317,0.633,0.091,0.086,0.088,0.082,1.735,0.943,1.387,2.41,5.403,2.291,1.438,18.095,158.066,2.529,7.062,19.546
0.15,0.337,0.667,0.094,0.087,0.095,0.09,2.09,0.543,0.41,3.317,3.406,1.577,0.595,0.801,2.792,2.299,2.621,5.832
0.161,0.346,10.556,0.095,0.091,0.09,0.116,2.797,0.543,0.412,29.853,3.761,1.633,0.603,19.784,3.879,4.441,2.304,8.695
0.174,0.422,0.811,0.143,0.151,3.479,0.174,2.241,0.642,0.488,4.163,3.864,2.588,0.797,2.138,6.923,3.863,4.138,9.844
0.151,0.335,0.668,0.092,0.091,0.098,0.096,3.757,0.517,0.533,2.474,4.996,1.591,0.59,1.034,3.108,2.21,2.187,6.875
0.164,0.323,0.654,0.092,0.091,0.083,0.089,5.195,0.502,1.099,2.395,3.553,1.549,0.571,0.767,4.119,2.204,3.148,5.473
0.147,0.325,0.651,1.6,0.088,0.127,0.088,1.725,0.529,0.395,2.415,4.583,1.533,0.585,1.033,2.687,2.54,2.106,5.073
0.148,0.312,0.637,0.087,0.086,0.089,0.084,3.952,0.483,0.386,3.197,4.622,1.51,0.721,0.756,7.301,2.201,2.037,5.522
0.147,0.328,0.679,0.09,0.106,0.09,0.085,2.876,0.634,0.402,2.754,3.568,1.535,0.62,0.824,6.692,4.841,2.765,5.348
0.146,0.323,0.646,0.095,0.086,0.09,0.087,6.82,0.496,0.402,2.433,3.283,2.184,0.579,0.829,4.16,2.157,2.844,4.756
0.145,0.338,0.677,0.149,0.087,0.085,0.087,3.115,0.527,0.394,2.705,5.089,1.572,2.122,0.774,2.711,3.485,2.089,4.815
0.146,0.344,0.697,0.093,0.084,0.085,0.082,3.03,0.496,0.387,2.356,4.166,1.542,0.573,2.157,2.84,2.245,2.186,5.597
0.146,0.329,0.65,0.156,0.096,0.09,0.092,1.803,0.492,0.395,4.613,3.347,1.54,0.581,0.77,2.602,2.225,3.417,5.745
0.143,0.317,0.63,0.086,0.086,0.085,0.085,6.325,0.484,1.707,2.807,5.45,1.501,3.793,0.75,2.748,2.563,2.125,5.021
0.148,0.321,0.647,0.13,0.086,0.096,0.088,2.193,0.536,0.395,2.517,3.214,1.513,0.563,0.755,3.429,2.116,2.093,4.635
0.143,0.644,0.628,0.086,0.087,0.09,0.133,2.201,0.491,0.375,3.57,3.289,1.504,0.559,0.747,2.67,2.664,2.165,5.192
0.143,0.313,1.27,0.09,0.09,0.117,0.085,1.72,0.482,0.411,2.511,3.298,1.955,0.561,0.942,3.136,2.789,2.092,4.525
0.143,0.313,0.833,0.088,0.085,0.084,0.087,1.864,0.493,0.406,2.652,3.032,2.769,0.616,0.756,2.716,2.164,2.009,4.97
0.141,0.31,0.632,0.088,0.083,0.083,0.082,1.636,0.52,0.392,2.454,4.712,1.724,0.618,0.94,2.688,2.522,2.463,4.876
0.145,0.323,0.645,0.09,0.087,0.094,0.084,1.724,0.49,0.384,2.413,3.126,1.598,0.601,0.771,3.088,2.244,1.878,6.477
0.146,0.334,0.681,0.091,0.089,0.09,0.089,6.695,0.495,0.387,3.228,3.378,4.089,0.575,0.772,3.534,2.135,2.368,5.159
0.157,0.324,0.799,0.205,0.17,0.09,0.088,2.745,0.753,0.387,3.373,7.221,1.592,0.574,0.771,2.756,2.617,3.345,6.593
0.142,0.321,0.631,0.088,0.084,0.086,0.095,7.923,0.48,0.392,2.862,3.692,1.497,0.557,0.748,3.049,2.481,2.186,4.636
0.137,0.329,0.903,0.087,0.088,0.089,1.152,2.755,0.501,0.384,3.641,4.419,7.071,0.564,0.73,2.827,3.748,2.484,4.741
0.137,0.312,0.705,0.088,0.091,0.088,0.084,1.708,0.485,0.372,7.766,3.397,1.503,0.557,0.746,2.795,2.025,2.325,4.968
