native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.045,0.163,0.214,0.073,0.081,0.087,0.143,0.324,0.159,0.147,0.822,0.351,0.676,0.471,0.279,0.597,0.265,0.274,0.232
0.111,0.136,0.218,0.068,0.075,0.093,0.095,0.291,0.148,0.14,0.58,0.355,0.698,0.227,0.24,0.619,0.263,0.272,0.232
0.036,0.067,0.116,0.035,0.034,0.03,0.028,0.25,0.092,0.08,0.537,0.284,0.278,0.125,0.136,2.131,0.318,0.182,0.197
0.072,0.066,0.091,0.028,0.028,0.03,0.026,0.286,0.106,0.076,0.528,0.447,0.277,0.163,0.142,0.489,0.231,0.184,0.212
0.031,0.064,0.087,0.027,0.034,0.033,0.028,0.213,0.081,0.071,0.506,0.284,0.283,0.169,0.169,0.606,0.272,0.196,0.218
0.031,0.069,0.099,0.034,0.058,0.041,0.038,0.592,0.086,0.093,0.683,0.381,0.643,0.254,0.143,0.48,0.196,0.184,0.226
0.03,0.063,0.094,0.029,0.028,0.039,0.033,0.213,0.08,0.109,0.495,0.73,0.281,0.164,0.142,0.496,0.188,0.218,0.2
0.03,0.063,0.09,0.031,0.033,0.028,0.031,0.274,0.086,0.074,0.45,0.471,0.338,0.18,0.176,0.531,0.226,0.197,0.229
0.03,0.077,0.1,0.032,0.027,0.031,0.028,0.279,0.088,0.072,0.56,0.33,0.283,0.13,0.144,0.677,0.322,0.768,0.206
0.03,0.063,0.088,0.029,0.028,0.03,0.027,0.209,0.08,0.066,0.513,0.28,0.449,0.169,0.138,0.583,0.208,0.199,0.212
0.03,0.07,0.093,0.03,0.025,0.033,0.028,0.226,0.132,0.076,0.465,0.283,0.341,0.181,0.145,0.531,0.254,0.18,0.205
0.031,0.063,0.088,0.027,0.029,0.028,0.028,0.209,0.08,0.065,0.479,0.28,0.334,0.132,0.149,0.751,0.335,0.245,0.191
0.031,0.156,0.092,0.034,0.035,0.059,0.044,0.225,0.098,0.072,0.487,0.308,0.349,0.169,0.151,0.669,0.354,0.423,0.223
0.031,0.064,0.088,0.027,0.03,0.028,0.028,0.215,0.08,0.071,0.491,0.283,0.273,0.163,0.144,0.617,0.197,0.198,0.213
0.072,0.069,0.089,0.031,0.031,0.035,0.029,0.336,0.086,0.076,0.51,0.284,0.279,0.17,0.146,0.577,0.273,0.195,0.29
0.052,0.069,0.09,0.028,0.027,0.027,0.047,0.21,0.101,0.082,0.501,0.304,0.293,0.182,0.14,0.539,0.195,0.184,0.212
0.034,0.073,0.092,0.047,0.035,0.032,0.03,0.208,0.084,0.064,0.47,0.346,0.299,0.141,0.155,0.635,0.33,0.189,0.193
0.035,0.066,0.094,0.029,0.032,0.032,0.03,0.223,0.085,0.081,0.469,0.298,0.299,0.132,0.933,0.699,0.905,0.179,0.227
0.03,0.065,0.093,0.03,0.03,0.03,0.029,0.209,0.084,0.073,0.497,0.281,0.285,0.132,0.138,0.585,0.196,0.192,0.214
0.03,0.063,0.089,0.028,0.029,0.03,0.028,0.215,0.08,0.068,0.485,0.285,0.276,0.124,0.143,0.537,0.188,0.186,0.212
0.031,0.064,0.166,0.047,0.046,0.044,0.036,0.231,0.09,0.081,0.466,0.309,0.31,0.151,0.151,2.005,0.666,0.176,0.2
0.033,0.141,0.098,0.032,0.033,0.03,0.029,0.227,0.088,0.273,0.679,0.362,0.381,0.13,0.152,0.569,0.233,0.222,0.265
0.033,0.067,0.095,0.033,0.037,0.038,0.03,0.269,0.099,0.07,0.471,0.287,0.317,0.125,0.182,1.255,0.394,0.171,0.196
0.051,0.069,0.1,0.033,0.029,0.033,0.043,0.286,0.085,0.074,1.117,0.304,0.61,0.212,0.363,0.631,0.816,0.203,0.281
0.034,0.073,0.098,0.033,0.03,0.036,0.034,0.236,0.087,0.075,0.474,0.311,0.298,0.171,0.15,0.616,0.295,0.179,0.205
0.031,0.069,0.097,0.033,0.03,0.032,0.036,0.222,0.099,0.075,0.554,0.303,0.294,0.135,0.19,0.6,0.214,0.216,0.208
