native,quick,fastsort,counting,counting1,counting2,counting3,heap,radix,shell,gnome,shaker,lodash,bucket,merge,bubble,sbubble,insertion,selection
0.086,0.145,0.288,0.075,0.092,0.135,0.084,0.368,0.195,0.149,0.554,0.315,0.975,0.228,0.277,0.623,0.341,0.21,0.287
0.155,0.142,0.388,0.087,0.094,0.099,0.083,0.387,0.217,0.26,0.531,0.357,1.065,0.224,0.272,0.694,0.247,0.21,0.186
0.069,0.098,0.09,0.027,0.027,0.028,0.031,0.181,0.092,0.065,0.35,0.262,0.381,0.125,0.188,0.575,0.149,0.125,0.294
0.067,0.057,0.105,0.055,0.034,0.03,0.029,0.182,0.088,0.076,0.57,0.257,0.381,0.118,0.151,1.384,0.179,0.148,0.328
0.082,0.084,0.095,0.027,0.026,0.028,0.028,0.323,0.115,0.063,0.39,0.252,0.755,0.117,0.148,0.562,0.168,0.14,0.16
0.073,0.059,0.108,0.028,0.036,0.033,0.035,0.2,0.119,0.11,1.109,0.616,0.694,0.23,0.327,1.014,0.439,0.277,0.396
0.067,0.059,0.179,0.029,0.027,0.031,0.029,0.21,0.107,0.06,0.355,0.343,0.387,0.114,0.165,0.459,0.147,0.334,0.314
0.067,0.057,0.108,0.023,0.028,0.028,0.028,0.179,0.09,0.096,0.423,0.24,0.389,0.113,0.407,0.504,0.187,0.204,0.164
0.067,0.057,0.131,0.059,0.031,0.041,0.032,0.18,0.088,0.058,0.868,0.261,0.396,0.229,0.154,1.319,0.171,0.17,0.322
0.067,0.058,0.087,0.025,3.889,0.034,0.03,0.29,0.109,0.113,0.449,0.447,0.591,0.119,0.156,0.809,0.207,0.269,0.178
0.068,0.058,0.094,0.052,0.027,0.034,0.028,0.181,0.091,0.058,0.411,0.256,0.426,0.114,0.231,0.813,0.167,0.19,0.165
0.114,0.09,0.164,0.046,0.048,0.053,0.055,0.333,0.157,0.066,0.522,0.384,0.392,0.277,0.263,1.226,0.286,0.279,0.163
0.086,0.057,0.096,0.028,0.03,0.031,0.054,0.184,0.097,0.069,0.425,0.615,0.378,0.114,0.152,0.581,0.188,0.149,0.27
0.07,0.057,0.108,0.024,0.032,0.029,0.03,0.192,0.088,0.066,0.501,0.306,0.372,0.146,0.152,0.934,0.192,0.15,0.17
0.068,0.058,0.089,0.023,0.028,0.028,0.03,1.038,0.092,0.06,0.428,0.256,0.587,0.114,0.149,0.509,0.285,0.167,0.331
0.106,0.064,0.094,0.023,0.029,0.03,0.029,0.181,0.088,0.057,0.413,0.444,0.378,0.145,0.147,0.492,0.375,0.157,0.411
0.075,0.058,0.225,0.023,0.029,0.029,0.03,0.183,0.15,0.066,0.415,0.266,0.393,0.116,0.162,1.351,0.173,0.147,0.161
0.123,0.057,0.102,0.032,0.029,0.03,0.029,0.246,0.095,0.062,0.475,0.388,0.383,0.16,0.148,0.473,0.269,0.256,0.164
0.121,0.061,0.098,0.026,0.029,0.029,1.454,0.199,0.089,0.202,0.901,0.968,0.45,0.116,2.297,1.578,2.116,4.114,0.19
0.141,0.063,0.136,0.035,0.047,0.038,0.038,1.541,0.099,0.082,0.568,0.305,0.655,0.196,0.169,1.252,0.265,0.157,0.327
0.071,0.102,0.104,0.03,0.09,0.032,0.032,0.198,0.097,0.076,4.14,0.463,0.381,0.125,0.146,0.484,0.201,0.168,0.193
0.102,0.062,0.099,0.035,0.051,0.04,0.033,0.184,0.087,0.06,0.534,0.526,6.207,0.146,0.276,2.181,0.245,28.516,0.727
0.092,0.136,0.104,0.025,0.031,0.063,0.041,0.321,0.222,0.109,0.857,0.436,1.367,0.218,0.281,1.23,0.701,0.187,0.649
0.07,0.056,0.104,0.029,0.063,0.029,0.029,0.186,0.091,0.055,0.39,0.247,0.38,0.119,0.162,0.533,0.157,0.139,0.226
0.07,0.071,0.094,0.024,0.029,0.038,0.029,0.19,0.087,0.06,0.416,0.287,0.532,0.165,0.158,0.484,0.179,0.156,0.181
0.103,0.09,0.147,0.045,0.048,0.084,0.061,0.352,0.175,0.114,0.843,0.519,0.486,0.118,0.156,1.731,0.43,0.353,1.008
0.065,0.057,0.09,0.027,0.027,0.028,0.029,0.193,0.123,0.059,0.417,0.244,0.375,0.117,0.149,0.537,0.174,0.297,0.168
0.066,0.06,0.089,0.066,0.027,0.029,0.034,0.184,0.09,0.06,0.416,0.24,0.366,0.143,0.156,0.488,0.166,0.141,0.168
0.098,0.057,0.095,0.026,0.035,0.035,0.043,0.183,0.088,0.059,0.399,0.244,0.357,0.125,0.15,0.445,0.228,0.143,0.158
0.101,0.101,0.875,0.042,0.036,0.033,0.049,0.182,0.097,0.084,0.436,0.248,0.385,0.121,0.331,1.253,0.17,0.151,0.166
0.071,0.057,0.101,0.023,0.032,0.03,0.029,0.186,0.089,0.077,0.543,0.338,0.386,0.125,0.161,1.324,0.183,0.153,0.452
0.069,0.055,0.093,0.029,0.027,0.028,0.029,0.185,0.087,0.056,0.374,0.354,0.385,0.428,0.148,0.477,0.156,0.132,0.158
0.066,0.096,0.186,0.031,0.031,0.031,0.033,0.256,0.09,0.061,0.415,0.485,0.43,0.114,0.148,0.461,0.185,0.162,0.327
0.069,0.057,0.103,0.028,0.027,0.029,0.029,0.18,0.089,0.06,0.438,0.24,0.366,0.113,0.204,0.471,0.18,0.164,0.173
0.124,0.102,0.246,0.029,0.031,0.051,0.068,0.321,0.236,0.106,0.55,0.302,0.547,0.123,0.169,1.36,0.184,0.155,0.171
0.07,0.055,0.101,0.029,0.031,0.03,0.031,0.19,0.093,0.058,0.518,0.254,0.442,0.118,0.278,0.519,0.196,0.279,0.201
0.088,0.057,0.093,0.024,0.028,0.028,0.081,0.184,0.087,0.06,0.378,0.338,0.369,0.205,0.151,0.48,0.322,0.141,1.234
0.079,0.055,0.093,0.027,0.026,0.027,0.028,0.195,0.111,0.063,0.466,0.264,0.457,0.113,0.148,0.566,0.167,0.142,0.158
0.067,0.055,0.091,0.027,0.029,0.058,0.032,0.182,0.089,0.059,0.523,0.385,0.383,0.13,0.178,0.482,0.185,0.151,0.16
0.072,0.057,0.094,0.022,0.028,0.028,0.029,0.198,0.086,0.19,0.513,0.24,0.451,0.163,0.157,0.557,0.349,1.007,0.175
0.065,0.057,0.096,0.023,0.028,0.029,0.029,0.179,0.085,0.077,0.435,0.24,0.384,0.117,0.149,0.738,0.172,0.148,0.168
0.067,0.061,0.109,0.022,0.026,0.027,0.027,0.182,0.089,0.066,0.45,0.241,0.493,0.119,0.16,1.253,0.186,0.158,0.334
0.066,0.056,0.132,0.032,0.034,0.034,0.029,0.246,0.091,0.062,0.457,0.47,0.358,0.113,0.146,0.498,0.176,0.153,0.173
0.067,0.094,0.093,0.029,0.027,0.028,0.028,0.18,0.088,0.057,0.549,0.287,0.389,0.119,0.148,1.506,0.169,0.149,0.161
0.064,0.06,0.09,0.022,0.027,0.027,0.028,0.193,0.092,0.061,0.566,0.368,0.57,0.126,0.151,0.568,0.169,0.151,0.228
0.066,0.056,0.095,0.023,0.028,0.028,0.028,0.276,0.1,0.07,0.779,0.257,0.677,0.123,0.28,1.059,0.161,0.145,0.17
0.067,0.054,0.118,0.023,0.029,0.029,0.028,0.18,0.09,0.058,0.695,0.316,0.344,0.11,0.144,0.574,0.177,0.182,0.203
0.065,0.052,0.094,0.025,0.026,0.027,0.027,0.182,0.086,0.057,0.408,0.465,0.39,0.114,0.148,0.466,0.163,0.146,0.301
0.065,0.054,0.118,0.021,0.027,0.032,0.053,0.33,0.102,0.179,0.587,0.287,0.467,3.342,0.155,2.407,0.179,0.152,0.167
0.068,0.057,0.104,0.021,0.189,0.027,0.027,0.186,0.09,0.056,0.405,0.265,0.465,0.112,0.144,0.569,0.181,0.153,0.171
0.066,0.054,0.09,0.021,0.034,0.054,0.045,0.436,0.093,0.057,0.402,0.249,0.358,0.117,0.148,0.639,0.257,0.137,0.154
0.064,0.054,0.097,0.021,0.026,0.026,0.028,0.363,0.103,0.059,0.418,0.257,0.368,0.12,0.156,1.374,0.276,0.277,0.17
0.068,0.082,0.098,0.025,0.026,0.027,0.027,0.198,0.104,0.063,0.435,0.261,0.399,0.116,0.145,0.523,0.257,0.157,0.214
0.062,0.157,0.33,0.029,0.026,0.048,0.063,0.337,0.096,0.085,0.413,0.253,0.659,0.121,0.191,0.414,0.163,0.315,0.138
0.11,0.055,0.105,0.022,0.026,0.027,0.029,0.189,0.086,0.063,0.466,0.27,0.719,0.123,0.206,0.451,0.156,0.132,0.146
0.065,0.055,0.087,0.021,0.026,0.027,0.027,0.294,0.092,0.056,0.393,0.242,0.381,0.261,0.149,0.745,0.454,0.144,0.163
0.548,0.092,0.088,0.021,0.026,0.027,0.028,0.252,0.086,0.059,1.102,0.239,0.356,0.118,0.154,1.299,0.171,0.157,0.243
0.061,0.093,0.086,0.023,0.026,0.027,0.028,0.178,0.086,0.056,0.347,0.241,0.42,0.113,0.145,0.431,0.148,0.122,0.15
